Latitude (decimal degrees):	35.689
Longitude (decimal degrees):	51.407
Elevation (m):	1161
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180103:0451,130.01,73.0,0.0,10.41,2.79,2.28,0.0
20180103:0551,246.01,108.0,0.0,19.23,5.79,2.9,0.0
20180103:0651,17.0,213.0,0.0,26.12,8.36,3.79,0.0
20180103:0751,421.01,118.0,0.0,30.38,9.82,4.41,0.0
20180103:0851,412.01,122.0,0.0,31.42,10.77,4.83,0.0
20180103:0951,356.01,115.0,0.0,29.07,11.3,5.03,0.0
20180103:1051,231.01,112.0,0.0,23.7,11.56,5.03,0.0
20180103:1151,72.0,94.0,0.0,15.97,11.3,4.62,0.0
20180103:1251,0.0,11.0,0.0,6.56,10.55,3.86,0.0
20180103:1351,0.0,0.0,0.0,0.0,9.19,3.1,0.0
20180103:1451,0.0,0.0,0.0,0.0,8.05,2.41,0.0
20180103:1551,0.0,0.0,0.0,0.0,6.56,1.93,0.0
20180103:1651,0.0,0.0,0.0,0.0,5.26,1.79,0.0
20180103:1751,0.0,0.0,0.0,0.0,4.19,1.72,0.0
20180103:1851,0.0,0.0,0.0,0.0,3.39,1.66,0.0
20180103:1951,0.0,0.0,0.0,0.0,2.63,1.79,0.0
20180103:2051,0.0,0.0,0.0,0.0,2.04,1.86,0.0
20180103:2151,0.0,0.0,0.0,0.0,1.3,1.93,0.0
20180103:2251,0.0,0.0,0.0,0.0,0.57,2.0,0.0
20180103:2351,0.0,0.0,0.0,0.0,0.12,2.07,0.0
20180104:0051,0.0,0.0,0.0,0.0,-0.43,2.07,0.0
20180104:0151,0.0,0.0,0.0,0.0,-0.51,2.14,0.0
20180104:0251,0.0,0.0,0.0,0.0,-0.53,2.14,0.0
20180104:0351,0.0,21.0,0.0,0.23,-0.54,2.14,0.0
20180104:0451,128.01,76.0,0.0,10.41,1.26,1.52,0.0
20180104:0551,235.01,118.0,0.0,19.26,5.57,0.41,0.0
20180104:0651,357.01,123.0,0.0,26.17,8.24,0.83,0.0
20180104:0751,314.01,186.0,0.0,30.46,9.64,1.24,0.0
20180104:0851,457.01,100.0,0.0,31.52,10.76,1.38,0.0
20180104:0951,389.01,101.0,0.0,29.19,11.5,1.45,0.0
20180104:1051,265.01,98.0,0.0,23.83,11.9,1.38,0.0
20180104:1151,108.0,83.0,0.0,16.11,11.79,1.31,0.0
20180104:1251,5.0,20.0,0.0,6.7,11.07,1.38,0.0
20180104:1351,0.0,0.0,0.0,0.0,9.2,1.31,0.0
20180104:1451,0.0,0.0,0.0,0.0,8.0,0.97,0.0
20180104:1551,0.0,0.0,0.0,0.0,8.06,0.62,0.0
20180104:1651,0.0,0.0,0.0,0.0,7.53,0.83,0.0
20180104:1751,0.0,0.0,0.0,0.0,7.01,1.1,0.0
20180104:1851,0.0,0.0,0.0,0.0,6.29,1.24,0.0
20180104:1951,0.0,0.0,0.0,0.0,5.3,1.38,0.0
20180104:2051,0.0,0.0,0.0,0.0,5.44,1.38,0.0
20180104:2151,0.0,0.0,0.0,0.0,5.14,1.38,0.0
20180104:2251,0.0,0.0,0.0,0.0,3.88,1.59,0.0
20180104:2351,0.0,0.0,0.0,0.0,3.1,1.66,0.0
20180105:0051,0.0,0.0,0.0,0.0,3.55,1.72,0.0
20180105:0151,0.0,0.0,0.0,0.0,2.99,1.79,0.0
20180105:0251,0.0,0.0,0.0,0.0,2.79,1.79,0.0
20180105:0351,0.0,13.0,0.0,0.22,3.25,1.66,0.0
20180105:0451,96.01,90.0,0.0,10.42,4.33,1.38,0.0
20180105:0551,235.01,116.0,0.0,19.29,7.13,0.55,0.0
20180105:0651,352.01,123.0,0.0,26.23,8.69,0.28,0.0
20180105:0751,412.01,127.0,0.0,30.54,10.07,1.17,0.0
20180105:0851,333.01,173.0,0.0,31.63,11.11,1.66,0.0
20180105:0951,357.01,119.0,0.0,29.32,11.83,1.86,0.0
20180105:1051,228.01,119.0,0.0,23.98,12.2,1.93,0.0
20180105:1151,50.0,104.0,0.0,16.26,12.09,1.93,0.0
20180105:1251,2.0,17.0,0.0,6.85,11.35,1.66,0.0
20180105:1351,0.0,0.0,0.0,0.0,9.28,1.17,0.0
20180105:1451,0.0,0.0,0.0,0.0,9.2,0.97,0.0
20180105:1551,0.0,0.0,0.0,0.0,6.02,1.72,0.0
20180105:1651,0.0,0.0,0.0,0.0,3.95,2.28,0.0
20180105:1751,0.0,0.0,0.0,0.0,2.79,2.41,0.0
20180105:1851,0.0,0.0,0.0,0.0,1.74,2.34,0.0
20180105:1951,0.0,0.0,0.0,0.0,1.42,2.34,0.0
20180105:2051,0.0,0.0,0.0,0.0,1.35,2.34,0.0
20180105:2151,0.0,0.0,0.0,0.0,1.41,2.34,0.0
20180105:2251,0.0,0.0,0.0,0.0,1.53,2.21,0.0
20180105:2351,0.0,0.0,0.0,0.0,1.65,2.07,0.0
20180106:0051,0.0,0.0,0.0,0.0,2.13,1.72,0.0
20180106:0151,0.0,0.0,0.0,0.0,4.64,1.24,0.0
20180106:0251,0.0,0.0,0.0,0.0,2.28,1.86,0.0
20180106:0351,0.0,3.0,0.0,0.22,1.75,1.79,0.0
20180106:0451,0.0,18.0,0.0,10.44,2.4,1.24,0.0
20180106:0551,0.0,43.0,0.0,19.33,2.56,1.24,0.0
20180106:0651,0.0,89.0,0.0,26.29,3.57,1.1,0.0
20180106:0751,0.0,101.0,0.0,30.64,3.78,1.17,0.0
20180106:0851,0.0,111.0,0.0,31.75,5.11,0.97,0.0
20180106:0951,0.0,59.0,0.0,29.46,6.06,0.62,0.0
20180106:1051,0.0,55.0,0.0,24.12,6.81,0.28,0.0
20180106:1151,0.0,36.0,0.0,16.41,6.74,0.69,0.0
20180106:1251,0.0,5.0,0.0,7.0,6.35,1.31,0.0
20180106:1351,0.0,0.0,0.0,0.0,5.17,1.59,0.0
20180106:1451,0.0,0.0,0.0,0.0,3.49,1.59,0.0
20180106:1551,0.0,0.0,0.0,0.0,2.15,1.52,0.0
20180106:1651,0.0,0.0,0.0,0.0,1.15,1.66,0.0
20180106:1751,0.0,0.0,0.0,0.0,0.2,1.79,0.0
20180106:1851,0.0,0.0,0.0,0.0,0.53,1.66,0.0
20180106:1951,0.0,0.0,0.0,0.0,-0.03,1.72,0.0
20180106:2051,0.0,0.0,0.0,0.0,-0.85,1.93,0.0
20180106:2151,0.0,0.0,0.0,0.0,-1.53,2.07,0.0
20180106:2251,0.0,0.0,0.0,0.0,-1.9,2.21,0.0
20180106:2351,0.0,0.0,0.0,0.0,-2.14,2.28,0.0
20180107:0051,0.0,0.0,0.0,0.0,-2.04,2.21,0.0
20180107:0151,0.0,0.0,0.0,0.0,-2.18,2.28,0.0
20180107:0251,0.0,0.0,0.0,0.0,-2.33,2.28,0.0
20180107:0351,0.0,3.0,0.0,0.22,-2.29,2.28,0.0
20180107:0451,84.0,94.0,0.0,10.46,-0.29,1.72,0.0
20180107:0551,234.01,115.0,0.0,19.37,4.7,1.03,0.0
20180107:0651,255.01,175.0,0.0,26.37,7.8,0.9,0.0
20180107:0751,160.0,252.0,0.0,30.74,9.0,1.03,0.0
20180107:0851,398.01,133.0,0.0,31.88,9.83,1.45,0.0
20180107:0951,161.0,218.0,0.0,29.61,10.34,1.45,0.0
20180107:1051,0.0,32.0,0.0,24.28,10.48,1.45,0.0
20180107:1151,0.0,18.0,0.0,16.57,10.25,1.52,0.0
20180107:1251,0.0,3.0,0.0,7.15,9.78,1.72,0.0
20180107:1351,0.0,0.0,0.0,0.0,8.06,1.38,0.0
20180107:1451,0.0,0.0,0.0,0.0,7.19,0.9,0.0
20180107:1551,0.0,0.0,0.0,0.0,7.37,0.69,0.0
20180107:1651,0.0,0.0,0.0,0.0,4.95,1.38,0.0
20180107:1751,0.0,0.0,0.0,0.0,2.78,1.93,0.0
20180107:1851,0.0,0.0,0.0,0.0,1.54,2.21,0.0
20180107:1951,0.0,0.0,0.0,0.0,0.78,2.34,0.0
20180107:2051,0.0,0.0,0.0,0.0,0.77,2.48,0.0
20180107:2151,0.0,0.0,0.0,0.0,0.22,2.62,0.0
20180107:2251,0.0,0.0,0.0,0.0,-0.52,2.76,0.0
20180107:2351,0.0,0.0,0.0,0.0,-1.0,2.69,0.0
20180108:0051,0.0,0.0,0.0,0.0,-1.4,2.69,0.0
20180108:0151,0.0,0.0,0.0,0.0,-2.16,2.62,0.0
20180108:0251,0.0,0.0,0.0,0.0,-2.38,2.55,0.0
20180108:0351,0.0,22.0,0.0,0.23,-2.55,2.48,0.0
20180108:0451,147.01,66.0,0.0,10.49,-0.83,1.93,0.0
20180108:0551,313.01,73.0,0.0,19.42,3.01,1.1,0.0
20180108:0651,411.01,92.0,0.0,26.44,5.76,0.34,0.0
20180108:0751,464.01,101.0,0.0,30.85,7.56,0.83,0.0
20180108:0851,448.01,112.0,0.0,32.02,8.48,1.45,0.0
20180108:0951,391.01,106.0,0.0,29.76,8.98,1.72,0.0
20180108:1051,295.01,86.0,0.0,24.44,9.18,2.0,0.0
20180108:1151,117.0,85.0,0.0,16.73,8.96,2.34,0.0
20180108:1251,3.0,22.0,0.0,7.31,8.1,2.28,0.0
20180108:1351,0.0,0.0,0.0,0.0,6.38,1.31,0.0
20180108:1451,0.0,0.0,0.0,0.0,6.17,0.62,0.0
20180108:1551,0.0,0.0,0.0,0.0,5.44,0.14,0.0
20180108:1651,0.0,0.0,0.0,0.0,4.76,0.41,0.0
20180108:1751,0.0,0.0,0.0,0.0,3.75,1.17,0.0
20180108:1851,0.0,0.0,0.0,0.0,-0.18,2.07,0.0
20180108:1951,0.0,0.0,0.0,0.0,-0.89,2.14,0.0
20180108:2051,0.0,0.0,0.0,0.0,-1.19,2.28,0.0
20180108:2151,0.0,0.0,0.0,0.0,-1.48,2.28,0.0
20180108:2251,0.0,0.0,0.0,0.0,-1.82,2.28,0.0
20180108:2351,0.0,0.0,0.0,0.0,-2.13,2.28,0.0
20180109:0051,0.0,0.0,0.0,0.0,-2.41,2.28,0.0
20180109:0151,0.0,0.0,0.0,0.0,-2.57,2.28,0.0
20180109:0251,0.0,0.0,0.0,0.0,-2.65,2.28,0.0
20180109:0351,0.0,21.0,0.0,0.24,-2.64,2.28,0.0
20180109:0451,125.01,79.0,0.0,10.52,-1.18,1.72,0.0
20180109:0551,278.01,97.0,0.0,19.48,3.63,0.62,0.0
20180109:0651,385.01,111.0,0.0,26.53,6.27,0.62,0.0
20180109:0751,451.01,112.0,0.0,30.96,7.51,1.38,0.0
20180109:0851,461.01,106.0,0.0,32.16,8.33,1.79,0.0
20180109:0951,418.01,92.0,0.0,29.92,8.92,1.86,0.0
20180109:1051,325.01,70.0,0.0,24.61,9.16,1.93,0.0
20180109:1151,151.01,69.0,0.0,16.9,8.95,1.86,0.0
20180109:1251,6.0,25.0,0.0,7.48,8.11,1.52,0.0
20180109:1351,0.0,0.0,0.0,0.0,6.05,1.03,0.0
20180109:1451,0.0,0.0,0.0,0.0,5.99,0.62,0.0
20180109:1551,0.0,0.0,0.0,0.0,5.3,0.48,0.0
20180109:1651,0.0,0.0,0.0,0.0,4.54,1.1,0.0
20180109:1751,0.0,0.0,0.0,0.0,1.33,1.79,0.0
20180109:1851,0.0,0.0,0.0,0.0,-0.11,2.14,0.0
20180109:1951,0.0,0.0,0.0,0.0,-0.19,2.07,0.0
20180109:2051,0.0,0.0,0.0,0.0,-0.55,2.14,0.0
20180109:2151,0.0,0.0,0.0,0.0,-0.74,2.28,0.0
20180109:2251,0.0,0.0,0.0,0.0,-0.85,2.34,0.0
20180109:2351,0.0,0.0,0.0,0.0,-1.14,2.21,0.0
20180110:0051,0.0,0.0,0.0,0.0,-1.45,2.14,0.0
20180110:0151,0.0,0.0,0.0,0.0,-1.77,2.21,0.0
20180110:0251,0.0,0.0,0.0,0.0,-2.21,2.14,0.0
20180110:0351,0.0,21.0,0.0,0.26,-2.52,2.21,0.0
20180110:0451,133.01,75.0,0.0,10.56,-0.98,1.66,0.0
20180110:0551,295.01,87.0,0.0,19.54,4.18,0.62,0.0
20180110:0651,387.01,110.0,0.0,26.62,6.85,1.03,0.0
20180110:0751,445.01,118.0,0.0,31.09,7.89,1.31,0.0
20180110:0851,455.01,112.0,0.0,32.31,8.58,1.24,0.0
20180110:0951,421.01,92.0,0.0,30.09,9.26,1.24,0.0
20180110:1051,319.01,76.0,0.0,24.78,9.6,1.45,0.0
20180110:1151,134.01,81.0,0.0,17.07,9.61,1.72,0.0
20180110:1251,6.0,25.0,0.0,7.64,8.94,1.66,0.0
20180110:1351,0.0,0.0,0.0,0.0,6.55,1.31,0.0
20180110:1451,0.0,0.0,0.0,0.0,6.72,0.69,0.0
20180110:1551,0.0,0.0,0.0,0.0,5.85,0.55,0.0
20180110:1651,0.0,0.0,0.0,0.0,3.85,1.38,0.0
20180110:1751,0.0,0.0,0.0,0.0,0.58,2.14,0.0
20180110:1851,0.0,0.0,0.0,0.0,-0.07,2.21,0.0
20180110:1951,0.0,0.0,0.0,0.0,-0.53,2.28,0.0
20180110:2051,0.0,0.0,0.0,0.0,-0.81,2.28,0.0
20180110:2151,0.0,0.0,0.0,0.0,-1.03,2.28,0.0
20180110:2251,0.0,0.0,0.0,0.0,-1.03,2.21,0.0
20180110:2351,0.0,0.0,0.0,0.0,-0.97,2.14,0.0
20180111:0051,0.0,0.0,0.0,0.0,-1.08,2.07,0.0
20180111:0151,0.0,0.0,0.0,0.0,-1.13,2.14,0.0
20180111:0251,0.0,0.0,0.0,0.0,-1.21,2.14,0.0
20180111:0351,0.0,11.0,0.0,0.29,-1.06,2.07,0.0
20180111:0451,99.01,91.0,0.0,10.6,0.39,1.66,0.0
20180111:0551,256.01,109.0,0.0,19.61,4.11,0.28,0.0
20180111:0651,376.01,116.0,0.0,26.72,7.01,0.62,0.0
20180111:0751,442.01,118.0,0.0,31.22,8.19,1.24,0.0
20180111:0851,444.01,118.0,0.0,32.46,9.0,1.59,0.0
20180111:0951,388.01,113.0,0.0,30.26,9.59,1.72,0.0
20180111:1051,284.01,99.0,0.0,24.96,9.8,1.86,0.0
20180111:1151,124.0,86.0,0.0,17.24,9.59,1.93,0.0
20180111:1251,0.0,12.0,0.0,7.81,8.65,1.52,0.0
20180111:1351,0.0,0.0,0.0,0.0,6.35,1.17,0.0
20180111:1451,0.0,0.0,0.0,0.0,6.48,0.55,0.0
20180111:1551,0.0,0.0,0.0,0.0,5.95,0.48,0.0
20180111:1651,0.0,0.0,0.0,0.0,5.35,1.1,0.0
20180111:1751,0.0,0.0,0.0,0.0,4.31,1.31,0.0
20180111:1851,0.0,0.0,0.0,0.0,3.92,1.31,0.0
20180111:1951,0.0,0.0,0.0,0.0,3.09,1.45,0.0
20180111:2051,0.0,0.0,0.0,0.0,3.84,1.31,0.0
20180111:2151,0.0,0.0,0.0,0.0,4.17,1.31,0.0
20180111:2251,0.0,0.0,0.0,0.0,4.94,1.17,0.0
20180111:2351,0.0,0.0,0.0,0.0,5.42,1.1,0.0
20180112:0051,0.0,0.0,0.0,0.0,5.57,1.1,0.0
20180112:0151,0.0,0.0,0.0,0.0,3.24,1.66,0.0
20180112:0251,0.0,0.0,0.0,0.0,4.06,1.52,0.0
20180112:0351,0.0,3.0,0.0,0.32,4.64,1.45,0.0
20180112:0451,47.0,109.0,0.0,10.66,4.89,1.38,0.0
20180112:0551,163.01,159.0,0.0,19.69,7.33,0.48,0.0
20180112:0651,345.01,137.0,0.0,26.83,9.52,0.55,0.0
20180112:0751,271.01,217.0,0.0,31.35,10.89,1.31,0.0
20180112:0851,192.01,254.0,0.0,32.62,12.13,1.79,0.0
20180112:0951,234.01,201.0,0.0,30.44,12.98,2.0,0.0
20180112:1051,242.01,126.0,0.0,25.14,13.46,2.07,0.0
20180112:1151,92.0,103.0,0.0,17.42,13.39,2.07,0.0
20180112:1251,3.0,27.0,0.0,7.99,12.18,1.66,0.0
20180112:1351,0.0,0.0,0.0,0.0,9.69,1.24,0.0
20180112:1451,0.0,0.0,0.0,0.0,7.75,1.66,0.0
20180112:1551,0.0,0.0,0.0,0.0,5.34,2.21,0.0
20180112:1651,0.0,0.0,0.0,0.0,3.93,2.55,0.0
20180112:1751,0.0,0.0,0.0,0.0,3.04,2.62,0.0
20180112:1851,0.0,0.0,0.0,0.0,2.15,2.62,0.0
20180112:1951,0.0,0.0,0.0,0.0,1.43,2.69,0.0
20180112:2051,0.0,0.0,0.0,0.0,1.02,2.69,0.0
20180112:2151,0.0,0.0,0.0,0.0,0.91,2.62,0.0
20180112:2251,0.0,0.0,0.0,0.0,0.92,2.62,0.0
20180112:2351,0.0,0.0,0.0,0.0,0.96,2.55,0.0
20180113:0051,0.0,0.0,0.0,0.0,1.24,2.55,0.0
20180113:0151,0.0,0.0,0.0,0.0,1.29,2.48,0.0
20180113:0251,0.0,0.0,0.0,0.0,1.14,2.48,0.0
20180113:0351,0.0,3.0,0.0,0.36,0.97,2.41,0.0
20180113:0451,0.0,70.0,0.0,10.71,2.72,2.07,0.0
20180113:0551,328.01,69.0,0.0,19.77,6.63,1.66,0.0
20180113:0651,379.01,121.0,0.0,26.94,11.19,2.28,0.0
20180113:0751,463.01,112.0,0.0,31.5,12.58,3.72,0.0
20180113:0851,457.01,118.0,0.0,32.79,13.32,4.28,0.0
20180113:0951,379.01,126.0,0.0,30.62,13.68,4.34,0.0
20180113:1051,248.01,127.0,0.0,25.33,13.74,4.21,0.0
20180113:1151,87.0,108.0,0.0,17.61,13.38,3.79,0.0
20180113:1251,5.0,29.0,0.0,8.17,12.25,2.55,0.0
20180113:1351,0.0,0.0,0.0,0.0,9.91,2.07,0.0
20180113:1451,0.0,0.0,0.0,0.0,7.18,1.93,0.0
20180113:1551,0.0,0.0,0.0,0.0,4.95,2.14,0.0
20180113:1651,0.0,0.0,0.0,0.0,3.24,2.55,0.0
20180113:1751,0.0,0.0,0.0,0.0,1.95,2.69,0.0
20180113:1851,0.0,0.0,0.0,0.0,1.14,2.76,0.0
20180113:1951,0.0,0.0,0.0,0.0,0.61,2.69,0.0
20180113:2051,0.0,0.0,0.0,0.0,0.4,2.69,0.0
20180113:2151,0.0,0.0,0.0,0.0,0.33,2.69,0.0
20180113:2251,0.0,0.0,0.0,0.0,0.31,2.76,0.0
20180113:2351,0.0,0.0,0.0,0.0,0.23,2.76,0.0
20180114:0051,0.0,0.0,0.0,0.0,0.08,2.69,0.0
20180114:0151,0.0,0.0,0.0,0.0,0.02,2.69,0.0
20180114:0251,0.0,0.0,0.0,0.0,0.01,2.62,0.0
20180114:0351,0.0,4.0,0.0,0.4,0.11,2.62,0.0
20180114:0451,27.0,110.0,0.0,10.78,1.59,2.07,0.0
20180114:0551,273.01,104.0,0.0,19.86,7.85,0.83,0.0
20180114:0651,423.01,92.0,0.0,27.06,10.86,1.31,0.0
20180114:0751,471.01,107.0,0.0,31.65,11.98,2.0,0.0
20180114:0851,456.01,119.0,0.0,32.97,12.82,2.34,0.0
20180114:0951,394.01,118.0,0.0,30.81,13.4,2.41,0.0
20180114:1051,280.01,110.0,0.0,25.52,13.7,2.41,0.0
20180114:1151,116.0,97.0,0.0,17.8,13.56,2.41,0.0
20180114:1251,14.0,32.0,0.0,8.35,12.67,1.86,0.0
20180114:1351,0.0,0.0,0.0,0.0,9.99,1.31,0.0
20180114:1451,0.0,0.0,0.0,0.0,10.57,0.83,0.0
20180114:1551,0.0,0.0,0.0,0.0,8.5,1.38,0.0
20180114:1651,0.0,0.0,0.0,0.0,7.99,1.45,0.0
20180114:1751,0.0,0.0,0.0,0.0,5.61,1.86,0.0
20180114:1851,0.0,0.0,0.0,0.0,5.59,1.79,0.0
20180114:1951,0.0,0.0,0.0,0.0,4.9,1.86,0.0
20180114:2051,0.0,0.0,0.0,0.0,3.9,2.07,0.0
20180114:2151,0.0,0.0,0.0,0.0,3.04,2.21,0.0
20180114:2251,0.0,0.0,0.0,0.0,2.41,2.28,0.0
20180114:2351,0.0,0.0,0.0,0.0,1.8,2.34,0.0
20180115:0051,0.0,0.0,0.0,0.0,1.35,2.34,0.0
20180115:0151,0.0,0.0,0.0,0.0,1.38,2.28,0.0
20180115:0251,0.0,0.0,0.0,0.0,1.11,2.34,0.0
20180115:0351,0.0,19.0,0.0,0.45,0.64,2.28,0.0
20180115:0451,127.01,81.0,0.0,10.85,1.93,1.79,0.0
20180115:0551,293.01,91.0,0.0,19.96,7.38,1.03,0.0
20180115:0651,398.01,108.0,0.0,27.19,10.63,1.45,0.0
20180115:0751,460.01,113.0,0.0,31.81,11.8,2.62,0.0
20180115:0851,455.01,119.0,0.0,33.15,12.52,3.31,0.0
20180115:0951,385.01,124.0,0.0,31.01,12.75,3.93,0.0
20180115:1051,254.01,125.0,0.0,25.72,12.61,4.34,0.0
20180115:1151,112.0,100.0,0.0,17.99,12.06,4.28,0.0
20180115:1251,13.0,34.0,0.0,8.53,11.18,3.66,0.0
20180115:1351,0.0,0.0,0.0,0.0,9.72,3.03,0.0
20180115:1451,0.0,0.0,0.0,0.0,8.3,2.83,0.0
20180115:1551,0.0,0.0,0.0,0.0,6.95,2.76,0.0
20180115:1651,0.0,0.0,0.0,0.0,5.65,2.83,0.0
20180115:1751,0.0,0.0,0.0,0.0,4.42,2.83,0.0
20180115:1851,0.0,0.0,0.0,0.0,3.52,2.62,0.0
20180115:1951,0.0,0.0,0.0,0.0,2.46,2.62,0.0
20180115:2051,0.0,0.0,0.0,0.0,1.41,2.55,0.0
20180115:2151,0.0,0.0,0.0,0.0,0.64,2.48,0.0
20180115:2251,0.0,0.0,0.0,0.0,0.29,2.41,0.0
20180115:2351,0.0,0.0,0.0,0.0,0.26,2.34,0.0
20180116:0051,0.0,0.0,0.0,0.0,-0.17,2.21,0.0
20180116:0151,0.0,0.0,0.0,0.0,-0.15,2.21,0.0
20180116:0251,0.0,0.0,0.0,0.0,-0.27,2.07,0.0
20180116:0351,0.0,22.0,0.0,0.51,-0.3,1.86,0.0
20180116:0451,53.0,110.0,0.0,10.92,0.79,1.52,0.0
20180116:0551,94.0,186.0,0.0,20.06,4.37,1.38,0.0
20180116:0651,163.0,230.0,0.0,27.32,5.91,0.28,0.0
20180116:0751,450.01,119.0,0.0,31.97,6.98,1.17,0.0
20180116:0851,470.01,110.0,0.0,33.34,7.58,1.31,0.0
20180116:0951,415.01,104.0,0.0,31.21,8.18,1.38,0.0
20180116:1051,325.01,83.0,0.0,25.92,8.57,1.59,0.0
20180116:1151,171.01,70.0,0.0,18.19,8.51,1.66,0.0
20180116:1251,38.0,26.0,0.0,8.72,8.06,1.59,0.0
20180116:1351,0.0,0.0,0.0,0.0,7.16,1.24,0.0
20180116:1451,0.0,0.0,0.0,0.0,5.92,0.9,0.0
20180116:1551,0.0,0.0,0.0,0.0,6.15,0.28,0.0
20180116:1651,0.0,0.0,0.0,0.0,5.42,0.21,0.0
20180116:1751,0.0,0.0,0.0,0.0,4.79,0.21,0.0
20180116:1851,0.0,0.0,0.0,0.0,2.63,1.1,0.0
20180116:1951,0.0,0.0,0.0,0.0,0.23,1.93,0.0
20180116:2051,0.0,0.0,0.0,0.0,-0.67,2.21,0.0
20180116:2151,0.0,0.0,0.0,0.0,-0.72,2.0,0.0
20180116:2251,0.0,0.0,0.0,0.0,-1.18,2.14,0.0
20180116:2351,0.0,0.0,0.0,0.0,-1.31,2.0,0.0
20180117:0051,0.0,0.0,0.0,0.0,-1.52,2.07,0.0
20180117:0151,0.0,0.0,0.0,0.0,-1.47,2.0,0.0
20180117:0251,0.0,0.0,0.0,0.0,-1.1,1.79,0.0
20180117:0351,0.0,4.0,0.0,0.57,-1.15,1.72,0.0
20180117:0451,1.0,78.0,0.0,11.01,0.43,1.1,0.0
