Latitude (decimal degrees):	51.496
Longitude (decimal degrees):	-0.118
Elevation (m):	15
Radiation database:	PVGIS-SARAH2


Slope: 0 deg.
Azimuth: 0 deg.
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180104:0010,0.0,0.0,0.0,0.0,6.66,5.31,0.0
20180104:0110,0.0,0.0,0.0,0.0,6.39,4.76,0.0
20180104:0210,0.0,0.0,0.0,0.0,6.09,3.86,0.0
20180104:0310,0.0,0.0,0.0,0.0,5.6,3.24,0.0
20180104:0410,0.0,0.0,0.0,0.0,5.64,2.62,0.0
20180104:0510,0.0,0.0,0.0,0.0,5.75,2.14,0.0
20180104:0610,0.0,0.0,0.0,0.0,5.76,2.14,0.0
20180104:0710,0.0,0.0,0.0,0.0,6.44,2.28,0.0
20180104:0810,0.0,0.0,0.0,0.0,7.1,2.62,0.0
20180104:0910,2.0,38.0,0.0,6.53,9.0,4.0,0.0
20180104:1010,17.0,89.0,0.0,11.65,11.24,6.76,0.0
20180104:1110,52.0,118.0,0.0,14.83,11.73,7.59,0.0
20180104:1210,12.0,118.0,0.0,15.76,11.68,7.38,0.0
20180104:1310,37.0,114.0,0.0,14.38,11.26,8.07,0.0
20180104:1410,0.0,29.0,0.0,10.81,10.57,8.97,0.0
20180104:1510,3.0,30.29,0.0,5.35,9.45,9.31,0.0
20180104:1610,0.0,0.0,0.0,0.0,8.47,8.41,0.0
20180104:1710,0.0,0.0,0.0,0.0,7.76,7.52,0.0
20180104:1810,0.0,0.0,0.0,0.0,7.07,6.9,0.0
20180104:1910,0.0,0.0,0.0,0.0,6.28,5.72,0.0
20180104:2010,0.0,0.0,0.0,0.0,5.74,5.52,0.0
20180104:2110,0.0,0.0,0.0,0.0,5.73,4.69,0.0
20180104:2210,0.0,0.0,0.0,0.0,5.81,3.86,0.0
20180104:2310,0.0,0.0,0.0,0.0,5.38,2.41,0.0
20180105:0010,0.0,0.0,0.0,0.0,4.82,2.0,0.0
20180105:0110,0.0,0.0,0.0,0.0,5.19,2.34,0.0
20180105:0210,0.0,0.0,0.0,0.0,5.57,3.03,0.0
20180105:0310,0.0,0.0,0.0,0.0,6.11,3.59,0.0
20180105:0410,0.0,0.0,0.0,0.0,6.52,4.48,0.0
20180105:0510,0.0,0.0,0.0,0.0,6.6,5.24,0.0
20180105:0610,0.0,0.0,0.0,0.0,6.48,5.38,0.0
20180105:0710,0.0,0.0,0.0,0.0,6.01,3.93,0.0
20180105:0810,0.0,0.0,0.0,0.0,6.05,4.0,0.0
20180105:0910,10.0,46.0,0.0,6.59,6.12,3.93,0.0
20180105:1010,7.0,83.0,0.0,11.73,6.81,4.28,0.0
20180105:1110,195.01,53.0,0.0,14.92,7.62,4.48,0.0
20180105:1210,119.01,107.0,0.0,15.87,8.03,6.0,0.0
20180105:1310,0.0,69.0,0.0,14.51,7.88,6.0,0.0
20180105:1410,96.01,61.0,0.0,10.94,7.63,6.14,0.0
20180105:1510,22.0,29.31,0.0,5.5,6.98,6.0,0.0
20180105:1610,0.0,0.0,0.0,0.0,6.12,5.31,0.0
20180105:1710,0.0,0.0,0.0,0.0,5.48,4.62,0.0
20180105:1810,0.0,0.0,0.0,0.0,4.91,3.93,0.0
20180105:1910,0.0,0.0,0.0,0.0,4.11,2.41,0.0
20180105:2010,0.0,0.0,0.0,0.0,3.49,1.93,0.0
20180105:2110,0.0,0.0,0.0,0.0,2.68,1.52,0.0
20180105:2210,0.0,0.0,0.0,0.0,2.48,0.83,0.0
20180105:2310,0.0,0.0,0.0,0.0,2.73,0.34,0.0
20180106:0010,0.0,0.0,0.0,0.0,0.82,1.17,0.0
20180106:0110,0.0,0.0,0.0,0.0,0.08,1.72,0.0
20180106:0210,0.0,0.0,0.0,0.0,0.58,1.93,0.0
20180106:0310,0.0,0.0,0.0,0.0,0.81,1.93,0.0
20180106:0410,0.0,0.0,0.0,0.0,1.02,1.93,0.0
20180106:0510,0.0,0.0,0.0,0.0,1.01,1.86,0.0
20180106:0610,0.0,0.0,0.0,0.0,0.94,1.93,0.0
20180106:0710,0.0,0.0,0.0,0.0,1.66,2.55,0.0
20180106:0810,0.0,0.0,0.0,0.0,1.77,2.69,0.0
20180106:0910,0.0,32.0,0.0,6.65,1.96,2.83,0.0
20180106:1010,57.0,87.0,0.0,11.81,2.69,2.76,0.0
20180106:1110,99.01,105.0,0.0,15.02,3.43,2.9,0.0
20180106:1210,96.01,117.0,0.0,15.99,4.53,4.28,0.0
20180106:1310,91.01,104.0,0.0,14.64,4.96,4.83,0.0
20180106:1410,58.0,79.0,0.0,11.09,5.4,4.48,0.0
20180106:1510,2.0,29.57,0.0,5.64,5.35,4.41,0.0
20180106:1610,0.0,0.0,0.0,0.0,4.89,4.69,0.0
20180106:1710,0.0,0.0,0.0,0.0,4.73,5.1,0.0
20180106:1810,0.0,0.0,0.0,0.0,4.41,5.17,0.0
20180106:1910,0.0,0.0,0.0,0.0,3.97,5.31,0.0
20180106:2010,0.0,0.0,0.0,0.0,3.73,5.24,0.0
20180106:2110,0.0,0.0,0.0,0.0,3.44,5.17,0.0
20180106:2210,0.0,0.0,0.0,0.0,3.25,5.31,0.0
20180106:2310,0.0,0.0,0.0,0.0,3.09,5.52,0.0
20180107:0010,0.0,0.0,0.0,0.0,2.85,5.52,0.0
20180107:0110,0.0,0.0,0.0,0.0,2.59,5.52,0.0
20180107:0210,0.0,0.0,0.0,0.0,2.44,5.59,0.0
20180107:0310,0.0,0.0,0.0,0.0,2.39,5.52,0.0
20180107:0410,0.0,0.0,0.0,0.0,2.44,5.38,0.0
20180107:0510,0.0,0.0,0.0,0.0,2.5,5.52,0.0
20180107:0610,0.0,0.0,0.0,0.0,2.73,5.86,0.0
20180107:0710,0.0,0.0,0.0,0.0,2.86,5.86,0.0
20180107:0810,0.0,0.0,0.0,0.0,2.9,5.93,0.0
20180107:0910,6.0,45.0,0.0,6.72,3.15,6.28,0.0
20180107:1010,58.0,89.0,0.0,11.9,3.71,6.55,0.0
20180107:1110,18.0,119.0,0.0,15.12,4.37,8.0,0.0
20180107:1210,141.01,100.0,0.0,16.12,4.65,7.66,0.0
20180107:1310,163.01,72.0,0.0,14.78,4.59,7.59,0.0
20180107:1410,126.01,49.0,0.0,11.23,4.51,7.24,0.0
20180107:1510,26.0,37.0,0.0,5.8,4.11,6.55,0.0
20180107:1610,0.0,0.0,0.0,0.0,3.41,6.14,0.0
20180107:1710,0.0,0.0,0.0,0.0,2.92,6.0,0.0
20180107:1810,0.0,0.0,0.0,0.0,2.65,5.86,0.0
20180107:1910,0.0,0.0,0.0,0.0,2.51,5.79,0.0
20180107:2010,0.0,0.0,0.0,0.0,2.56,5.52,0.0
20180107:2110,0.0,0.0,0.0,0.0,2.59,5.31,0.0
20180107:2210,0.0,0.0,0.0,0.0,2.67,5.31,0.0
20180107:2310,0.0,0.0,0.0,0.0,2.71,5.45,0.0
20180108:0010,0.0,0.0,0.0,0.0,2.9,5.52,0.0
20180108:0110,0.0,0.0,0.0,0.0,2.95,5.59,0.0
20180108:0210,0.0,0.0,0.0,0.0,2.97,5.45,0.0
20180108:0310,0.0,0.0,0.0,0.0,2.98,5.31,0.0
20180108:0410,0.0,0.0,0.0,0.0,3.02,5.1,0.0
20180108:0510,0.0,0.0,0.0,0.0,3.06,4.83,0.0
20180108:0610,0.0,0.0,0.0,0.0,3.04,4.62,0.0
20180108:0710,0.0,0.0,0.0,0.0,2.75,4.14,0.0
20180108:0810,0.0,0.0,0.0,0.0,2.93,4.14,0.0
20180108:0910,0.0,17.0,0.0,6.8,3.24,4.0,0.0
20180108:1010,0.0,35.0,0.0,11.99,3.76,3.59,0.0
20180108:1110,0.0,41.0,0.0,15.24,4.31,4.55,0.0
20180108:1210,0.0,43.0,0.0,16.25,4.64,4.69,0.0
20180108:1310,0.0,42.0,0.0,14.92,4.73,4.48,0.0
20180108:1410,0.0,38.0,0.0,11.39,4.79,4.21,0.0
20180108:1510,0.0,17.0,0.0,5.96,4.71,3.52,0.0
20180108:1610,0.0,0.0,0.0,0.0,4.45,3.17,0.0
20180108:1710,0.0,0.0,0.0,0.0,4.19,3.24,0.0
20180108:1810,0.0,0.0,0.0,0.0,3.99,3.24,0.0
20180108:1910,0.0,0.0,0.0,0.0,3.44,3.17,0.0
20180108:2010,0.0,0.0,0.0,0.0,3.5,3.1,0.0
20180108:2110,0.0,0.0,0.0,0.0,3.56,2.97,0.0
20180108:2210,0.0,0.0,0.0,0.0,3.68,2.69,0.0
20180108:2310,0.0,0.0,0.0,0.0,3.78,2.41,0.0
20180109:0010,0.0,0.0,0.0,0.0,3.8,2.21,0.0
20180109:0110,0.0,0.0,0.0,0.0,3.74,2.07,0.0
20180109:0210,0.0,0.0,0.0,0.0,3.47,2.0,0.0
20180109:0310,0.0,0.0,0.0,0.0,2.89,2.07,0.0
20180109:0410,0.0,0.0,0.0,0.0,2.72,2.0,0.0
20180109:0510,0.0,0.0,0.0,0.0,2.68,2.14,0.0
20180109:0610,0.0,0.0,0.0,0.0,3.03,2.28,0.0
20180109:0710,0.0,0.0,0.0,0.0,2.97,1.86,0.0
20180109:0810,0.0,0.0,0.0,0.0,2.87,1.45,0.0
20180109:0910,13.0,47.0,0.0,6.88,3.18,1.17,0.0
20180109:1010,69.0,84.0,0.0,12.09,3.82,2.0,0.0
20180109:1110,0.0,41.0,0.0,15.36,4.46,2.14,0.0
20180109:1210,0.0,57.0,0.0,16.39,4.87,2.41,0.0
20180109:1310,0.0,46.0,0.0,15.08,5.28,2.69,0.0
20180109:1410,0.0,19.0,0.0,11.55,5.66,2.62,0.0
20180109:1510,0.0,7.0,0.0,6.12,6.02,2.34,0.0
20180109:1610,0.0,0.0,0.0,0.0,5.96,2.14,0.0
20180109:1710,0.0,0.0,0.0,0.0,5.73,2.41,0.0
20180109:1810,0.0,0.0,0.0,0.0,6.0,2.62,0.0
20180109:1910,0.0,0.0,0.0,0.0,6.23,2.62,0.0
20180109:2010,0.0,0.0,0.0,0.0,6.55,2.76,0.0
20180109:2110,0.0,0.0,0.0,0.0,6.88,3.03,0.0
20180109:2210,0.0,0.0,0.0,0.0,6.99,3.1,0.0
20180109:2310,0.0,0.0,0.0,0.0,7.15,3.24,0.0
20180110:0010,0.0,0.0,0.0,0.0,7.27,3.45,0.0
20180110:0110,0.0,0.0,0.0,0.0,7.59,3.52,0.0
20180110:0210,0.0,0.0,0.0,0.0,7.83,3.38,0.0
20180110:0310,0.0,0.0,0.0,0.0,8.06,3.38,0.0
20180110:0410,0.0,0.0,0.0,0.0,8.11,3.31,0.0
20180110:0510,0.0,0.0,0.0,0.0,8.05,2.9,0.0
20180110:0610,0.0,0.0,0.0,0.0,7.79,2.34,0.0
20180110:0710,0.0,0.0,0.0,0.0,7.33,3.66,0.0
20180110:0810,0.0,0.0,0.0,0.0,6.88,3.79,0.0
20180110:0910,1.0,37.0,0.0,6.97,6.37,3.45,0.0
20180110:1010,12.0,90.0,0.0,12.2,6.48,2.76,0.0
20180110:1110,49.0,124.0,0.0,15.49,7.19,3.52,0.0
20180110:1210,40.0,134.0,0.0,16.53,7.72,3.17,0.0
20180110:1310,113.01,100.0,0.0,15.23,8.18,2.97,0.0
20180110:1410,22.0,90.0,0.0,11.72,8.42,2.97,0.0
20180110:1510,0.0,22.0,0.0,6.29,8.31,2.48,0.0
20180110:1610,0.0,0.0,0.0,0.0,7.55,1.93,0.0
20180110:1710,0.0,0.0,0.0,0.0,6.9,1.45,0.0
20180110:1810,0.0,0.0,0.0,0.0,6.22,1.03,0.0
20180110:1910,0.0,0.0,0.0,0.0,4.81,0.76,0.0
20180110:2010,0.0,0.0,0.0,0.0,4.29,0.76,0.0
20180110:2110,0.0,0.0,0.0,0.0,4.3,0.41,0.0
20180110:2210,0.0,0.0,0.0,0.0,3.93,0.21,0.0
20180110:2310,0.0,0.0,0.0,0.0,3.41,0.9,0.0
20180111:0010,0.0,0.0,0.0,0.0,3.1,1.31,0.0
20180111:0110,0.0,0.0,0.0,0.0,3.21,1.45,0.0
20180111:0210,0.0,0.0,0.0,0.0,3.49,1.38,0.0
20180111:0310,0.0,0.0,0.0,0.0,3.82,1.52,0.0
20180111:0410,0.0,0.0,0.0,0.0,4.16,1.86,0.0
20180111:0510,0.0,0.0,0.0,0.0,4.61,1.93,0.0
20180111:0610,0.0,0.0,0.0,0.0,4.97,1.86,0.0
20180111:0710,0.0,0.0,0.0,0.0,5.07,1.79,0.0
20180111:0810,0.0,0.0,0.0,0.0,5.33,1.93,0.0
20180111:0910,0.0,10.0,0.0,7.07,5.57,2.14,0.0
20180111:1010,5.0,82.0,0.0,12.32,6.14,3.03,0.0
20180111:1110,0.0,61.0,0.0,15.63,6.39,3.52,0.0
20180111:1210,0.0,42.0,0.0,16.69,6.62,4.21,0.0
20180111:1310,0.0,55.0,0.0,15.4,6.7,3.59,0.0
20180111:1410,0.0,34.0,0.0,11.89,7.02,3.1,0.0
20180111:1510,0.0,17.0,0.0,6.47,7.26,2.62,0.0
20180111:1610,0.0,0.0,0.0,0.0,6.92,2.48,0.0
20180111:1710,0.0,0.0,0.0,0.0,6.69,2.55,0.0
20180111:1810,0.0,0.0,0.0,0.0,6.64,2.69,0.0
20180111:1910,0.0,0.0,0.0,0.0,6.45,2.48,0.0
20180111:2010,0.0,0.0,0.0,0.0,6.44,2.21,0.0
20180111:2110,0.0,0.0,0.0,0.0,6.45,2.07,0.0
20180111:2210,0.0,0.0,0.0,0.0,6.4,2.21,0.0
20180111:2310,0.0,0.0,0.0,0.0,6.42,2.21,0.0
20180112:0010,0.0,0.0,0.0,0.0,6.32,2.0,0.0
20180112:0110,0.0,0.0,0.0,0.0,6.23,1.66,0.0
20180112:0210,0.0,0.0,0.0,0.0,6.18,1.38,0.0
20180112:0310,0.0,0.0,0.0,0.0,6.15,1.1,0.0
20180112:0410,0.0,0.0,0.0,0.0,6.1,0.97,0.0
20180112:0510,0.0,0.0,0.0,0.0,6.0,0.9,0.0
20180112:0610,0.0,0.0,0.0,0.0,5.82,1.03,0.0
20180112:0710,0.0,0.0,0.0,0.0,5.42,1.1,0.0
20180112:0810,0.0,0.0,0.0,0.0,5.31,1.17,0.0
20180112:0910,0.0,30.0,0.0,7.17,5.49,1.59,0.0
20180112:1010,0.0,56.0,0.0,12.44,5.87,2.41,0.0
20180112:1110,0.0,49.0,0.0,15.77,6.14,2.41,0.0
20180112:1210,0.0,50.0,0.0,16.85,6.39,2.62,0.0
20180112:1310,0.0,49.0,0.0,15.57,6.45,2.83,0.0
20180112:1410,0.0,54.0,0.0,12.07,6.43,2.48,0.0
20180112:1510,0.0,26.0,0.0,6.65,6.37,2.34,0.0
20180112:1610,0.0,0.0,0.0,0.0,6.05,2.21,0.0
20180112:1710,0.0,0.0,0.0,0.0,5.76,2.14,0.0
20180112:1810,0.0,0.0,0.0,0.0,5.6,2.34,0.0
20180112:1910,0.0,0.0,0.0,0.0,5.71,2.55,0.0
20180112:2010,0.0,0.0,0.0,0.0,5.62,2.62,0.0
20180112:2110,0.0,0.0,0.0,0.0,5.53,2.69,0.0
20180112:2210,0.0,0.0,0.0,0.0,5.46,2.76,0.0
20180112:2310,0.0,0.0,0.0,0.0,5.4,2.83,0.0
20180113:0010,0.0,0.0,0.0,0.0,5.42,3.03,0.0
20180113:0110,0.0,0.0,0.0,0.0,5.26,3.17,0.0
20180113:0210,0.0,0.0,0.0,0.0,5.14,3.31,0.0
20180113:0310,0.0,0.0,0.0,0.0,5.06,3.31,0.0
20180113:0410,0.0,0.0,0.0,0.0,5.0,3.31,0.0
20180113:0510,0.0,0.0,0.0,0.0,4.9,3.31,0.0
20180113:0610,0.0,0.0,0.0,0.0,4.95,3.45,0.0
20180113:0710,0.0,0.0,0.0,0.0,5.33,3.66,0.0
20180113:0810,0.0,0.0,0.0,0.0,5.43,3.72,0.0
20180113:0910,0.0,20.0,0.0,7.28,5.62,3.86,0.0
20180113:1010,0.0,56.0,0.0,12.57,5.98,4.14,0.0
20180113:1110,0.0,74.0,0.0,15.92,6.44,4.41,0.0
20180113:1210,6.0,116.0,0.0,17.01,6.85,5.17,0.0
20180113:1310,44.0,127.0,0.0,15.75,7.22,4.62,0.0
20180113:1410,4.0,79.0,0.0,12.26,7.32,3.86,0.0
20180113:1510,13.0,47.0,0.0,6.84,7.13,3.38,0.0
20180113:1610,0.0,0.0,0.0,0.0,6.25,3.1,0.0
20180113:1710,0.0,0.0,0.0,0.0,5.58,3.24,0.0
20180113:1810,0.0,0.0,0.0,0.0,5.11,3.31,0.0
20180113:1910,0.0,0.0,0.0,0.0,4.26,3.31,0.0
20180113:2010,0.0,0.0,0.0,0.0,4.19,3.31,0.0
20180113:2110,0.0,0.0,0.0,0.0,4.2,3.03,0.0
20180113:2210,0.0,0.0,0.0,0.0,4.01,2.69,0.0
20180113:2310,0.0,0.0,0.0,0.0,3.85,2.41,0.0
20180114:0010,0.0,0.0,0.0,0.0,3.66,2.21,0.0
20180114:0110,0.0,0.0,0.0,0.0,3.34,1.93,0.0
20180114:0210,0.0,0.0,0.0,0.0,2.79,1.93,0.0
20180114:0310,0.0,0.0,0.0,0.0,2.61,1.93,0.0
20180114:0410,0.0,0.0,0.0,0.0,2.28,1.93,0.0
20180114:0510,0.0,0.0,0.0,0.0,2.06,1.93,0.0
20180114:0610,0.0,0.0,0.0,0.0,1.96,1.93,0.0
20180114:0710,0.0,0.0,0.0,0.0,1.96,2.14,0.0
20180114:0810,0.0,0.0,0.0,0.0,2.05,2.0,0.0
20180114:0910,1.0,36.0,0.0,7.4,2.04,1.72,0.0
20180114:1010,0.0,63.0,0.0,12.71,3.59,1.38,0.0
20180114:1110,0.0,56.0,0.0,16.08,5.04,1.79,0.0
20180114:1210,0.0,86.0,0.0,17.19,5.53,1.45,0.0
20180114:1310,5.0,107.0,0.0,15.94,5.84,0.97,0.0
20180114:1410,7.0,87.0,0.0,12.45,5.94,0.55,0.0
20180114:1510,3.0,43.0,0.0,7.03,5.8,0.48,0.0
20180114:1610,0.0,0.0,0.0,0.0,5.44,0.83,0.0
20180114:1710,0.0,0.0,0.0,0.0,4.92,1.31,0.0
20180114:1810,0.0,0.0,0.0,0.0,4.38,1.72,0.0
20180114:1910,0.0,0.0,0.0,0.0,3.59,1.93,0.0
20180114:2010,0.0,0.0,0.0,0.0,3.42,2.21,0.0
20180114:2110,0.0,0.0,0.0,0.0,3.52,2.62,0.0
20180114:2210,0.0,0.0,0.0,0.0,3.75,3.17,0.0
20180114:2310,0.0,0.0,0.0,0.0,4.32,3.79,0.0
20180115:0010,0.0,0.0,0.0,0.0,4.84,4.34,0.0
20180115:0110,0.0,0.0,0.0,0.0,5.5,4.9,0.0
20180115:0210,0.0,0.0,0.0,0.0,6.06,5.24,0.0
20180115:0310,0.0,0.0,0.0,0.0,6.44,5.45,0.0
20180115:0410,0.0,0.0,0.0,0.0,6.68,6.41,0.0
20180115:0510,0.0,0.0,0.0,0.0,6.93,7.1,0.0
20180115:0610,0.0,0.0,0.0,0.0,7.27,7.66,0.0
20180115:0710,0.0,0.0,0.0,0.0,7.54,8.41,0.0
20180115:0810,0.0,0.0,0.0,0.0,7.79,8.28,0.0
20180115:0910,0.0,15.0,0.0,7.53,8.14,7.66,0.0
20180115:1010,0.0,25.0,0.0,12.86,8.64,6.55,0.0
20180115:1110,104.01,112.0,0.0,16.24,8.99,5.66,0.0
20180115:1210,0.0,85.0,0.0,17.37,9.23,5.52,0.0
20180115:1310,0.0,22.0,0.0,16.13,9.7,6.55,0.0
20180115:1410,0.0,63.0,0.0,12.65,9.6,7.86,0.0
20180115:1510,48.0,40.0,0.0,7.23,8.95,7.31,0.0
20180115:1610,0.0,0.0,0.0,0.0,8.07,6.76,0.0
20180115:1710,0.0,0.0,0.0,0.0,7.26,6.0,0.0
20180115:1810,0.0,0.0,0.0,0.0,6.61,5.66,0.0
20180115:1910,0.0,0.0,0.0,0.0,6.37,5.52,0.0
20180115:2010,0.0,0.0,0.0,0.0,5.8,5.52,0.0
20180115:2110,0.0,0.0,0.0,0.0,5.6,5.52,0.0
20180115:2210,0.0,0.0,0.0,0.0,5.52,5.59,0.0
20180115:2310,0.0,0.0,0.0,0.0,5.56,5.66,0.0
20180116:0010,0.0,0.0,0.0,0.0,5.7,5.72,0.0
20180116:0110,0.0,0.0,0.0,0.0,5.8,6.07,0.0
20180116:0210,0.0,0.0,0.0,0.0,5.57,6.14,0.0
20180116:0310,0.0,0.0,0.0,0.0,5.43,6.69,0.0
20180116:0410,0.0,0.0,0.0,0.0,5.42,6.83,0.0
20180116:0510,0.0,0.0,0.0,0.0,4.78,6.62,0.0
20180116:0610,0.0,0.0,0.0,0.0,4.03,6.48,0.0
20180116:0710,0.0,0.0,0.0,0.0,4.35,6.0,0.0
20180116:0810,0.0,0.0,0.0,0.0,4.03,5.93,0.0
20180116:0910,70.01,37.0,0.0,7.66,4.01,5.86,0.0
20180116:1010,144.01,60.0,0.0,13.01,4.67,5.79,0.0
20180116:1110,91.01,124.0,0.0,16.41,5.32,6.76,0.0
20180116:1210,79.0,140.0,0.0,17.56,5.82,7.31,0.0
20180116:1310,106.01,117.0,0.0,16.33,5.91,7.03,0.0
20180116:1410,100.01,81.0,0.0,12.85,5.7,7.66,0.0
20180116:1510,55.01,41.0,0.0,7.44,5.04,6.48,0.0
20180116:1610,0.0,0.0,0.0,0.0,4.34,6.21,0.0
20180116:1710,0.0,0.0,0.0,0.0,3.79,6.07,0.0
20180116:1810,0.0,0.0,0.0,0.0,3.49,6.41,0.0
20180116:1910,0.0,0.0,0.0,0.0,3.77,5.86,0.0
20180116:2010,0.0,0.0,0.0,0.0,3.39,6.28,0.0
20180116:2110,0.0,0.0,0.0,0.0,2.93,6.14,0.0
20180116:2210,0.0,0.0,0.0,0.0,2.59,6.07,0.0
20180116:2310,0.0,0.0,0.0,0.0,2.36,6.55,0.0
20180117:0010,0.0,0.0,0.0,0.0,2.08,6.76,0.0
20180117:0110,0.0,0.0,0.0,0.0,2.06,6.9,0.0
20180117:0210,0.0,0.0,0.0,0.0,2.28,6.76,0.0
20180117:0310,0.0,0.0,0.0,0.0,2.15,6.76,0.0
20180117:0410,0.0,0.0,0.0,0.0,2.15,6.76,0.0
20180117:0510,0.0,0.0,0.0,0.0,2.11,6.62,0.0
20180117:0610,0.0,0.0,0.0,0.0,2.21,6.83,0.0
20180117:0710,0.0,0.0,0.0,0.0,2.62,7.31,0.0
