Latitude (decimal degrees):	41.894
Longitude (decimal degrees):	12.484
Elevation (m):	36
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180102:1310,233.01,89.0,0.0,19.81,11.79,6.48,0.0
20180102:1410,148.01,60.0,0.0,13.43,12.02,6.34,0.0
20180102:1510,0.0,24.0,0.0,5.28,11.82,6.0,0.0
20180102:1610,0.0,0.0,0.0,0.0,11.17,5.45,0.0
20180102:1710,0.0,0.0,0.0,0.0,10.63,4.97,0.0
20180102:1810,0.0,0.0,0.0,0.0,10.15,4.55,0.0
20180102:1910,0.0,0.0,0.0,0.0,9.76,3.72,0.0
20180102:2010,0.0,0.0,0.0,0.0,9.22,3.93,0.0
20180102:2110,0.0,0.0,0.0,0.0,8.83,3.38,0.0
20180102:2210,0.0,0.0,0.0,0.0,8.18,3.03,0.0
20180102:2310,0.0,0.0,0.0,0.0,7.52,2.62,0.0
20180103:0010,0.0,0.0,0.0,0.0,6.75,2.14,0.0
20180103:0110,0.0,0.0,0.0,0.0,5.72,1.72,0.0
20180103:0210,0.0,0.0,0.0,0.0,4.81,1.45,0.0
20180103:0310,0.0,0.0,0.0,0.0,5.23,1.1,0.0
20180103:0410,0.0,0.0,0.0,0.0,5.74,0.97,0.0
20180103:0510,0.0,0.0,0.0,0.0,4.58,1.38,0.0
20180103:0610,0.0,0.0,0.0,0.0,3.77,1.79,0.0
20180103:0710,10.0,23.49,0.0,4.21,4.03,2.41,0.0
20180103:0810,137.01,54.0,0.0,12.56,6.29,2.76,0.0
20180103:0910,216.01,88.0,0.0,19.2,8.95,2.76,0.0
20180103:1010,93.0,191.0,0.0,23.6,11.24,2.83,0.0
20180103:1110,1.0,149.0,0.0,25.27,12.29,4.48,0.0
20180103:1210,10.0,172.0,0.0,23.99,12.39,5.17,0.0
20180103:1310,136.01,138.0,0.0,19.94,12.74,3.45,0.0
20180103:1410,17.0,103.0,0.0,13.56,12.79,2.97,0.0
20180103:1510,0.0,31.0,0.0,5.41,12.7,3.03,0.0
20180103:1610,0.0,0.0,0.0,0.0,12.73,2.69,0.0
20180103:1710,0.0,0.0,0.0,0.0,13.14,3.24,0.0
20180103:1810,0.0,0.0,0.0,0.0,13.3,4.28,0.0
20180103:1910,0.0,0.0,0.0,0.0,12.72,3.72,0.0
20180103:2010,0.0,0.0,0.0,0.0,13.36,6.83,0.0
20180103:2110,0.0,0.0,0.0,0.0,13.99,8.83,0.0
20180103:2210,0.0,0.0,0.0,0.0,13.71,7.79,0.0
20180103:2310,0.0,0.0,0.0,0.0,13.14,6.41,0.0
20180104:0010,0.0,0.0,0.0,0.0,12.38,5.38,0.0
20180104:0110,0.0,0.0,0.0,0.0,11.69,4.21,0.0
20180104:0210,0.0,0.0,0.0,0.0,11.08,3.93,0.0
20180104:0310,0.0,0.0,0.0,0.0,10.46,3.52,0.0
20180104:0410,0.0,0.0,0.0,0.0,9.6,3.38,0.0
20180104:0510,0.0,0.0,0.0,0.0,9.07,3.31,0.0
20180104:0610,0.0,0.0,0.0,0.0,8.57,2.9,0.0
20180104:0710,20.0,19.39,0.0,4.22,7.58,1.93,0.0
20180104:0810,133.01,56.0,0.0,12.59,7.86,1.31,0.0
20180104:0910,231.01,78.0,0.0,19.26,9.73,0.62,0.0
20180104:1010,297.01,92.0,0.0,23.68,11.55,0.97,0.0
20180104:1110,212.01,159.0,0.0,25.37,12.9,1.38,0.0
20180104:1210,250.01,124.0,0.0,24.11,13.63,1.72,0.0
20180104:1310,130.01,141.0,0.0,20.07,13.93,2.28,0.0
20180104:1410,69.0,99.0,0.0,13.7,13.83,2.62,0.0
20180104:1510,0.0,33.0,0.0,5.56,13.59,2.83,0.0
20180104:1610,0.0,0.0,0.0,0.0,13.06,2.97,0.0
20180104:1710,0.0,0.0,0.0,0.0,12.68,2.97,0.0
20180104:1810,0.0,0.0,0.0,0.0,12.44,3.03,0.0
20180104:1910,0.0,0.0,0.0,0.0,12.35,3.24,0.0
20180104:2010,0.0,0.0,0.0,0.0,12.25,3.59,0.0
20180104:2110,0.0,0.0,0.0,0.0,11.99,3.52,0.0
20180104:2210,0.0,0.0,0.0,0.0,11.83,3.38,0.0
20180104:2310,0.0,0.0,0.0,0.0,11.5,3.45,0.0
20180105:0010,0.0,0.0,0.0,0.0,11.19,3.45,0.0
20180105:0110,0.0,0.0,0.0,0.0,10.9,2.83,0.0
20180105:0210,0.0,0.0,0.0,0.0,10.51,2.97,0.0
20180105:0310,0.0,0.0,0.0,0.0,10.04,2.9,0.0
20180105:0410,0.0,0.0,0.0,0.0,9.68,2.83,0.0
20180105:0510,0.0,0.0,0.0,0.0,9.44,2.9,0.0
20180105:0610,0.0,0.0,0.0,0.0,9.27,2.83,0.0
20180105:0710,3.0,23.31,0.0,4.24,8.92,1.86,0.0
20180105:0810,60.0,91.0,0.0,12.62,9.64,1.45,0.0
20180105:0910,235.01,76.0,0.0,19.31,11.97,1.72,0.0
20180105:1010,285.01,99.0,0.0,23.76,13.54,2.34,0.0
20180105:1110,127.0,197.0,0.0,25.48,14.18,3.17,0.0
20180105:1210,328.01,78.0,0.0,24.24,14.54,3.45,0.0
20180105:1310,178.01,118.0,0.0,20.21,14.73,3.52,0.0
20180105:1410,141.01,65.0,0.0,13.85,14.72,3.45,0.0
20180105:1510,0.0,30.0,0.0,5.7,14.36,3.1,0.0
20180105:1610,0.0,0.0,0.0,0.0,13.69,3.24,0.0
20180105:1710,0.0,0.0,0.0,0.0,13.11,3.45,0.0
20180105:1810,0.0,0.0,0.0,0.0,12.9,3.79,0.0
20180105:1910,0.0,0.0,0.0,0.0,12.76,3.72,0.0
20180105:2010,0.0,0.0,0.0,0.0,12.63,3.79,0.0
20180105:2110,0.0,0.0,0.0,0.0,12.42,4.0,0.0
20180105:2210,0.0,0.0,0.0,0.0,12.16,4.07,0.0
20180105:2310,0.0,0.0,0.0,0.0,11.73,4.14,0.0
20180106:0010,0.0,0.0,0.0,0.0,11.33,4.14,0.0
20180106:0110,0.0,0.0,0.0,0.0,11.04,4.34,0.0
20180106:0210,0.0,0.0,0.0,0.0,10.79,4.62,0.0
20180106:0310,0.0,0.0,0.0,0.0,10.7,4.69,0.0
20180106:0410,0.0,0.0,0.0,0.0,10.44,4.76,0.0
20180106:0510,0.0,0.0,0.0,0.0,10.32,5.03,0.0
20180106:0610,0.0,0.0,0.0,0.0,10.46,5.1,0.0
20180106:0710,6.0,25.46,0.0,4.26,10.99,5.31,0.0
20180106:0810,136.01,55.0,0.0,12.67,11.71,5.1,0.0
20180106:0910,281.01,49.0,0.0,19.38,12.61,5.17,0.0
20180106:1010,297.01,95.0,0.0,23.85,13.58,6.0,0.0
20180106:1110,330.01,96.0,0.0,25.59,14.34,6.97,0.0
20180106:1210,322.01,85.0,0.0,24.37,14.66,6.69,0.0
20180106:1310,245.01,83.0,0.0,20.35,14.9,6.55,0.0
20180106:1410,155.01,59.0,0.0,14.0,14.98,6.21,0.0
20180106:1510,0.0,32.0,0.0,5.85,14.69,5.38,0.0
20180106:1610,0.0,0.0,0.0,0.0,13.85,4.62,0.0
20180106:1710,0.0,0.0,0.0,0.0,13.16,4.48,0.0
20180106:1810,0.0,0.0,0.0,0.0,12.59,4.48,0.0
20180106:1910,0.0,0.0,0.0,0.0,12.27,4.83,0.0
20180106:2010,0.0,0.0,0.0,0.0,11.86,4.69,0.0
20180106:2110,0.0,0.0,0.0,0.0,11.56,4.76,0.0
20180106:2210,0.0,0.0,0.0,0.0,11.5,4.97,0.0
20180106:2310,0.0,0.0,0.0,0.0,11.71,5.31,0.0
20180107:0010,0.0,0.0,0.0,0.0,12.01,5.79,0.0
20180107:0110,0.0,0.0,0.0,0.0,12.4,6.07,0.0
20180107:0210,0.0,0.0,0.0,0.0,12.7,6.28,0.0
20180107:0310,0.0,0.0,0.0,0.0,12.86,6.21,0.0
20180107:0410,0.0,0.0,0.0,0.0,12.91,6.34,0.0
20180107:0510,0.0,0.0,0.0,0.0,12.96,6.28,0.0
20180107:0610,0.0,0.0,0.0,0.0,13.03,6.14,0.0
20180107:0710,18.0,21.57,0.0,4.29,13.2,6.48,0.0
20180107:0810,82.0,87.0,0.0,12.72,13.85,6.48,0.0
20180107:0910,41.0,160.0,0.0,19.45,14.81,6.55,0.0
20180107:1010,179.01,166.0,0.0,23.95,15.94,6.34,0.0
20180107:1110,14.0,193.0,0.0,25.71,16.67,6.48,0.0
20180107:1210,235.01,143.0,0.0,24.51,16.94,6.55,0.0
20180107:1310,5.0,139.0,0.0,20.5,16.93,7.17,0.0
20180107:1410,26.0,111.0,0.0,14.15,16.53,7.17,0.0
20180107:1510,0.0,40.0,0.0,6.01,16.02,7.1,0.0
20180107:1610,0.0,0.0,0.0,0.0,15.5,7.03,0.0
20180107:1710,0.0,0.0,0.0,0.0,15.24,7.1,0.0
20180107:1810,0.0,0.0,0.0,0.0,15.1,7.1,0.0
20180107:1910,0.0,0.0,0.0,0.0,14.88,6.69,0.0
20180107:2010,0.0,0.0,0.0,0.0,14.82,6.83,0.0
20180107:2110,0.0,0.0,0.0,0.0,14.8,6.97,0.0
20180107:2210,0.0,0.0,0.0,0.0,14.8,6.97,0.0
20180107:2310,0.0,0.0,0.0,0.0,14.77,6.9,0.0
20180108:0010,0.0,0.0,0.0,0.0,14.6,6.97,0.0
20180108:0110,0.0,0.0,0.0,0.0,14.36,7.1,0.0
20180108:0210,0.0,0.0,0.0,0.0,14.25,7.17,0.0
20180108:0310,0.0,0.0,0.0,0.0,14.16,7.24,0.0
20180108:0410,0.0,0.0,0.0,0.0,14.08,7.31,0.0
20180108:0510,0.0,0.0,0.0,0.0,14.1,7.24,0.0
20180108:0610,0.0,0.0,0.0,0.0,14.12,7.17,0.0
20180108:0710,6.0,25.48,0.0,4.33,14.55,6.9,0.0
20180108:0810,43.0,98.0,0.0,12.77,14.96,7.17,0.0
20180108:0910,5.0,130.0,0.0,19.53,15.94,7.59,0.0
20180108:1010,90.0,196.0,0.0,24.05,16.75,7.59,0.0
20180108:1110,317.01,108.0,0.0,25.84,17.33,8.0,0.0
20180108:1210,299.01,104.0,0.0,24.66,17.58,8.0,0.0
20180108:1310,252.01,83.0,0.0,20.66,17.6,8.0,0.0
20180108:1410,185.01,45.0,0.0,14.31,17.39,8.28,0.0
20180108:1510,0.0,38.0,0.0,6.17,16.83,8.28,0.0
20180108:1610,0.0,0.0,0.0,0.0,16.06,8.28,0.0
20180108:1710,0.0,0.0,0.0,0.0,15.68,8.62,0.0
20180108:1810,0.0,0.0,0.0,0.0,15.57,8.83,0.0
20180108:1910,0.0,0.0,0.0,0.0,15.77,8.69,0.0
20180108:2010,0.0,0.0,0.0,0.0,15.73,8.62,0.0
20180108:2110,0.0,0.0,0.0,0.0,15.6,8.69,0.0
20180108:2210,0.0,0.0,0.0,0.0,15.49,8.69,0.0
20180108:2310,0.0,0.0,0.0,0.0,15.34,8.28,0.0
20180109:0010,0.0,0.0,0.0,0.0,14.94,7.59,0.0
20180109:0110,0.0,0.0,0.0,0.0,14.62,7.03,0.0
20180109:0210,0.0,0.0,0.0,0.0,14.52,6.83,0.0
20180109:0310,0.0,0.0,0.0,0.0,14.63,7.03,0.0
20180109:0410,0.0,0.0,0.0,0.0,14.58,6.97,0.0
20180109:0510,0.0,0.0,0.0,0.0,14.49,6.69,0.0
20180109:0610,0.0,0.0,0.0,0.0,14.4,6.69,0.0
20180109:0710,0.0,16.0,0.0,4.37,14.19,5.86,0.0
20180109:0810,0.0,61.0,0.0,12.83,14.48,6.55,0.0
20180109:0910,0.0,80.0,0.0,19.62,14.74,6.69,0.0
20180109:1010,0.0,124.0,0.0,24.17,14.82,6.28,0.0
20180109:1110,0.0,114.0,0.0,25.98,14.77,5.86,0.0
20180109:1210,5.0,161.0,0.0,24.81,14.38,4.83,0.0
20180109:1310,29.0,164.0,0.0,20.82,13.85,3.93,0.0
20180109:1410,9.0,100.0,0.0,14.48,13.66,2.9,0.0
20180109:1510,0.0,7.0,0.0,6.34,13.36,1.72,0.0
20180109:1610,0.0,0.0,0.0,0.0,12.85,1.31,0.0
20180109:1710,0.0,0.0,0.0,0.0,13.08,0.48,0.0
20180109:1810,0.0,0.0,0.0,0.0,11.85,0.83,0.0
20180109:1910,0.0,0.0,0.0,0.0,10.88,1.59,0.0
20180109:2010,0.0,0.0,0.0,0.0,10.31,1.93,0.0
20180109:2110,0.0,0.0,0.0,0.0,10.07,2.9,0.0
20180109:2210,0.0,0.0,0.0,0.0,9.93,3.1,0.0
20180109:2310,0.0,0.0,0.0,0.0,9.69,2.14,0.0
20180110:0010,0.0,0.0,0.0,0.0,9.22,1.38,0.0
20180110:0110,0.0,0.0,0.0,0.0,8.79,1.17,0.0
20180110:0210,0.0,0.0,0.0,0.0,8.42,1.31,0.0
20180110:0310,0.0,0.0,0.0,0.0,8.2,1.31,0.0
20180110:0410,0.0,0.0,0.0,0.0,7.34,1.66,0.0
20180110:0510,0.0,0.0,0.0,0.0,6.76,1.93,0.0
20180110:0610,0.0,0.0,0.0,0.0,6.39,2.21,0.0
20180110:0710,34.0,13.75,0.0,4.42,5.83,2.0,0.0
20180110:0810,160.01,47.0,0.0,12.9,7.37,1.79,0.0
20180110:0910,269.01,66.0,0.0,19.71,9.56,1.86,0.0
20180110:1010,365.01,62.0,0.0,24.29,10.86,1.72,0.0
20180110:1110,378.01,77.0,0.0,26.12,11.79,1.86,0.0
20180110:1210,357.01,76.0,0.0,24.97,12.47,2.41,0.0
20180110:1310,270.01,81.0,0.0,20.99,12.78,2.9,0.0
20180110:1410,173.01,60.0,0.0,14.65,12.75,3.03,0.0
20180110:1510,0.0,30.0,0.0,6.51,12.35,2.76,0.0
20180110:1610,0.0,0.0,0.0,0.0,11.55,2.48,0.0
20180110:1710,0.0,0.0,0.0,0.0,10.78,2.07,0.0
20180110:1810,0.0,0.0,0.0,0.0,9.61,1.66,0.0
20180110:1910,0.0,0.0,0.0,0.0,9.21,1.45,0.0
20180110:2010,0.0,0.0,0.0,0.0,10.92,0.76,0.0
20180110:2110,0.0,0.0,0.0,0.0,10.63,0.48,0.0
20180110:2210,0.0,0.0,0.0,0.0,10.12,0.69,0.0
20180110:2310,0.0,0.0,0.0,0.0,8.66,1.1,0.0
20180111:0010,0.0,0.0,0.0,0.0,7.88,1.79,0.0
20180111:0110,0.0,0.0,0.0,0.0,7.9,2.07,0.0
20180111:0210,0.0,0.0,0.0,0.0,8.06,2.28,0.0
20180111:0310,0.0,0.0,0.0,0.0,7.67,2.41,0.0
20180111:0410,0.0,0.0,0.0,0.0,7.84,2.14,0.0
20180111:0510,0.0,0.0,0.0,0.0,8.06,2.34,0.0
20180111:0610,0.0,0.0,0.0,0.0,8.56,2.55,0.0
20180111:0710,7.0,25.29,0.0,4.48,8.93,3.45,0.0
20180111:0810,26.0,100.0,0.0,12.98,9.56,3.72,0.0
20180111:0910,33.0,159.0,0.0,19.81,10.48,4.14,0.0
20180111:1010,37.0,198.0,0.0,24.41,11.22,4.69,0.0
20180111:1110,0.0,121.0,0.0,26.27,11.73,5.1,0.0
20180111:1210,2.0,155.0,0.0,25.14,11.88,5.38,0.0
20180111:1310,0.0,52.0,0.0,21.17,11.81,5.86,0.0
20180111:1410,0.0,38.0,0.0,14.83,11.55,5.93,0.0
20180111:1510,0.0,38.0,0.0,6.69,10.97,6.0,0.0
20180111:1610,0.0,0.0,0.0,0.0,10.69,5.93,0.0
20180111:1710,0.0,0.0,0.0,0.0,10.49,5.59,0.0
20180111:1810,0.0,0.0,0.0,0.0,10.44,5.45,0.0
20180111:1910,0.0,0.0,0.0,0.0,10.24,4.41,0.0
20180111:2010,0.0,0.0,0.0,0.0,10.09,4.14,0.0
20180111:2110,0.0,0.0,0.0,0.0,9.77,3.86,0.0
20180111:2210,0.0,0.0,0.0,0.0,9.37,3.79,0.0
20180111:2310,0.0,0.0,0.0,0.0,9.25,3.72,0.0
20180112:0010,0.0,0.0,0.0,0.0,9.03,3.86,0.0
20180112:0110,0.0,0.0,0.0,0.0,8.83,4.07,0.0
20180112:0210,0.0,0.0,0.0,0.0,8.47,4.07,0.0
20180112:0310,0.0,0.0,0.0,0.0,8.04,4.0,0.0
20180112:0410,0.0,0.0,0.0,0.0,7.66,3.79,0.0
20180112:0510,0.0,0.0,0.0,0.0,7.37,3.59,0.0
20180112:0610,0.0,0.0,0.0,0.0,7.09,3.59,0.0
20180112:0710,12.0,24.99,0.0,4.54,7.2,3.52,0.0
20180112:0810,34.0,102.0,0.0,13.06,7.9,3.66,0.0
20180112:0910,87.0,157.0,0.0,19.92,9.13,3.79,0.0
20180112:1010,33.0,198.0,0.0,24.55,10.31,3.72,0.0
20180112:1110,167.01,194.0,0.0,26.43,11.03,3.52,0.0
20180112:1210,77.0,210.0,0.0,25.31,11.45,3.38,0.0
20180112:1310,115.0,161.0,0.0,21.35,11.64,2.55,0.0
20180112:1410,132.01,85.0,0.0,15.01,11.76,2.28,0.0
20180112:1510,0.0,42.0,0.0,6.86,11.64,2.55,0.0
20180112:1610,0.0,0.0,0.0,0.0,11.0,3.03,0.0
20180112:1710,0.0,0.0,0.0,0.0,10.34,3.31,0.0
20180112:1810,0.0,0.0,0.0,0.0,9.74,4.0,0.0
20180112:1910,0.0,0.0,0.0,0.0,9.72,4.97,0.0
20180112:2010,0.0,0.0,0.0,0.0,9.18,5.24,0.0
20180112:2110,0.0,0.0,0.0,0.0,8.67,5.24,0.0
20180112:2210,0.0,0.0,0.0,0.0,8.24,5.1,0.0
20180112:2310,0.0,0.0,0.0,0.0,7.77,4.83,0.0
20180113:0010,0.0,0.0,0.0,0.0,7.31,4.48,0.0
20180113:0110,0.0,0.0,0.0,0.0,6.88,4.0,0.0
20180113:0210,0.0,0.0,0.0,0.0,6.45,3.59,0.0
20180113:0310,0.0,0.0,0.0,0.0,6.11,3.59,0.0
20180113:0410,0.0,0.0,0.0,0.0,5.83,3.66,0.0
20180113:0510,0.0,0.0,0.0,0.0,5.61,3.72,0.0
20180113:0610,0.0,0.0,0.0,0.0,5.42,3.79,0.0
20180113:0710,27.0,19.05,0.0,4.61,5.66,3.86,0.0
20180113:0810,161.01,48.0,0.0,13.15,6.34,3.38,0.0
20180113:0910,274.01,66.0,0.0,20.04,8.0,3.03,0.0
20180113:1010,364.01,67.0,0.0,24.69,9.78,2.62,0.0
20180113:1110,377.01,83.0,0.0,26.59,11.14,2.28,0.0
20180113:1210,371.01,73.0,0.0,25.49,11.97,1.66,0.0
20180113:1310,311.01,60.0,0.0,21.54,12.34,1.03,0.0
20180113:1410,100.0,104.0,0.0,15.2,12.5,0.41,0.0
20180113:1510,0.0,43.0,0.0,7.05,12.26,0.28,0.0
20180113:1610,0.0,0.0,0.0,0.0,11.45,0.76,0.0
20180113:1710,0.0,0.0,0.0,0.0,10.17,1.24,0.0
20180113:1810,0.0,0.0,0.0,0.0,9.02,1.59,0.0
20180113:1910,0.0,0.0,0.0,0.0,8.91,3.03,0.0
20180113:2010,0.0,0.0,0.0,0.0,8.63,2.69,0.0
20180113:2110,0.0,0.0,0.0,0.0,8.07,2.21,0.0
20180113:2210,0.0,0.0,0.0,0.0,7.41,1.93,0.0
20180113:2310,0.0,0.0,0.0,0.0,7.0,1.66,0.0
20180114:0010,0.0,0.0,0.0,0.0,6.36,1.52,0.0
20180114:0110,0.0,0.0,0.0,0.0,6.5,1.24,0.0
20180114:0210,0.0,0.0,0.0,0.0,6.03,1.31,0.0
20180114:0310,0.0,0.0,0.0,0.0,5.88,1.66,0.0
20180114:0410,0.0,0.0,0.0,0.0,5.84,1.79,0.0
20180114:0510,0.0,0.0,0.0,0.0,5.64,1.52,0.0
20180114:0610,0.0,0.0,0.0,0.0,5.32,1.52,0.0
20180114:0710,24.0,21.38,0.0,4.68,5.95,1.24,0.0
20180114:0810,44.0,104.0,0.0,13.25,7.17,1.1,0.0
20180114:0910,232.01,93.0,0.0,20.16,9.06,0.76,0.0
20180114:1010,327.01,93.0,0.0,24.84,10.07,0.69,0.0
20180114:1110,46.0,223.0,0.0,26.76,10.72,1.52,0.0
20180114:1210,39.0,211.0,0.0,25.68,11.11,1.93,0.0
20180114:1310,176.01,141.0,0.0,21.73,11.25,1.93,0.0
20180114:1410,155.01,78.0,0.0,15.39,11.13,1.93,0.0
20180114:1510,0.0,32.0,0.0,7.24,10.84,1.52,0.0
20180114:1610,0.0,0.0,0.0,0.0,10.31,1.1,0.0
20180114:1710,0.0,0.0,0.0,0.0,9.78,0.83,0.0
20180114:1810,0.0,0.0,0.0,0.0,8.59,1.24,0.0
20180114:1910,0.0,0.0,0.0,0.0,7.89,1.66,0.0
20180114:2010,0.0,0.0,0.0,0.0,7.86,1.52,0.0
20180114:2110,0.0,0.0,0.0,0.0,7.19,1.59,0.0
20180114:2210,0.0,0.0,0.0,0.0,6.62,1.93,0.0
20180114:2310,0.0,0.0,0.0,0.0,6.24,2.21,0.0
20180115:0010,0.0,0.0,0.0,0.0,6.43,2.41,0.0
20180115:0110,0.0,0.0,0.0,0.0,6.68,2.83,0.0
20180115:0210,0.0,0.0,0.0,0.0,6.78,2.9,0.0
20180115:0310,0.0,0.0,0.0,0.0,6.59,2.97,0.0
20180115:0410,0.0,0.0,0.0,0.0,6.45,2.83,0.0
20180115:0510,0.0,0.0,0.0,0.0,6.38,2.62,0.0
20180115:0610,0.0,0.0,0.0,0.0,6.05,2.48,0.0
20180115:0710,29.0,18.81,0.0,4.76,6.44,2.41,0.0
20180115:0810,153.01,54.0,0.0,13.35,7.26,2.07,0.0
20180115:0910,228.01,94.0,0.0,20.29,8.84,1.79,0.0
20180115:1010,317.01,97.0,0.0,24.99,10.5,1.45,0.0
20180115:1110,368.01,89.0,0.0,26.94,11.42,1.03,0.0
20180115:1210,261.01,141.0,0.0,25.87,11.84,0.9,0.0
20180115:1310,0.0,32.0,0.0,21.93,12.08,0.97,0.0
20180115:1410,0.0,43.0,0.0,15.59,12.15,1.17,0.0
20180115:1510,0.0,50.0,0.0,7.43,11.92,1.03,0.0
20180115:1610,0.0,0.0,0.0,0.0,11.41,1.1,0.0
20180115:1710,0.0,0.0,0.0,0.0,10.25,1.24,0.0
20180115:1810,0.0,0.0,0.0,0.0,9.54,1.52,0.0
20180115:1910,0.0,0.0,0.0,0.0,8.59,1.24,0.0
20180115:2010,0.0,0.0,0.0,0.0,7.53,1.79,0.0
20180115:2110,0.0,0.0,0.0,0.0,7.57,2.0,0.0
20180115:2210,0.0,0.0,0.0,0.0,8.65,2.28,0.0
20180115:2310,0.0,0.0,0.0,0.0,9.36,3.03,0.0
20180116:0010,0.0,0.0,0.0,0.0,9.41,3.66,0.0
20180116:0110,0.0,0.0,0.0,0.0,9.6,4.21,0.0
20180116:0210,0.0,0.0,0.0,0.0,10.32,4.55,0.0
20180116:0310,0.0,0.0,0.0,0.0,10.78,5.17,0.0
20180116:0410,0.0,0.0,0.0,0.0,11.03,5.79,0.0
20180116:0510,0.0,0.0,0.0,0.0,11.39,6.34,0.0
20180116:0610,0.0,0.0,0.0,0.0,11.53,6.97,0.0
20180116:0710,3.0,27.3,0.0,4.85,11.55,7.52,0.0
20180116:0810,46.0,103.0,0.0,13.46,11.98,7.72,0.0
20180116:0910,0.0,107.0,0.0,20.42,12.47,8.28,0.0
20180116:1010,0.0,65.0,0.0,25.15,12.67,8.41,0.0
20180116:1110,0.0,41.0,0.0,27.12,13.15,9.03,0.0
20180116:1210,0.0,39.0,0.0,26.07,13.48,8.55,0.0
20180116:1310,0.0,33.0,0.0,22.13,13.67,9.17,0.0
20180116:1410,0.0,22.0,0.0,15.79,13.6,9.31,0.0
20180116:1510,0.0,9.0,0.0,7.62,13.53,8.9,0.0
20180116:1610,0.0,0.0,0.0,0.0,13.33,8.28,0.0
20180116:1710,0.0,0.0,0.0,0.0,13.32,7.79,0.0
20180116:1810,0.0,0.0,0.0,0.0,13.29,7.38,0.0
20180116:1910,0.0,0.0,0.0,0.0,13.15,6.83,0.0
20180116:2010,0.0,0.0,0.0,0.0,13.03,6.55,0.0
20180116:2110,0.0,0.0,0.0,0.0,12.87,6.21,0.0
20180116:2210,0.0,0.0,0.0,0.0,12.78,6.07,0.0
20180116:2310,0.0,0.0,0.0,0.0,12.88,6.48,0.0
20180117:0010,0.0,0.0,0.0,0.0,12.97,7.17,0.0
20180117:0110,0.0,0.0,0.0,0.0,13.13,8.14,0.0
20180117:0210,0.0,0.0,0.0,0.0,13.18,8.69,0.0
20180117:0310,0.0,0.0,0.0,0.0,13.3,9.17,0.0
20180117:0410,0.0,0.0,0.0,0.0,13.38,9.45,0.0
20180117:0510,0.0,0.0,0.0,0.0,13.29,9.66,0.0
20180117:0610,0.0,0.0,0.0,0.0,13.2,9.86,0.0
20180117:0710,39.0,14.94,0.0,4.94,13.67,9.52,0.0
