Latitude (decimal degrees):	41.377
Longitude (decimal degrees):	2.188
Elevation (m):	10
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180105:1710,0.0,0.0,0.0,0.0,14.27,4.28,0.0
20180105:1810,0.0,0.0,0.0,0.0,13.57,4.14,0.0
20180105:1910,0.0,0.0,0.0,0.0,13.33,3.93,0.0
20180105:2010,0.0,0.0,0.0,0.0,12.9,3.45,0.0
20180105:2110,0.0,0.0,0.0,0.0,12.44,2.55,0.0
20180105:2210,0.0,0.0,0.0,0.0,11.18,1.45,0.0
20180105:2310,0.0,0.0,0.0,0.0,12.58,0.41,0.0
20180106:0010,0.0,0.0,0.0,0.0,12.19,0.14,0.0
20180106:0110,0.0,0.0,0.0,0.0,11.93,0.0,0.0
20180106:0210,0.0,0.0,0.0,0.0,11.78,0.14,0.0
20180106:0310,0.0,0.0,0.0,0.0,11.75,0.28,0.0
20180106:0410,0.0,0.0,0.0,0.0,11.8,0.69,0.0
20180106:0510,0.0,0.0,0.0,0.0,11.88,0.9,0.0
20180106:0610,0.0,0.0,0.0,0.0,11.85,0.69,0.0
20180106:0710,0.0,0.0,0.0,0.0,11.71,0.69,0.0
20180106:0810,51.0,39.0,0.0,7.37,11.8,0.62,0.0
20180106:0910,41.0,119.0,0.0,15.37,12.33,0.83,0.0
20180106:1010,32.0,170.0,0.0,21.51,13.66,1.38,0.0
20180106:1110,32.0,200.0,0.0,25.21,14.3,2.62,0.0
20180106:1210,104.0,206.0,0.0,26.04,14.5,3.66,0.0
20180106:1310,105.0,185.0,0.0,23.89,14.5,4.41,0.0
20180106:1410,17.0,141.0,0.0,19.02,14.47,5.31,0.0
20180106:1510,0.0,57.0,0.0,11.98,14.34,6.07,0.0
20180106:1610,0.0,16.0,0.0,3.31,14.01,6.69,0.0
20180106:1710,0.0,0.0,0.0,0.0,13.59,8.0,0.0
20180106:1810,0.0,0.0,0.0,0.0,13.13,9.1,0.0
20180106:1910,0.0,0.0,0.0,0.0,13.14,8.62,0.0
20180106:2010,0.0,0.0,0.0,0.0,13.82,7.31,0.0
20180106:2110,0.0,0.0,0.0,0.0,14.11,5.1,0.0
20180106:2210,0.0,0.0,0.0,0.0,14.1,4.0,0.0
20180106:2310,0.0,0.0,0.0,0.0,13.81,4.07,0.0
20180107:0010,0.0,0.0,0.0,0.0,13.1,4.62,0.0
20180107:0110,0.0,0.0,0.0,0.0,13.15,4.28,0.0
20180107:0210,0.0,0.0,0.0,0.0,12.84,4.55,0.0
20180107:0310,0.0,0.0,0.0,0.0,12.51,5.03,0.0
20180107:0410,0.0,0.0,0.0,0.0,12.08,5.59,0.0
20180107:0510,0.0,0.0,0.0,0.0,11.33,5.93,0.0
20180107:0610,0.0,0.0,0.0,0.0,11.05,5.93,0.0
20180107:0710,0.0,0.0,0.0,0.0,11.39,5.66,0.0
20180107:0810,0.0,10.0,0.0,7.4,11.02,5.31,0.0
20180107:0910,0.0,78.0,0.0,15.43,10.85,4.41,0.0
20180107:1010,0.0,64.0,0.0,21.59,10.89,3.59,0.0
20180107:1110,0.0,60.0,0.0,25.32,10.78,2.14,0.0
20180107:1210,0.0,59.0,0.0,26.17,10.86,0.07,0.0
20180107:1310,0.0,59.0,0.0,24.03,10.77,1.93,0.0
20180107:1410,0.0,81.0,0.0,19.18,10.3,2.97,0.0
20180107:1510,0.0,59.0,0.0,12.14,9.76,4.07,0.0
20180107:1610,0.0,17.0,0.0,3.47,9.16,4.55,0.0
20180107:1710,0.0,0.0,0.0,0.0,8.84,3.86,0.0
20180107:1810,0.0,0.0,0.0,0.0,8.71,2.76,0.0
20180107:1910,0.0,0.0,0.0,0.0,9.15,2.0,0.0
20180107:2010,0.0,0.0,0.0,0.0,8.58,2.21,0.0
20180107:2110,0.0,0.0,0.0,0.0,7.86,2.34,0.0
20180107:2210,0.0,0.0,0.0,0.0,7.18,2.28,0.0
20180107:2310,0.0,0.0,0.0,0.0,6.28,1.93,0.0
20180108:0010,0.0,0.0,0.0,0.0,5.9,1.86,0.0
20180108:0110,0.0,0.0,0.0,0.0,6.27,2.34,0.0
20180108:0210,0.0,0.0,0.0,0.0,6.35,2.69,0.0
20180108:0310,0.0,0.0,0.0,0.0,6.36,2.76,0.0
20180108:0410,0.0,0.0,0.0,0.0,6.16,3.24,0.0
20180108:0510,0.0,0.0,0.0,0.0,5.91,3.59,0.0
20180108:0610,0.0,0.0,0.0,0.0,5.79,3.72,0.0
20180108:0710,0.0,0.0,0.0,0.0,5.03,3.52,0.0
20180108:0810,6.0,48.0,0.0,7.45,5.14,3.86,0.0
20180108:0910,112.01,98.0,0.0,15.49,6.02,3.66,0.0
20180108:1010,239.01,99.0,0.0,21.68,7.11,3.1,0.0
20180108:1110,275.01,122.0,0.0,25.43,8.46,2.9,0.0
20180108:1210,322.01,104.0,0.0,26.31,9.79,2.76,0.0
20180108:1310,338.01,68.0,0.0,24.18,10.67,2.62,0.0
20180108:1410,235.01,73.0,0.0,19.34,11.13,2.34,0.0
20180108:1510,134.01,48.0,0.0,12.3,11.31,1.31,0.0
20180108:1610,0.0,15.0,0.0,3.63,10.95,1.52,0.0
20180108:1710,0.0,0.0,0.0,0.0,10.3,2.62,0.0
20180108:1810,0.0,0.0,0.0,0.0,9.91,3.17,0.0
20180108:1910,0.0,0.0,0.0,0.0,10.03,4.28,0.0
20180108:2010,0.0,0.0,0.0,0.0,9.35,4.41,0.0
20180108:2110,0.0,0.0,0.0,0.0,8.74,3.79,0.0
20180108:2210,0.0,0.0,0.0,0.0,8.18,3.59,0.0
20180108:2310,0.0,0.0,0.0,0.0,7.73,4.07,0.0
20180109:0010,0.0,0.0,0.0,0.0,7.39,4.55,0.0
20180109:0110,0.0,0.0,0.0,0.0,7.26,4.69,0.0
20180109:0210,0.0,0.0,0.0,0.0,7.17,4.41,0.0
20180109:0310,0.0,0.0,0.0,0.0,7.05,4.21,0.0
20180109:0410,0.0,0.0,0.0,0.0,6.91,4.07,0.0
20180109:0510,0.0,0.0,0.0,0.0,6.84,3.93,0.0
20180109:0610,0.0,0.0,0.0,0.0,6.64,3.66,0.0
20180109:0710,0.0,0.0,0.0,0.0,5.98,3.66,0.0
20180109:0810,72.01,31.0,0.0,7.49,5.9,3.66,0.0
20180109:0910,203.01,50.0,0.0,15.56,6.39,3.66,0.0
20180109:1010,313.01,59.0,0.0,21.77,7.54,3.31,0.0
20180109:1110,360.01,77.0,0.0,25.55,8.79,2.69,0.0
20180109:1210,375.01,78.0,0.0,26.45,10.0,2.62,0.0
20180109:1310,333.01,78.0,0.0,24.34,11.09,3.03,0.0
20180109:1410,55.0,158.0,0.0,19.5,11.63,2.97,0.0
20180109:1510,38.0,94.0,0.0,12.46,11.71,3.31,0.0
20180109:1610,0.0,21.0,0.0,3.79,11.36,3.59,0.0
20180109:1710,0.0,0.0,0.0,0.0,10.88,3.93,0.0
20180109:1810,0.0,0.0,0.0,0.0,10.55,4.34,0.0
20180109:1910,0.0,0.0,0.0,0.0,10.05,4.62,0.0
20180109:2010,0.0,0.0,0.0,0.0,9.65,4.48,0.0
20180109:2110,0.0,0.0,0.0,0.0,9.37,4.55,0.0
20180109:2210,0.0,0.0,0.0,0.0,9.11,4.48,0.0
20180109:2310,0.0,0.0,0.0,0.0,8.91,4.28,0.0
20180110:0010,0.0,0.0,0.0,0.0,8.6,4.21,0.0
20180110:0110,0.0,0.0,0.0,0.0,8.4,4.21,0.0
20180110:0210,0.0,0.0,0.0,0.0,8.2,4.21,0.0
20180110:0310,0.0,0.0,0.0,0.0,8.02,4.0,0.0
20180110:0410,0.0,0.0,0.0,0.0,7.87,3.93,0.0
20180110:0510,0.0,0.0,0.0,0.0,7.6,3.66,0.0
20180110:0610,0.0,0.0,0.0,0.0,7.27,3.45,0.0
20180110:0710,0.0,0.0,0.0,0.0,7.41,3.86,0.0
20180110:0810,39.0,47.0,0.0,7.55,7.36,3.86,0.0
20180110:0910,223.01,35.0,0.0,15.64,7.85,3.86,0.0
20180110:1010,312.01,57.0,0.0,21.87,9.06,3.79,0.0
20180110:1110,367.01,69.0,0.0,25.68,10.07,3.66,0.0
20180110:1210,362.01,83.0,0.0,26.6,11.0,3.66,0.0
20180110:1310,393.01,36.0,0.0,24.5,11.85,3.86,0.0
20180110:1410,271.01,55.0,0.0,19.67,12.42,3.72,0.0
20180110:1510,144.01,46.0,0.0,12.64,12.74,3.86,0.0
20180110:1610,0.0,16.0,0.0,3.96,12.47,3.86,0.0
20180110:1710,0.0,0.0,0.0,0.0,11.73,4.0,0.0
20180110:1810,0.0,0.0,0.0,0.0,11.08,4.62,0.0
20180110:1910,0.0,0.0,0.0,0.0,10.37,4.48,0.0
20180110:2010,0.0,0.0,0.0,0.0,10.02,4.55,0.0
20180110:2110,0.0,0.0,0.0,0.0,9.96,5.1,0.0
20180110:2210,0.0,0.0,0.0,0.0,9.96,5.1,0.0
20180110:2310,0.0,0.0,0.0,0.0,9.87,4.9,0.0
20180111:0010,0.0,0.0,0.0,0.0,9.6,5.24,0.0
20180111:0110,0.0,0.0,0.0,0.0,9.31,5.79,0.0
20180111:0210,0.0,0.0,0.0,0.0,8.84,6.07,0.0
20180111:0310,0.0,0.0,0.0,0.0,8.56,6.28,0.0
20180111:0410,0.0,0.0,0.0,0.0,8.38,6.28,0.0
20180111:0510,0.0,0.0,0.0,0.0,8.01,5.59,0.0
20180111:0610,0.0,0.0,0.0,0.0,7.9,4.9,0.0
20180111:0710,0.0,0.0,0.0,0.0,7.66,5.45,0.0
20180111:0810,37.0,49.0,0.0,7.61,7.45,6.41,0.0
20180111:0910,166.01,74.0,0.0,15.72,7.86,6.55,0.0
20180111:1010,304.01,67.0,0.0,21.98,8.81,6.69,0.0
20180111:1110,350.01,86.0,0.0,25.81,9.93,6.28,0.0
20180111:1210,344.01,101.0,0.0,26.75,10.94,5.45,0.0
20180111:1310,384.01,48.0,0.0,24.67,11.64,4.41,0.0
20180111:1410,271.01,60.0,0.0,19.85,12.03,3.45,0.0
20180111:1510,157.01,42.0,0.0,12.81,12.06,2.55,0.0
20180111:1610,0.0,24.0,0.0,4.14,11.59,1.45,0.0
20180111:1710,0.0,0.0,0.0,0.0,10.65,0.76,0.0
20180111:1810,0.0,0.0,0.0,0.0,10.76,0.14,0.0
20180111:1910,0.0,0.0,0.0,0.0,10.63,0.69,0.0
20180111:2010,0.0,0.0,0.0,0.0,7.27,3.24,0.0
20180111:2110,0.0,0.0,0.0,0.0,7.93,4.55,0.0
20180111:2210,0.0,0.0,0.0,0.0,7.94,4.62,0.0
20180111:2310,0.0,0.0,0.0,0.0,7.56,4.55,0.0
20180112:0010,0.0,0.0,0.0,0.0,7.11,4.34,0.0
20180112:0110,0.0,0.0,0.0,0.0,6.73,4.07,0.0
20180112:0210,0.0,0.0,0.0,0.0,6.38,3.93,0.0
20180112:0310,0.0,0.0,0.0,0.0,6.07,3.86,0.0
20180112:0410,0.0,0.0,0.0,0.0,5.74,3.72,0.0
20180112:0510,0.0,0.0,0.0,0.0,5.5,3.79,0.0
20180112:0610,0.0,0.0,0.0,0.0,5.25,4.0,0.0
20180112:0710,0.0,0.0,0.0,0.0,4.95,3.79,0.0
20180112:0810,73.01,32.0,0.0,7.67,4.94,3.45,0.0
20180112:0910,195.01,58.0,0.0,15.81,6.1,2.9,0.0
20180112:1010,307.01,67.0,0.0,22.1,8.06,2.34,0.0
20180112:1110,353.01,86.0,0.0,25.95,9.69,1.52,0.0
20180112:1210,361.01,93.0,0.0,26.92,10.48,0.55,0.0
20180112:1310,403.01,38.0,0.0,24.85,10.9,0.69,0.0
20180112:1410,285.01,54.0,0.0,20.03,11.12,0.76,0.0
20180112:1510,157.01,45.0,0.0,13.0,11.15,0.62,0.0
20180112:1610,26.0,15.11,0.0,4.32,10.94,0.97,0.0
20180112:1710,0.0,0.0,0.0,0.0,9.42,1.31,0.0
20180112:1810,0.0,0.0,0.0,0.0,9.03,1.24,0.0
20180112:1910,0.0,0.0,0.0,0.0,7.55,1.79,0.0
20180112:2010,0.0,0.0,0.0,0.0,7.19,1.66,0.0
20180112:2110,0.0,0.0,0.0,0.0,8.28,1.38,0.0
20180112:2210,0.0,0.0,0.0,0.0,7.08,1.52,0.0
20180112:2310,0.0,0.0,0.0,0.0,5.53,1.66,0.0
20180113:0010,0.0,0.0,0.0,0.0,4.65,1.79,0.0
20180113:0110,0.0,0.0,0.0,0.0,4.23,1.79,0.0
20180113:0210,0.0,0.0,0.0,0.0,4.4,1.93,0.0
20180113:0310,0.0,0.0,0.0,0.0,4.57,2.0,0.0
20180113:0410,0.0,0.0,0.0,0.0,4.71,2.07,0.0
20180113:0510,0.0,0.0,0.0,0.0,4.59,2.0,0.0
20180113:0610,0.0,0.0,0.0,0.0,4.32,1.86,0.0
20180113:0710,0.0,0.0,0.0,0.0,3.77,1.86,0.0
20180113:0810,68.01,34.0,0.0,7.75,4.14,1.72,0.0
20180113:0910,191.01,57.0,0.0,15.91,6.73,1.31,0.0
20180113:1010,159.01,147.0,0.0,22.22,8.59,0.97,0.0
20180113:1110,36.0,208.0,0.0,26.1,10.15,0.34,0.0
20180113:1210,13.0,197.0,0.0,27.09,11.03,1.1,0.0
20180113:1310,273.01,117.0,0.0,25.03,11.53,2.14,0.0
20180113:1410,0.0,48.0,0.0,20.22,11.86,3.1,0.0
20180113:1510,0.0,36.0,0.0,13.18,11.95,3.93,0.0
20180113:1610,18.0,20.1,0.0,4.5,12.0,4.0,0.0
20180113:1710,0.0,0.0,0.0,0.0,12.1,4.07,0.0
20180113:1810,0.0,0.0,0.0,0.0,12.16,4.21,0.0
20180113:1910,0.0,0.0,0.0,0.0,11.4,5.52,0.0
20180113:2010,0.0,0.0,0.0,0.0,11.09,6.14,0.0
20180113:2110,0.0,0.0,0.0,0.0,11.14,6.14,0.0
20180113:2210,0.0,0.0,0.0,0.0,10.74,6.69,0.0
20180113:2310,0.0,0.0,0.0,0.0,10.63,6.14,0.0
20180114:0010,0.0,0.0,0.0,0.0,10.35,5.24,0.0
20180114:0110,0.0,0.0,0.0,0.0,10.0,4.34,0.0
20180114:0210,0.0,0.0,0.0,0.0,9.66,3.17,0.0
20180114:0310,0.0,0.0,0.0,0.0,9.27,2.34,0.0
20180114:0410,0.0,0.0,0.0,0.0,8.53,2.55,0.0
20180114:0510,0.0,0.0,0.0,0.0,8.16,3.31,0.0
20180114:0610,0.0,0.0,0.0,0.0,7.79,3.45,0.0
20180114:0710,0.0,0.0,0.0,0.0,7.95,4.0,0.0
20180114:0810,70.01,34.0,0.0,7.83,7.72,4.55,0.0
20180114:0910,195.01,57.0,0.0,16.01,8.04,4.76,0.0
20180114:1010,307.01,65.0,0.0,22.35,8.6,5.1,0.0
20180114:1110,375.01,69.0,0.0,26.26,9.26,4.97,0.0
20180114:1210,363.01,90.0,0.0,27.26,10.19,4.48,0.0
20180114:1310,363.01,64.0,0.0,25.22,10.9,3.52,0.0
20180114:1410,277.01,59.0,0.0,20.41,11.28,2.55,0.0
20180114:1510,120.01,68.0,0.0,13.37,11.41,2.34,0.0
20180114:1610,29.0,16.47,0.0,4.68,11.28,2.34,0.0
20180114:1710,0.0,0.0,0.0,0.0,10.83,2.07,0.0
20180114:1810,0.0,0.0,0.0,0.0,9.97,2.0,0.0
20180114:1910,0.0,0.0,0.0,0.0,8.56,1.86,0.0
20180114:2010,0.0,0.0,0.0,0.0,8.3,1.24,0.0
20180114:2110,0.0,0.0,0.0,0.0,8.44,1.1,0.0
20180114:2210,0.0,0.0,0.0,0.0,7.92,1.17,0.0
20180114:2310,0.0,0.0,0.0,0.0,6.7,1.38,0.0
20180115:0010,0.0,0.0,0.0,0.0,5.95,1.45,0.0
20180115:0110,0.0,0.0,0.0,0.0,4.97,1.66,0.0
20180115:0210,0.0,0.0,0.0,0.0,4.33,1.79,0.0
20180115:0310,0.0,0.0,0.0,0.0,4.29,1.93,0.0
20180115:0410,0.0,0.0,0.0,0.0,4.65,2.28,0.0
20180115:0510,0.0,0.0,0.0,0.0,5.17,2.76,0.0
20180115:0610,0.0,0.0,0.0,0.0,5.32,3.1,0.0
20180115:0710,0.0,0.0,0.0,0.0,5.53,3.1,0.0
20180115:0810,56.0,43.0,0.0,7.91,5.7,2.97,0.0
20180115:0910,195.01,60.0,0.0,16.12,6.64,2.69,0.0
20180115:1010,313.01,64.0,0.0,22.49,8.3,2.48,0.0
20180115:1110,375.01,73.0,0.0,26.42,9.85,2.14,0.0
20180115:1210,414.01,61.0,0.0,27.45,10.76,1.79,0.0
20180115:1310,418.01,31.0,0.0,25.42,11.27,2.34,0.0
20180115:1410,284.01,59.0,0.0,20.61,11.46,3.24,0.0
20180115:1510,165.01,45.0,0.0,13.57,11.48,4.0,0.0
20180115:1610,5.0,27.79,0.0,4.87,11.23,4.14,0.0
20180115:1710,0.0,0.0,0.0,0.0,10.7,4.55,0.0
20180115:1810,0.0,0.0,0.0,0.0,10.3,4.97,0.0
20180115:1910,0.0,0.0,0.0,0.0,9.4,5.79,0.0
20180115:2010,0.0,0.0,0.0,0.0,9.5,6.28,0.0
20180115:2110,0.0,0.0,0.0,0.0,9.84,6.62,0.0
20180115:2210,0.0,0.0,0.0,0.0,10.07,6.62,0.0
20180115:2310,0.0,0.0,0.0,0.0,10.13,6.9,0.0
20180116:0010,0.0,0.0,0.0,0.0,10.16,6.9,0.0
20180116:0110,0.0,0.0,0.0,0.0,10.21,6.9,0.0
20180116:0210,0.0,0.0,0.0,0.0,10.03,6.48,0.0
20180116:0310,0.0,0.0,0.0,0.0,9.7,6.14,0.0
20180116:0410,0.0,0.0,0.0,0.0,9.39,6.14,0.0
20180116:0510,0.0,0.0,0.0,0.0,9.3,6.0,0.0
20180116:0610,0.0,0.0,0.0,0.0,9.27,5.93,0.0
20180116:0710,0.0,0.0,0.0,0.0,9.34,7.1,0.0
20180116:0810,75.01,33.0,0.0,8.0,9.55,6.9,0.0
20180116:0910,201.01,55.0,0.0,16.23,10.3,6.48,0.0
20180116:1010,310.01,66.0,0.0,22.63,11.46,6.69,0.0
20180116:1110,386.01,66.0,0.0,26.59,12.85,6.97,0.0
20180116:1210,404.01,67.0,0.0,27.64,14.15,7.1,0.0
20180116:1310,382.01,56.0,0.0,25.62,15.09,6.55,0.0
20180116:1410,294.01,52.0,0.0,20.81,15.64,6.07,0.0
20180116:1510,165.01,46.0,0.0,13.77,15.72,5.24,0.0
20180116:1610,32.0,17.84,0.0,5.07,15.27,4.55,0.0
20180116:1710,0.0,0.0,0.0,0.0,14.5,4.48,0.0
20180116:1810,0.0,0.0,0.0,0.0,13.86,4.76,0.0
20180116:1910,0.0,0.0,0.0,0.0,13.45,6.83,0.0
20180116:2010,0.0,0.0,0.0,0.0,13.38,7.31,0.0
20180116:2110,0.0,0.0,0.0,0.0,13.34,7.66,0.0
20180116:2210,0.0,0.0,0.0,0.0,13.28,7.72,0.0
20180116:2310,0.0,0.0,0.0,0.0,13.14,7.79,0.0
20180117:0010,0.0,0.0,0.0,0.0,12.99,7.66,0.0
20180117:0110,0.0,0.0,0.0,0.0,12.75,7.17,0.0
20180117:0210,0.0,0.0,0.0,0.0,12.5,6.55,0.0
20180117:0310,0.0,0.0,0.0,0.0,12.33,6.34,0.0
20180117:0410,0.0,0.0,0.0,0.0,12.22,6.55,0.0
20180117:0510,0.0,0.0,0.0,0.0,12.06,6.62,0.0
20180117:0610,0.0,0.0,0.0,0.0,11.76,5.93,0.0
20180117:0710,0.0,0.0,0.0,0.0,12.35,5.45,0.0
