Latitude (decimal degrees):	47.313
Longitude (decimal degrees):	5.049
Elevation (m):	236
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180103:0310,0.0,0.0,0.0,0.0,9.89,6.62,0.0
20180103:0410,0.0,0.0,0.0,0.0,10.07,7.03,0.0
20180103:0510,0.0,0.0,0.0,0.0,10.52,7.31,0.0
20180103:0610,0.0,0.0,0.0,0.0,10.96,7.45,0.0
20180103:0710,0.0,0.0,0.0,0.0,12.09,9.24,0.0
20180103:0810,0.0,13.0,0.0,5.04,10.99,9.24,0.0
20180103:0910,125.01,54.0,0.0,11.82,10.09,9.31,0.0
20180103:1010,22.0,132.0,0.0,16.77,9.48,10.07,0.0
20180103:1110,0.0,54.0,0.0,19.45,8.31,8.9,0.0
20180103:1210,240.01,82.0,0.0,19.6,8.21,7.24,0.0
20180103:1310,0.0,55.0,0.0,17.19,8.01,6.14,0.0
20180103:1410,76.0,86.0,0.0,12.48,8.22,4.41,0.0
20180103:1510,46.01,28.0,0.0,5.88,7.97,6.0,0.0
20180103:1610,0.0,0.0,0.0,0.0,7.14,5.31,0.0
20180103:1710,0.0,0.0,0.0,0.0,6.85,5.03,0.0
20180103:1810,0.0,0.0,0.0,0.0,6.8,4.97,0.0
20180103:1910,0.0,0.0,0.0,0.0,6.86,4.34,0.0
20180103:2010,0.0,0.0,0.0,0.0,6.71,4.69,0.0
20180103:2110,0.0,0.0,0.0,0.0,6.93,4.83,0.0
20180103:2210,0.0,0.0,0.0,0.0,6.92,4.48,0.0
20180103:2310,0.0,0.0,0.0,0.0,7.04,3.93,0.0
20180104:0010,0.0,0.0,0.0,0.0,7.15,3.59,0.0
20180104:0110,0.0,0.0,0.0,0.0,7.25,3.93,0.0
20180104:0210,0.0,0.0,0.0,0.0,7.56,4.0,0.0
20180104:0310,0.0,0.0,0.0,0.0,7.78,4.28,0.0
20180104:0410,0.0,0.0,0.0,0.0,7.84,4.83,0.0
20180104:0510,0.0,0.0,0.0,0.0,7.9,4.55,0.0
20180104:0610,0.0,0.0,0.0,0.0,8.68,4.21,0.0
20180104:0710,0.0,0.0,0.0,0.0,9.03,4.9,0.0
20180104:0810,6.0,29.51,0.0,5.07,10.69,6.14,0.0
20180104:0910,0.0,24.0,0.0,11.87,11.54,6.69,0.0
20180104:1010,6.0,114.0,0.0,16.84,11.79,6.97,0.0
20180104:1110,11.0,141.0,0.0,19.54,11.75,6.97,0.0
20180104:1210,0.0,99.0,0.0,19.71,11.6,6.76,0.0
20180104:1310,0.0,43.0,0.0,17.32,11.57,6.41,0.0
20180104:1410,0.0,57.0,0.0,12.61,11.56,6.21,0.0
20180104:1510,0.0,19.0,0.0,6.02,11.57,6.14,0.0
20180104:1610,0.0,0.0,0.0,0.0,11.53,6.48,0.0
20180104:1710,0.0,0.0,0.0,0.0,11.42,6.97,0.0
20180104:1810,0.0,0.0,0.0,0.0,11.26,6.97,0.0
20180104:1910,0.0,0.0,0.0,0.0,11.39,7.38,0.0
20180104:2010,0.0,0.0,0.0,0.0,11.24,6.0,0.0
20180104:2110,0.0,0.0,0.0,0.0,11.1,5.45,0.0
20180104:2210,0.0,0.0,0.0,0.0,10.79,4.97,0.0
20180104:2310,0.0,0.0,0.0,0.0,9.99,4.21,0.0
20180105:0010,0.0,0.0,0.0,0.0,9.27,3.72,0.0
20180105:0110,0.0,0.0,0.0,0.0,8.99,3.38,0.0
20180105:0210,0.0,0.0,0.0,0.0,8.87,3.52,0.0
20180105:0310,0.0,0.0,0.0,0.0,9.29,4.07,0.0
20180105:0410,0.0,0.0,0.0,0.0,9.66,4.41,0.0
20180105:0510,0.0,0.0,0.0,0.0,9.71,4.28,0.0
20180105:0610,0.0,0.0,0.0,0.0,9.5,4.0,0.0
20180105:0710,0.0,0.0,0.0,0.0,9.81,4.76,0.0
20180105:0810,0.0,19.0,0.0,5.11,9.86,4.41,0.0
20180105:0910,1.0,67.0,0.0,11.93,10.01,4.62,0.0
20180105:1010,0.0,81.0,0.0,16.91,10.36,5.24,0.0
20180105:1110,0.0,33.0,0.0,19.64,10.73,5.79,0.0
20180105:1210,2.0,115.0,0.0,19.83,10.85,6.0,0.0
20180105:1310,0.0,24.0,0.0,17.45,10.99,5.59,0.0
20180105:1410,0.0,50.0,0.0,12.75,10.68,4.83,0.0
20180105:1510,0.0,6.0,0.0,6.16,10.3,3.72,0.0
20180105:1610,0.0,0.0,0.0,0.0,9.92,3.24,0.0
20180105:1710,0.0,0.0,0.0,0.0,9.5,2.9,0.0
20180105:1810,0.0,0.0,0.0,0.0,9.0,2.28,0.0
20180105:1910,0.0,0.0,0.0,0.0,8.92,2.07,0.0
20180105:2010,0.0,0.0,0.0,0.0,8.81,2.14,0.0
20180105:2110,0.0,0.0,0.0,0.0,8.69,2.07,0.0
20180105:2210,0.0,0.0,0.0,0.0,8.52,1.86,0.0
20180105:2310,0.0,0.0,0.0,0.0,8.35,1.72,0.0
20180106:0010,0.0,0.0,0.0,0.0,7.98,1.66,0.0
20180106:0110,0.0,0.0,0.0,0.0,7.55,1.52,0.0
20180106:0210,0.0,0.0,0.0,0.0,7.28,1.17,0.0
20180106:0310,0.0,0.0,0.0,0.0,7.4,0.69,0.0
20180106:0410,0.0,0.0,0.0,0.0,7.49,0.48,0.0
20180106:0510,0.0,0.0,0.0,0.0,6.57,0.9,0.0
20180106:0610,0.0,0.0,0.0,0.0,6.71,0.62,0.0
20180106:0710,0.0,0.0,0.0,0.0,6.81,1.52,0.0
20180106:0810,0.0,8.0,0.0,5.15,7.16,1.72,0.0
20180106:0910,0.0,16.0,0.0,11.99,7.47,1.72,0.0
20180106:1010,0.0,24.0,0.0,17.0,7.95,1.72,0.0
20180106:1110,0.0,58.0,0.0,19.75,8.47,1.66,0.0
20180106:1210,0.0,76.0,0.0,19.95,8.99,1.79,0.0
20180106:1310,14.0,131.0,0.0,17.58,9.51,1.52,0.0
20180106:1410,12.0,92.0,0.0,12.9,10.21,1.72,0.0
20180106:1510,4.0,37.0,0.0,6.32,10.22,2.0,0.0
20180106:1610,0.0,0.0,0.0,0.0,9.57,1.66,0.0
20180106:1710,0.0,0.0,0.0,0.0,8.67,0.9,0.0
20180106:1810,0.0,0.0,0.0,0.0,9.02,0.41,0.0
20180106:1910,0.0,0.0,0.0,0.0,7.43,1.79,0.0
20180106:2010,0.0,0.0,0.0,0.0,7.15,1.79,0.0
20180106:2110,0.0,0.0,0.0,0.0,6.52,1.79,0.0
20180106:2210,0.0,0.0,0.0,0.0,6.18,1.66,0.0
20180106:2310,0.0,0.0,0.0,0.0,5.68,1.86,0.0
20180107:0010,0.0,0.0,0.0,0.0,5.2,2.14,0.0
20180107:0110,0.0,0.0,0.0,0.0,5.51,2.48,0.0
20180107:0210,0.0,0.0,0.0,0.0,5.93,2.83,0.0
20180107:0310,0.0,0.0,0.0,0.0,6.34,3.1,0.0
20180107:0410,0.0,0.0,0.0,0.0,6.54,3.38,0.0
20180107:0510,0.0,0.0,0.0,0.0,6.57,3.93,0.0
20180107:0610,0.0,0.0,0.0,0.0,6.46,4.21,0.0
20180107:0710,0.0,0.0,0.0,0.0,6.88,4.28,0.0
20180107:0810,1.0,27.78,0.0,5.2,7.12,4.41,0.0
20180107:0910,1.0,66.0,0.0,12.06,7.78,4.14,0.0
20180107:1010,0.0,87.0,0.0,17.09,8.47,3.79,0.0
20180107:1110,33.0,160.0,0.0,19.86,8.88,3.79,0.0
20180107:1210,2.0,123.0,0.0,20.08,9.04,3.72,0.0
20180107:1310,1.0,104.0,0.0,17.73,9.12,4.07,0.0
20180107:1410,6.0,88.0,0.0,13.05,9.07,4.28,0.0
20180107:1510,4.0,40.0,0.0,6.47,8.63,4.48,0.0
20180107:1610,0.0,0.0,0.0,0.0,8.1,4.41,0.0
20180107:1710,0.0,0.0,0.0,0.0,7.56,4.28,0.0
20180107:1810,0.0,0.0,0.0,0.0,7.11,4.14,0.0
20180107:1910,0.0,0.0,0.0,0.0,7.32,3.52,0.0
20180107:2010,0.0,0.0,0.0,0.0,6.93,3.66,0.0
20180107:2110,0.0,0.0,0.0,0.0,6.42,3.79,0.0
20180107:2210,0.0,0.0,0.0,0.0,5.94,3.72,0.0
20180107:2310,0.0,0.0,0.0,0.0,5.38,3.59,0.0
20180108:0010,0.0,0.0,0.0,0.0,4.82,3.59,0.0
20180108:0110,0.0,0.0,0.0,0.0,4.55,3.52,0.0
20180108:0210,0.0,0.0,0.0,0.0,4.4,3.52,0.0
20180108:0310,0.0,0.0,0.0,0.0,4.41,3.45,0.0
20180108:0410,0.0,0.0,0.0,0.0,4.55,3.38,0.0
20180108:0510,0.0,0.0,0.0,0.0,4.74,3.38,0.0
20180108:0610,0.0,0.0,0.0,0.0,5.04,3.52,0.0
20180108:0710,0.0,0.0,0.0,0.0,6.25,3.72,0.0
20180108:0810,0.0,12.0,0.0,5.26,6.42,3.66,0.0
20180108:0910,1.0,69.0,0.0,12.13,6.72,3.45,0.0
20180108:1010,0.0,79.0,0.0,17.19,7.2,3.38,0.0
20180108:1110,228.01,92.0,0.0,19.98,7.61,3.38,0.0
20180108:1210,2.0,121.0,0.0,20.22,7.97,3.52,0.0
20180108:1310,186.01,91.0,0.0,17.88,8.2,3.59,0.0
20180108:1410,51.0,100.0,0.0,13.21,8.64,3.52,0.0
20180108:1510,1.0,32.0,0.0,6.63,8.41,3.38,0.0
20180108:1610,0.0,0.0,0.0,0.0,7.34,3.1,0.0
20180108:1710,0.0,0.0,0.0,0.0,6.68,2.62,0.0
20180108:1810,0.0,0.0,0.0,0.0,6.39,2.34,0.0
20180108:1910,0.0,0.0,0.0,0.0,6.29,3.1,0.0
20180108:2010,0.0,0.0,0.0,0.0,6.39,3.03,0.0
20180108:2110,0.0,0.0,0.0,0.0,6.32,2.9,0.0
20180108:2210,0.0,0.0,0.0,0.0,6.16,2.41,0.0
20180108:2310,0.0,0.0,0.0,0.0,5.48,1.52,0.0
20180109:0010,0.0,0.0,0.0,0.0,6.23,0.14,0.0
20180109:0110,0.0,0.0,0.0,0.0,4.29,1.24,0.0
20180109:0210,0.0,0.0,0.0,0.0,5.22,0.69,0.0
20180109:0310,0.0,0.0,0.0,0.0,3.96,1.1,0.0
20180109:0410,0.0,0.0,0.0,0.0,3.39,1.24,0.0
20180109:0510,0.0,0.0,0.0,0.0,2.99,1.45,0.0
20180109:0610,0.0,0.0,0.0,0.0,2.86,1.38,0.0
20180109:0710,0.0,0.0,0.0,0.0,3.27,1.24,0.0
20180109:0810,1.0,25.8,0.0,5.32,4.02,0.97,0.0
20180109:0910,24.0,93.0,0.0,12.22,4.29,1.03,0.0
20180109:1010,14.0,129.0,0.0,17.29,6.41,1.66,0.0
20180109:1110,8.0,142.0,0.0,20.11,7.52,2.41,0.0
20180109:1210,29.0,162.0,0.0,20.36,7.99,3.17,0.0
20180109:1310,25.0,142.0,0.0,18.04,8.03,3.38,0.0
20180109:1410,2.0,81.0,0.0,13.37,7.64,3.17,0.0
20180109:1510,0.0,8.0,0.0,6.8,7.04,4.41,0.0
20180109:1610,0.0,0.0,0.0,0.0,6.8,4.21,0.0
20180109:1710,0.0,0.0,0.0,0.0,6.6,4.0,0.0
20180109:1810,0.0,0.0,0.0,0.0,6.42,3.86,0.0
20180109:1910,0.0,0.0,0.0,0.0,6.68,3.38,0.0
20180109:2010,0.0,0.0,0.0,0.0,6.51,3.31,0.0
20180109:2110,0.0,0.0,0.0,0.0,6.41,3.52,0.0
20180109:2210,0.0,0.0,0.0,0.0,6.23,3.86,0.0
20180109:2310,0.0,0.0,0.0,0.0,5.96,4.07,0.0
20180110:0010,0.0,0.0,0.0,0.0,5.46,3.93,0.0
20180110:0110,0.0,0.0,0.0,0.0,5.02,3.72,0.0
20180110:0210,0.0,0.0,0.0,0.0,4.6,3.59,0.0
20180110:0310,0.0,0.0,0.0,0.0,4.38,3.72,0.0
20180110:0410,0.0,0.0,0.0,0.0,4.45,3.79,0.0
20180110:0510,0.0,0.0,0.0,0.0,4.94,3.86,0.0
20180110:0610,0.0,0.0,0.0,0.0,5.34,3.86,0.0
20180110:0710,0.0,0.0,0.0,0.0,5.16,3.38,0.0
20180110:0810,1.0,25.8,0.0,5.39,5.73,3.59,0.0
20180110:0910,0.0,24.0,0.0,12.31,6.25,3.72,0.0
20180110:1010,1.0,99.0,0.0,17.4,6.66,3.72,0.0
20180110:1110,13.0,151.0,0.0,20.24,6.97,3.72,0.0
20180110:1210,14.0,153.0,0.0,20.51,7.38,3.59,0.0
20180110:1310,14.0,136.0,0.0,18.2,7.9,3.86,0.0
20180110:1410,0.0,62.0,0.0,13.55,8.03,3.24,0.0
20180110:1510,9.0,47.0,0.0,6.97,7.55,2.48,0.0
20180110:1610,0.0,0.0,0.0,0.0,6.7,2.14,0.0
20180110:1710,0.0,0.0,0.0,0.0,5.74,2.0,0.0
20180110:1810,0.0,0.0,0.0,0.0,5.71,1.86,0.0
20180110:1910,0.0,0.0,0.0,0.0,5.17,2.21,0.0
20180110:2010,0.0,0.0,0.0,0.0,4.49,2.21,0.0
20180110:2110,0.0,0.0,0.0,0.0,4.06,2.14,0.0
20180110:2210,0.0,0.0,0.0,0.0,3.77,2.0,0.0
20180110:2310,0.0,0.0,0.0,0.0,2.99,2.0,0.0
20180111:0010,0.0,0.0,0.0,0.0,2.33,1.86,0.0
20180111:0110,0.0,0.0,0.0,0.0,1.5,1.79,0.0
20180111:0210,0.0,0.0,0.0,0.0,0.88,1.72,0.0
20180111:0310,0.0,0.0,0.0,0.0,0.4,1.59,0.0
20180111:0410,0.0,0.0,0.0,0.0,0.64,1.31,0.0
20180111:0510,0.0,0.0,0.0,0.0,1.3,1.1,0.0
20180111:0610,0.0,0.0,0.0,0.0,1.45,1.03,0.0
20180111:0710,0.0,0.0,0.0,0.0,2.92,0.28,0.0
20180111:0810,8.0,32.92,0.0,5.47,2.64,0.76,0.0
20180111:0910,16.0,93.0,0.0,12.41,3.31,0.28,0.0
20180111:1010,21.0,136.0,0.0,17.52,5.44,0.34,0.0
20180111:1110,27.0,162.0,0.0,20.38,7.08,0.34,0.0
20180111:1210,8.0,146.0,0.0,20.67,8.03,0.69,0.0
20180111:1310,43.0,149.0,0.0,18.37,8.69,1.1,0.0
20180111:1410,73.0,98.0,0.0,13.72,8.64,1.52,0.0
20180111:1510,24.0,49.0,0.0,7.15,8.18,1.45,0.0
20180111:1610,0.0,0.0,0.0,0.0,7.1,1.86,0.0
20180111:1710,0.0,0.0,0.0,0.0,5.63,2.07,0.0
20180111:1810,0.0,0.0,0.0,0.0,4.72,2.07,0.0
20180111:1910,0.0,0.0,0.0,0.0,3.8,1.93,0.0
20180111:2010,0.0,0.0,0.0,0.0,2.91,2.0,0.0
20180111:2110,0.0,0.0,0.0,0.0,2.04,2.14,0.0
20180111:2210,0.0,0.0,0.0,0.0,1.38,2.21,0.0
20180111:2310,0.0,0.0,0.0,0.0,0.93,2.21,0.0
20180112:0010,0.0,0.0,0.0,0.0,0.52,2.21,0.0
20180112:0110,0.0,0.0,0.0,0.0,0.11,2.28,0.0
20180112:0210,0.0,0.0,0.0,0.0,-0.11,2.28,0.0
20180112:0310,0.0,0.0,0.0,0.0,-0.27,2.28,0.0
20180112:0410,0.0,0.0,0.0,0.0,0.58,2.14,0.0
20180112:0510,0.0,0.0,0.0,0.0,1.32,2.14,0.0
20180112:0610,0.0,0.0,0.0,0.0,1.6,2.28,0.0
20180112:0710,0.0,0.0,0.0,0.0,1.9,2.34,0.0
20180112:0810,5.0,32.76,0.0,5.55,1.66,2.28,0.0
20180112:0910,0.0,59.0,0.0,12.51,3.02,2.14,0.0
20180112:1010,0.0,67.0,0.0,17.65,4.19,3.17,0.0
20180112:1110,0.0,75.0,0.0,20.53,5.11,3.1,0.0
20180112:1210,121.01,156.0,0.0,20.84,5.85,3.1,0.0
20180112:1310,56.0,151.0,0.0,18.55,6.21,3.17,0.0
20180112:1410,45.0,108.0,0.0,13.9,6.26,3.24,0.0
20180112:1510,69.01,31.0,0.0,7.33,6.11,2.97,0.0
20180112:1610,0.0,0.0,0.0,0.0,5.69,2.34,0.0
20180112:1710,0.0,0.0,0.0,0.0,5.39,2.21,0.0
20180112:1810,0.0,0.0,0.0,0.0,4.99,2.0,0.0
20180112:1910,0.0,0.0,0.0,0.0,4.95,1.79,0.0
20180112:2010,0.0,0.0,0.0,0.0,4.03,1.72,0.0
20180112:2110,0.0,0.0,0.0,0.0,3.62,1.79,0.0
20180112:2210,0.0,0.0,0.0,0.0,3.3,2.0,0.0
20180112:2310,0.0,0.0,0.0,0.0,3.11,2.07,0.0
20180113:0010,0.0,0.0,0.0,0.0,2.97,2.14,0.0
20180113:0110,0.0,0.0,0.0,0.0,2.15,2.28,0.0
20180113:0210,0.0,0.0,0.0,0.0,1.64,2.21,0.0
20180113:0310,0.0,0.0,0.0,0.0,1.18,2.0,0.0
20180113:0410,0.0,0.0,0.0,0.0,0.57,1.86,0.0
20180113:0510,0.0,0.0,0.0,0.0,0.15,1.86,0.0
20180113:0610,0.0,0.0,0.0,0.0,-0.57,1.86,0.0
20180113:0710,0.0,0.0,0.0,0.0,-0.85,2.07,0.0
20180113:0810,20.0,31.67,0.0,5.64,-0.87,1.79,0.0
20180113:0910,38.0,99.0,0.0,12.62,0.67,1.52,0.0
20180113:1010,193.01,88.0,0.0,17.78,3.06,1.72,0.0
20180113:1110,291.01,65.0,0.0,20.68,4.17,1.59,0.0
20180113:1210,270.01,83.0,0.0,21.01,5.1,1.45,0.0
20180113:1310,277.01,48.0,0.0,18.73,5.72,1.52,0.0
20180113:1410,182.01,48.0,0.0,14.09,5.94,1.79,0.0
20180113:1510,72.01,32.0,0.0,7.52,5.71,2.0,0.0
20180113:1610,0.0,0.0,0.0,0.0,4.67,2.0,0.0
20180113:1710,0.0,0.0,0.0,0.0,3.59,1.79,0.0
20180113:1810,0.0,0.0,0.0,0.0,2.58,1.72,0.0
20180113:1910,0.0,0.0,0.0,0.0,1.99,2.21,0.0
20180113:2010,0.0,0.0,0.0,0.0,1.52,2.14,0.0
20180113:2110,0.0,0.0,0.0,0.0,0.97,2.07,0.0
20180113:2210,0.0,0.0,0.0,0.0,0.5,2.07,0.0
20180113:2310,0.0,0.0,0.0,0.0,0.39,2.07,0.0
20180114:0010,0.0,0.0,0.0,0.0,0.42,2.14,0.0
20180114:0110,0.0,0.0,0.0,0.0,0.55,2.07,0.0
20180114:0210,0.0,0.0,0.0,0.0,0.47,1.93,0.0
20180114:0310,0.0,0.0,0.0,0.0,0.11,1.79,0.0
20180114:0410,0.0,0.0,0.0,0.0,0.29,1.52,0.0
20180114:0510,0.0,0.0,0.0,0.0,0.84,1.31,0.0
20180114:0610,0.0,0.0,0.0,0.0,2.0,0.97,0.0
20180114:0710,0.0,0.0,0.0,0.0,0.8,1.17,0.0
20180114:0810,14.0,38.0,0.0,5.74,1.17,1.03,0.0
20180114:0910,45.0,97.0,0.0,12.74,2.09,0.69,0.0
20180114:1010,230.01,65.0,0.0,17.93,4.0,0.83,0.0
20180114:1110,312.01,50.0,0.0,20.85,5.59,1.24,0.0
20180114:1210,282.01,74.0,0.0,21.19,6.86,1.59,0.0
20180114:1310,234.01,75.0,0.0,18.92,7.7,1.79,0.0
20180114:1410,65.0,107.0,0.0,14.28,7.98,1.72,0.0
20180114:1510,75.01,32.0,0.0,7.71,7.48,1.52,0.0
20180114:1610,0.0,0.0,0.0,0.0,6.07,1.86,0.0
20180114:1710,0.0,0.0,0.0,0.0,4.2,1.66,0.0
20180114:1810,0.0,0.0,0.0,0.0,2.98,1.31,0.0
20180114:1910,0.0,0.0,0.0,0.0,2.87,1.24,0.0
20180114:2010,0.0,0.0,0.0,0.0,3.71,1.03,0.0
20180114:2110,0.0,0.0,0.0,0.0,3.85,0.97,0.0
20180114:2210,0.0,0.0,0.0,0.0,3.18,1.24,0.0
20180114:2310,0.0,0.0,0.0,0.0,1.38,1.52,0.0
20180115:0010,0.0,0.0,0.0,0.0,-0.22,1.86,0.0
20180115:0110,0.0,0.0,0.0,0.0,-1.1,2.07,0.0
20180115:0210,0.0,0.0,0.0,0.0,-1.13,2.14,0.0
20180115:0310,0.0,0.0,0.0,0.0,-0.99,2.21,0.0
20180115:0410,0.0,0.0,0.0,0.0,-0.86,2.21,0.0
20180115:0510,0.0,0.0,0.0,0.0,-0.5,2.14,0.0
20180115:0610,0.0,0.0,0.0,0.0,-0.33,2.21,0.0
20180115:0710,0.0,0.0,0.0,0.0,0.84,2.41,0.0
20180115:0810,0.0,13.0,0.0,5.84,1.45,2.62,0.0
20180115:0910,1.0,70.0,0.0,12.86,2.91,2.9,0.0
20180115:1010,0.0,80.0,0.0,18.07,4.36,3.1,0.0
20180115:1110,105.0,163.0,0.0,21.01,5.5,3.72,0.0
20180115:1210,0.0,97.0,0.0,21.38,6.47,4.76,0.0
20180115:1310,0.0,63.0,0.0,19.12,6.71,5.1,0.0
20180115:1410,0.0,43.0,0.0,14.48,6.79,6.21,0.0
20180115:1510,0.0,25.0,0.0,7.91,5.84,6.21,0.0
20180115:1610,0.0,0.0,0.0,0.0,5.6,6.62,0.0
20180115:1710,0.0,0.0,0.0,0.0,5.1,7.03,0.0
20180115:1810,0.0,0.0,0.0,0.0,5.14,7.66,0.0
20180115:1910,0.0,0.0,0.0,0.0,5.15,7.93,0.0
20180115:2010,0.0,0.0,0.0,0.0,5.18,7.66,0.0
20180115:2110,0.0,0.0,0.0,0.0,5.51,7.38,0.0
20180115:2210,0.0,0.0,0.0,0.0,5.98,6.9,0.0
20180115:2310,0.0,0.0,0.0,0.0,6.22,6.28,0.0
20180116:0010,0.0,0.0,0.0,0.0,6.23,5.79,0.0
20180116:0110,0.0,0.0,0.0,0.0,5.97,5.24,0.0
20180116:0210,0.0,0.0,0.0,0.0,6.43,5.45,0.0
20180116:0310,0.0,0.0,0.0,0.0,6.91,6.0,0.0
20180116:0410,0.0,0.0,0.0,0.0,7.13,6.0,0.0
20180116:0510,0.0,0.0,0.0,0.0,7.18,6.0,0.0
20180116:0610,0.0,0.0,0.0,0.0,7.24,6.69,0.0
20180116:0710,0.0,0.0,0.0,0.0,7.33,6.21,0.0
20180116:0810,0.0,8.0,0.0,5.95,7.54,6.28,0.0
20180116:0910,23.0,100.0,0.0,13.0,7.7,6.69,0.0
20180116:1010,220.01,74.0,0.0,18.23,8.02,7.52,0.0
20180116:1110,263.01,84.0,0.0,21.19,8.18,7.03,0.0
20180116:1210,159.01,146.0,0.0,21.57,8.76,7.79,0.0
20180116:1310,147.01,126.0,0.0,19.32,9.03,7.66,0.0
20180116:1410,78.0,106.0,0.0,14.69,8.75,7.45,0.0
20180116:1510,34.0,54.0,0.0,8.11,8.68,6.76,0.0
20180116:1610,0.0,0.0,0.0,0.0,7.97,6.0,0.0
20180116:1710,0.0,0.0,0.0,0.0,7.33,6.21,0.0
20180116:1810,0.0,0.0,0.0,0.0,6.73,6.76,0.0
20180116:1910,0.0,0.0,0.0,0.0,6.47,5.59,0.0
20180116:2010,0.0,0.0,0.0,0.0,6.39,5.24,0.0
20180116:2110,0.0,0.0,0.0,0.0,6.26,5.79,0.0
20180116:2210,0.0,0.0,0.0,0.0,5.75,6.14,0.0
20180116:2310,0.0,0.0,0.0,0.0,5.64,6.62,0.0
20180117:0010,0.0,0.0,0.0,0.0,5.15,6.9,0.0
20180117:0110,0.0,0.0,0.0,0.0,4.73,6.9,0.0
20180117:0210,0.0,0.0,0.0,0.0,4.2,6.62,0.0
20180117:0310,0.0,0.0,0.0,0.0,3.74,7.17,0.0
20180117:0410,0.0,0.0,0.0,0.0,3.05,7.66,0.0
20180117:0510,0.0,0.0,0.0,0.0,2.54,7.52,0.0
20180117:0610,0.0,0.0,0.0,0.0,2.18,6.9,0.0
20180117:0710,0.0,0.0,0.0,0.0,2.25,6.14,0.0
