Latitude (decimal degrees):	45.473
Longitude (decimal degrees):	9.185
Elevation (m):	133
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180106:2310,0.0,0.0,0.0,0.0,6.66,0.69,0.0
20180107:0010,0.0,0.0,0.0,0.0,6.24,1.17,0.0
20180107:0110,0.0,0.0,0.0,0.0,6.52,1.59,0.0
20180107:0210,0.0,0.0,0.0,0.0,6.77,1.86,0.0
20180107:0310,0.0,0.0,0.0,0.0,6.73,1.86,0.0
20180107:0410,0.0,0.0,0.0,0.0,6.71,1.86,0.0
20180107:0510,0.0,0.0,0.0,0.0,6.8,2.07,0.0
20180107:0610,0.0,0.0,0.0,0.0,6.76,2.21,0.0
20180107:0710,0.0,0.0,0.0,0.0,6.93,2.28,0.0
20180107:0810,1.0,43.0,0.0,8.52,7.27,2.41,0.0
20180107:0910,14.0,112.0,0.0,15.18,7.91,3.31,0.0
20180107:1010,0.0,44.0,0.0,19.82,8.37,2.55,0.0
20180107:1110,0.0,92.0,0.0,22.01,9.07,2.34,0.0
20180107:1210,0.0,90.0,0.0,21.5,9.55,2.41,0.0
20180107:1310,0.0,52.0,0.0,18.34,9.79,2.41,0.0
20180107:1410,0.0,27.0,0.0,12.88,9.87,2.76,0.0
20180107:1510,0.0,10.0,0.0,5.59,9.74,2.28,0.0
20180107:1610,0.0,0.0,0.0,0.0,9.58,2.41,0.0
20180107:1710,0.0,0.0,0.0,0.0,9.57,2.48,0.0
20180107:1810,0.0,0.0,0.0,0.0,9.46,2.55,0.0
20180107:1910,0.0,0.0,0.0,0.0,9.09,2.69,0.0
20180107:2010,0.0,0.0,0.0,0.0,8.98,2.55,0.0
20180107:2110,0.0,0.0,0.0,0.0,8.94,2.48,0.0
20180107:2210,0.0,0.0,0.0,0.0,8.8,2.41,0.0
20180107:2310,0.0,0.0,0.0,0.0,8.77,2.41,0.0
20180108:0010,0.0,0.0,0.0,0.0,8.55,2.41,0.0
20180108:0110,0.0,0.0,0.0,0.0,8.47,2.48,0.0
20180108:0210,0.0,0.0,0.0,0.0,8.08,2.55,0.0
20180108:0310,0.0,0.0,0.0,0.0,8.01,2.48,0.0
20180108:0410,0.0,0.0,0.0,0.0,7.95,2.69,0.0
20180108:0510,0.0,0.0,0.0,0.0,8.1,2.69,0.0
20180108:0610,0.0,0.0,0.0,0.0,8.14,2.48,0.0
20180108:0710,0.0,0.0,0.0,0.0,9.09,3.17,0.0
20180108:0810,5.0,55.0,0.0,8.58,9.69,3.24,0.0
20180108:0910,0.0,39.0,0.0,15.26,10.21,3.45,0.0
20180108:1010,7.0,136.0,0.0,19.93,10.77,3.03,0.0
20180108:1110,0.0,39.0,0.0,22.14,11.58,3.72,0.0
20180108:1210,0.0,32.0,0.0,21.64,11.83,3.86,0.0
20180108:1310,22.0,143.0,0.0,18.49,11.77,4.28,0.0
20180108:1410,1.0,69.0,0.0,13.04,11.72,4.9,0.0
20180108:1510,0.0,16.0,0.0,5.75,11.7,4.41,0.0
20180108:1610,0.0,0.0,0.0,0.0,11.47,4.14,0.0
20180108:1710,0.0,0.0,0.0,0.0,11.31,4.21,0.0
20180108:1810,0.0,0.0,0.0,0.0,11.23,4.69,0.0
20180108:1910,0.0,0.0,0.0,0.0,10.94,5.1,0.0
20180108:2010,0.0,0.0,0.0,0.0,10.97,5.72,0.0
20180108:2110,0.0,0.0,0.0,0.0,11.17,5.79,0.0
20180108:2210,0.0,0.0,0.0,0.0,11.24,5.93,0.0
20180108:2310,0.0,0.0,0.0,0.0,11.21,6.34,0.0
20180109:0010,0.0,0.0,0.0,0.0,11.12,6.69,0.0
20180109:0110,0.0,0.0,0.0,0.0,11.17,7.1,0.0
20180109:0210,0.0,0.0,0.0,0.0,10.72,5.86,0.0
20180109:0310,0.0,0.0,0.0,0.0,10.66,5.72,0.0
20180109:0410,0.0,0.0,0.0,0.0,10.58,5.59,0.0
20180109:0510,0.0,0.0,0.0,0.0,10.44,5.1,0.0
20180109:0610,0.0,0.0,0.0,0.0,9.78,4.07,0.0
20180109:0710,0.0,0.0,0.0,0.0,10.33,4.41,0.0
20180109:0810,1.0,47.0,0.0,8.65,10.03,3.93,0.0
20180109:0910,25.0,121.0,0.0,15.35,9.49,3.1,0.0
20180109:1010,2.0,122.0,0.0,20.04,9.82,2.69,0.0
20180109:1110,2.0,137.0,0.0,22.27,10.32,2.83,0.0
20180109:1210,36.0,177.0,0.0,21.79,10.34,3.86,0.0
20180109:1310,2.0,115.0,0.0,18.65,10.34,4.9,0.0
20180109:1410,9.0,94.0,0.0,13.2,10.28,4.28,0.0
20180109:1510,0.0,11.0,0.0,5.92,10.13,4.0,0.0
20180109:1610,0.0,0.0,0.0,0.0,9.57,3.52,0.0
20180109:1710,0.0,0.0,0.0,0.0,8.83,3.31,0.0
20180109:1810,0.0,0.0,0.0,0.0,8.31,3.1,0.0
20180109:1910,0.0,0.0,0.0,0.0,8.34,2.41,0.0
20180109:2010,0.0,0.0,0.0,0.0,8.07,2.21,0.0
20180109:2110,0.0,0.0,0.0,0.0,7.54,2.28,0.0
20180109:2210,0.0,0.0,0.0,0.0,6.99,2.41,0.0
20180109:2310,0.0,0.0,0.0,0.0,6.74,2.41,0.0
20180110:0010,0.0,0.0,0.0,0.0,6.43,2.34,0.0
20180110:0110,0.0,0.0,0.0,0.0,5.85,2.28,0.0
20180110:0210,0.0,0.0,0.0,0.0,5.61,2.14,0.0
20180110:0310,0.0,0.0,0.0,0.0,5.75,1.72,0.0
20180110:0410,0.0,0.0,0.0,0.0,5.79,1.52,0.0
20180110:0510,0.0,0.0,0.0,0.0,5.66,1.38,0.0
20180110:0610,0.0,0.0,0.0,0.0,5.6,1.31,0.0
20180110:0710,0.0,0.0,0.0,0.0,4.34,1.17,0.0
20180110:0810,3.0,52.0,0.0,8.72,4.82,0.48,0.0
20180110:0910,139.01,85.0,0.0,15.44,6.29,0.34,0.0
20180110:1010,55.0,164.0,0.0,20.15,7.47,0.48,0.0
20180110:1110,31.0,180.0,0.0,22.41,8.77,0.69,0.0
20180110:1210,0.0,89.0,0.0,21.95,9.57,0.76,0.0
20180110:1310,0.0,83.0,0.0,18.82,10.3,0.83,0.0
20180110:1410,0.0,60.0,0.0,13.37,10.05,0.9,0.0
20180110:1510,6.0,38.0,0.0,6.09,9.74,0.69,0.0
20180110:1610,0.0,0.0,0.0,0.0,8.79,0.97,0.0
20180110:1710,0.0,0.0,0.0,0.0,7.7,0.97,0.0
20180110:1810,0.0,0.0,0.0,0.0,7.65,0.83,0.0
20180110:1910,0.0,0.0,0.0,0.0,7.13,0.83,0.0
20180110:2010,0.0,0.0,0.0,0.0,5.96,1.24,0.0
20180110:2110,0.0,0.0,0.0,0.0,5.48,1.24,0.0
20180110:2210,0.0,0.0,0.0,0.0,5.89,0.83,0.0
20180110:2310,0.0,0.0,0.0,0.0,5.41,0.83,0.0
20180111:0010,0.0,0.0,0.0,0.0,3.99,1.24,0.0
20180111:0110,0.0,0.0,0.0,0.0,3.11,1.52,0.0
20180111:0210,0.0,0.0,0.0,0.0,2.8,1.31,0.0
20180111:0310,0.0,0.0,0.0,0.0,2.49,1.17,0.0
20180111:0410,0.0,0.0,0.0,0.0,3.13,0.76,0.0
20180111:0510,0.0,0.0,0.0,0.0,2.88,0.83,0.0
20180111:0610,0.0,0.0,0.0,0.0,2.36,0.9,0.0
20180111:0710,0.0,0.0,0.0,0.0,3.16,0.97,0.0
20180111:0810,17.0,64.0,0.0,8.8,4.18,0.69,0.0
20180111:0910,31.0,123.0,0.0,15.54,5.62,0.48,0.0
20180111:1010,57.0,166.0,0.0,20.28,7.09,0.48,0.0
20180111:1110,40.0,185.0,0.0,22.55,8.61,0.76,0.0
20180111:1210,18.0,170.0,0.0,22.11,9.19,0.83,0.0
20180111:1310,65.0,152.0,0.0,18.99,9.74,0.69,0.0
20180111:1410,181.01,36.0,0.0,13.55,9.94,0.69,0.0
20180111:1510,49.01,29.0,0.0,6.27,9.72,0.55,0.0
20180111:1610,0.0,0.0,0.0,0.0,8.75,0.48,0.0
20180111:1710,0.0,0.0,0.0,0.0,7.87,0.76,0.0
20180111:1810,0.0,0.0,0.0,0.0,5.92,1.17,0.0
20180111:1910,0.0,0.0,0.0,0.0,4.05,1.38,0.0
20180111:2010,0.0,0.0,0.0,0.0,4.15,1.03,0.0
20180111:2110,0.0,0.0,0.0,0.0,2.99,1.24,0.0
20180111:2210,0.0,0.0,0.0,0.0,1.9,1.31,0.0
20180111:2310,0.0,0.0,0.0,0.0,1.45,1.17,0.0
20180112:0010,0.0,0.0,0.0,0.0,0.42,1.1,0.0
20180112:0110,0.0,0.0,0.0,0.0,0.34,0.76,0.0
20180112:0210,0.0,0.0,0.0,0.0,0.45,0.62,0.0
20180112:0310,0.0,0.0,0.0,0.0,0.94,0.41,0.0
20180112:0410,0.0,0.0,0.0,0.0,1.12,0.14,0.0
20180112:0510,0.0,0.0,0.0,0.0,1.39,0.21,0.0
20180112:0610,0.0,0.0,0.0,0.0,1.71,0.34,0.0
20180112:0710,0.0,0.0,0.0,0.0,1.47,1.24,0.0
20180112:0810,82.01,42.0,0.0,8.88,2.04,1.17,0.0
20180112:0910,106.01,106.0,0.0,15.65,4.76,0.97,0.0
20180112:1010,247.01,85.0,0.0,20.41,7.15,0.97,0.0
20180112:1110,288.01,88.0,0.0,22.71,8.5,0.97,0.0
20180112:1210,315.01,65.0,0.0,22.28,9.21,1.03,0.0
20180112:1310,284.01,45.0,0.0,19.17,9.71,1.17,0.0
20180112:1410,175.01,44.0,0.0,13.73,9.76,1.03,0.0
20180112:1510,30.0,40.0,0.0,6.45,9.37,0.76,0.0
20180112:1610,0.0,0.0,0.0,0.0,7.92,0.9,0.0
20180112:1710,0.0,0.0,0.0,0.0,6.56,1.03,0.0
20180112:1810,0.0,0.0,0.0,0.0,4.26,1.52,0.0
20180112:1910,0.0,0.0,0.0,0.0,6.06,0.41,0.0
20180112:2010,0.0,0.0,0.0,0.0,4.78,1.24,0.0
20180112:2110,0.0,0.0,0.0,0.0,2.09,1.79,0.0
20180112:2210,0.0,0.0,0.0,0.0,1.04,1.93,0.0
20180112:2310,0.0,0.0,0.0,0.0,0.55,1.72,0.0
20180113:0010,0.0,0.0,0.0,0.0,0.15,1.52,0.0
20180113:0110,0.0,0.0,0.0,0.0,0.08,1.52,0.0
20180113:0210,0.0,0.0,0.0,0.0,-0.2,1.66,0.0
20180113:0310,0.0,0.0,0.0,0.0,-0.35,1.59,0.0
20180113:0410,0.0,0.0,0.0,0.0,-0.67,1.66,0.0
20180113:0510,0.0,0.0,0.0,0.0,-0.91,1.72,0.0
20180113:0610,0.0,0.0,0.0,0.0,-1.12,1.59,0.0
20180113:0710,0.0,0.0,0.0,0.0,-0.44,1.59,0.0
20180113:0810,86.01,41.0,0.0,8.98,0.36,1.45,0.0
20180113:0910,203.01,54.0,0.0,15.76,3.06,1.52,0.0
20180113:1010,297.01,56.0,0.0,20.55,5.14,1.72,0.0
20180113:1110,353.01,49.0,0.0,22.87,7.03,1.72,0.0
20180113:1210,326.01,61.0,0.0,22.45,8.55,1.72,0.0
20180113:1310,285.01,47.0,0.0,19.36,9.51,1.66,0.0
20180113:1410,177.01,46.0,0.0,13.92,9.94,1.38,0.0
20180113:1510,40.0,37.0,0.0,6.63,9.47,1.24,0.0
20180113:1610,0.0,0.0,0.0,0.0,7.87,2.0,0.0
20180113:1710,0.0,0.0,0.0,0.0,5.6,2.14,0.0
20180113:1810,0.0,0.0,0.0,0.0,3.89,1.93,0.0
20180113:1910,0.0,0.0,0.0,0.0,3.6,1.24,0.0
20180113:2010,0.0,0.0,0.0,0.0,2.79,1.17,0.0
20180113:2110,0.0,0.0,0.0,0.0,2.73,0.97,0.0
20180113:2210,0.0,0.0,0.0,0.0,1.73,0.76,0.0
20180113:2310,0.0,0.0,0.0,0.0,0.99,0.69,0.0
20180114:0010,0.0,0.0,0.0,0.0,0.01,0.62,0.0
20180114:0110,0.0,0.0,0.0,0.0,-0.6,0.62,0.0
20180114:0210,0.0,0.0,0.0,0.0,-0.93,0.41,0.0
20180114:0310,0.0,0.0,0.0,0.0,-1.27,0.41,0.0
20180114:0410,0.0,0.0,0.0,0.0,-1.38,0.55,0.0
20180114:0510,0.0,0.0,0.0,0.0,-1.2,0.62,0.0
20180114:0610,0.0,0.0,0.0,0.0,-0.96,0.62,0.0
20180114:0710,0.0,0.0,0.0,0.0,-1.01,0.9,0.0
20180114:0810,49.0,60.0,0.0,9.07,-0.2,0.62,0.0
20180114:0910,175.01,72.0,0.0,15.88,2.29,0.55,0.0
20180114:1010,294.01,59.0,0.0,20.69,3.99,0.48,0.0
20180114:1110,330.01,66.0,0.0,23.04,5.35,0.83,0.0
20180114:1210,262.01,103.0,0.0,22.64,6.24,1.03,0.0
20180114:1310,302.01,38.0,0.0,19.55,7.02,1.31,0.0
20180114:1410,179.01,47.0,0.0,14.11,7.64,1.45,0.0
20180114:1510,68.01,25.0,0.0,6.82,7.19,1.31,0.0
20180114:1610,0.0,0.0,0.0,0.0,6.3,1.52,0.0
20180114:1710,0.0,0.0,0.0,0.0,4.82,1.45,0.0
20180114:1810,0.0,0.0,0.0,0.0,3.51,1.24,0.0
20180114:1910,0.0,0.0,0.0,0.0,3.01,1.45,0.0
20180114:2010,0.0,0.0,0.0,0.0,2.29,1.59,0.0
20180114:2110,0.0,0.0,0.0,0.0,2.05,1.52,0.0
20180114:2210,0.0,0.0,0.0,0.0,1.86,1.45,0.0
20180114:2310,0.0,0.0,0.0,0.0,2.29,1.1,0.0
20180115:0010,0.0,0.0,0.0,0.0,2.59,0.76,0.0
20180115:0110,0.0,0.0,0.0,0.0,2.62,0.55,0.0
20180115:0210,0.0,0.0,0.0,0.0,2.33,0.69,0.0
20180115:0310,0.0,0.0,0.0,0.0,1.57,0.9,0.0
20180115:0410,0.0,0.0,0.0,0.0,0.74,1.03,0.0
20180115:0510,0.0,0.0,0.0,0.0,0.88,0.76,0.0
20180115:0610,0.0,0.0,0.0,0.0,1.2,0.55,0.0
20180115:0710,0.0,0.0,0.0,0.0,2.16,0.41,0.0
20180115:0810,19.0,68.0,0.0,9.18,2.24,0.34,0.0
20180115:0910,10.0,117.0,0.0,16.01,3.68,0.28,0.0
20180115:1010,2.0,131.0,0.0,20.85,4.82,0.62,0.0
20180115:1110,3.0,151.0,0.0,23.21,5.93,1.1,0.0
20180115:1210,15.0,173.0,0.0,22.83,6.36,1.31,0.0
20180115:1310,2.0,121.0,0.0,19.75,6.8,1.17,0.0
20180115:1410,0.0,58.0,0.0,14.31,6.85,0.97,0.0
20180115:1510,18.0,48.0,0.0,7.02,6.68,1.24,0.0
20180115:1610,0.0,0.0,0.0,0.0,5.98,1.38,0.0
20180115:1710,0.0,0.0,0.0,0.0,5.25,1.52,0.0
20180115:1810,0.0,0.0,0.0,0.0,4.77,1.52,0.0
20180115:1910,0.0,0.0,0.0,0.0,4.72,1.66,0.0
20180115:2010,0.0,0.0,0.0,0.0,4.4,1.93,0.0
20180115:2110,0.0,0.0,0.0,0.0,4.34,2.07,0.0
20180115:2210,0.0,0.0,0.0,0.0,4.16,2.21,0.0
20180115:2310,0.0,0.0,0.0,0.0,4.05,2.21,0.0
20180116:0010,0.0,0.0,0.0,0.0,3.98,2.28,0.0
20180116:0110,0.0,0.0,0.0,0.0,3.83,2.14,0.0
20180116:0210,0.0,0.0,0.0,0.0,3.71,1.72,0.0
20180116:0310,0.0,0.0,0.0,0.0,3.69,1.38,0.0
20180116:0410,0.0,0.0,0.0,0.0,3.53,1.03,0.0
20180116:0510,0.0,0.0,0.0,0.0,3.48,0.9,0.0
20180116:0610,0.0,0.0,0.0,0.0,3.32,1.24,0.0
20180116:0710,0.0,0.0,0.0,0.0,2.95,0.69,0.0
20180116:0810,4.0,59.0,0.0,9.29,3.2,1.24,0.0
20180116:0910,1.0,94.0,0.0,16.15,3.74,1.66,0.0
20180116:1010,0.0,97.0,0.0,21.01,4.54,1.79,0.0
20180116:1110,0.0,90.0,0.0,23.39,5.44,1.52,0.0
20180116:1210,0.0,90.0,0.0,23.02,5.84,1.66,0.0
20180116:1310,0.0,85.0,0.0,19.95,6.28,1.66,0.0
20180116:1410,14.0,108.0,0.0,14.52,6.27,1.59,0.0
20180116:1510,39.0,44.0,0.0,7.22,5.93,1.79,0.0
20180116:1610,0.0,0.0,0.0,0.0,4.69,1.79,0.0
20180116:1710,0.0,0.0,0.0,0.0,3.39,1.79,0.0
20180116:1810,0.0,0.0,0.0,0.0,2.04,1.79,0.0
20180116:1910,0.0,0.0,0.0,0.0,1.38,1.45,0.0
20180116:2010,0.0,0.0,0.0,0.0,0.8,1.1,0.0
20180116:2110,0.0,0.0,0.0,0.0,0.13,1.24,0.0
20180116:2210,0.0,0.0,0.0,0.0,-0.82,1.66,0.0
20180116:2310,0.0,0.0,0.0,0.0,-1.27,1.59,0.0
20180117:0010,0.0,0.0,0.0,0.0,-1.67,1.72,0.0
20180117:0110,0.0,0.0,0.0,0.0,-1.77,1.66,0.0
20180117:0210,0.0,0.0,0.0,0.0,-2.02,1.72,0.0
20180117:0310,0.0,0.0,0.0,0.0,-1.98,1.72,0.0
20180117:0410,0.0,0.0,0.0,0.0,-2.05,1.79,0.0
20180117:0510,0.0,0.0,0.0,0.0,-1.56,2.28,0.0
20180117:0610,0.0,0.0,0.0,0.0,-0.47,2.48,0.0
