Latitude (decimal degrees):	48.856
Longitude (decimal degrees):	2.351
Elevation (m):	34
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180104:0310,0.0,0.0,0.0,0.0,8.98,2.48,0.0
20180104:0410,0.0,0.0,0.0,0.0,9.3,2.62,0.0
20180104:0510,0.0,0.0,0.0,0.0,10.36,3.38,0.0
20180104:0610,0.0,0.0,0.0,0.0,11.68,4.48,0.0
20180104:0710,0.0,0.0,0.0,0.0,12.8,7.03,0.0
20180104:0810,0.0,2.0,0.0,2.71,12.96,7.45,0.0
20180104:0910,0.0,26.0,0.0,9.57,12.81,8.14,0.0
20180104:1010,0.0,43.0,0.0,14.71,12.85,8.34,0.0
20180104:1110,0.0,51.0,0.0,17.73,12.89,8.14,0.0
20180104:1210,6.0,121.0,0.0,18.33,13.06,8.14,0.0
20180104:1310,0.0,56.0,0.0,16.46,12.97,7.79,0.0
20180104:1410,0.0,43.0,0.0,12.29,12.71,7.38,0.0
20180104:1510,0.0,11.0,0.0,6.21,12.63,7.79,0.0
20180104:1610,0.0,0.0,0.0,0.0,12.29,6.97,0.0
20180104:1710,0.0,0.0,0.0,0.0,11.55,7.03,0.0
20180104:1810,0.0,0.0,0.0,0.0,10.94,6.62,0.0
20180104:1910,0.0,0.0,0.0,0.0,10.04,6.28,0.0
20180104:2010,0.0,0.0,0.0,0.0,9.51,5.66,0.0
20180104:2110,0.0,0.0,0.0,0.0,8.95,5.24,0.0
20180104:2210,0.0,0.0,0.0,0.0,8.8,4.97,0.0
20180104:2310,0.0,0.0,0.0,0.0,8.56,5.1,0.0
20180105:0010,0.0,0.0,0.0,0.0,8.7,5.52,0.0
20180105:0110,0.0,0.0,0.0,0.0,9.2,5.93,0.0
20180105:0210,0.0,0.0,0.0,0.0,9.55,6.14,0.0
20180105:0310,0.0,0.0,0.0,0.0,9.73,6.07,0.0
20180105:0410,0.0,0.0,0.0,0.0,9.81,5.45,0.0
20180105:0510,0.0,0.0,0.0,0.0,9.67,4.9,0.0
20180105:0610,0.0,0.0,0.0,0.0,9.25,4.28,0.0
20180105:0710,0.0,0.0,0.0,0.0,9.88,3.66,0.0
20180105:0810,0.0,4.0,0.0,2.75,9.5,3.38,0.0
20180105:0910,1.0,54.0,0.0,9.62,9.47,3.59,0.0
20180105:1010,0.0,57.0,0.0,14.78,9.42,3.86,0.0
20180105:1110,7.0,122.0,0.0,17.82,9.68,4.28,0.0
20180105:1210,10.0,133.0,0.0,18.44,10.34,4.07,0.0
20180105:1310,19.0,126.0,0.0,16.58,10.7,5.52,0.0
20180105:1410,3.0,76.0,0.0,12.43,10.33,5.93,0.0
20180105:1510,1.0,34.0,0.0,6.35,9.77,4.97,0.0
20180105:1610,0.0,0.0,0.0,0.0,9.07,3.72,0.0
20180105:1710,0.0,0.0,0.0,0.0,8.33,2.97,0.0
20180105:1810,0.0,0.0,0.0,0.0,7.42,2.76,0.0
20180105:1910,0.0,0.0,0.0,0.0,7.22,2.41,0.0
20180105:2010,0.0,0.0,0.0,0.0,6.72,2.34,0.0
20180105:2110,0.0,0.0,0.0,0.0,6.51,2.48,0.0
20180105:2210,0.0,0.0,0.0,0.0,6.5,2.62,0.0
20180105:2310,0.0,0.0,0.0,0.0,6.25,2.69,0.0
20180106:0010,0.0,0.0,0.0,0.0,6.25,2.55,0.0
20180106:0110,0.0,0.0,0.0,0.0,6.03,2.55,0.0
20180106:0210,0.0,0.0,0.0,0.0,6.18,2.55,0.0
20180106:0310,0.0,0.0,0.0,0.0,5.94,2.41,0.0
20180106:0410,0.0,0.0,0.0,0.0,5.88,2.14,0.0
20180106:0510,0.0,0.0,0.0,0.0,5.72,1.72,0.0
20180106:0610,0.0,0.0,0.0,0.0,5.48,1.66,0.0
20180106:0710,0.0,0.0,0.0,0.0,4.92,1.66,0.0
20180106:0810,1.0,10.84,0.0,2.79,4.69,1.52,0.0
20180106:0910,0.0,29.0,0.0,9.68,5.07,0.97,0.0
20180106:1010,50.0,116.0,0.0,14.86,6.32,1.1,0.0
20180106:1110,7.0,124.0,0.0,17.92,7.0,0.55,0.0
20180106:1210,6.0,124.0,0.0,18.56,7.54,1.1,0.0
20180106:1310,6.0,114.0,0.0,16.72,7.83,1.52,0.0
20180106:1410,24.0,95.0,0.0,12.57,7.9,1.79,0.0
20180106:1510,1.0,33.0,0.0,6.5,7.74,1.86,0.0
20180106:1610,0.0,0.0,0.0,0.0,7.31,1.93,0.0
20180106:1710,0.0,0.0,0.0,0.0,6.98,2.0,0.0
20180106:1810,0.0,0.0,0.0,0.0,6.8,1.93,0.0
20180106:1910,0.0,0.0,0.0,0.0,6.64,2.69,0.0
20180106:2010,0.0,0.0,0.0,0.0,6.56,2.97,0.0
20180106:2110,0.0,0.0,0.0,0.0,6.34,3.03,0.0
20180106:2210,0.0,0.0,0.0,0.0,6.13,3.17,0.0
20180106:2310,0.0,0.0,0.0,0.0,5.49,3.38,0.0
20180107:0010,0.0,0.0,0.0,0.0,5.48,4.21,0.0
20180107:0110,0.0,0.0,0.0,0.0,5.4,4.69,0.0
20180107:0210,0.0,0.0,0.0,0.0,5.53,5.03,0.0
20180107:0310,0.0,0.0,0.0,0.0,5.65,5.38,0.0
20180107:0410,0.0,0.0,0.0,0.0,5.68,5.52,0.0
20180107:0510,0.0,0.0,0.0,0.0,5.44,5.66,0.0
20180107:0610,0.0,0.0,0.0,0.0,5.25,5.72,0.0
20180107:0710,0.0,0.0,0.0,0.0,5.74,5.52,0.0
20180107:0810,0.0,7.0,0.0,2.84,5.7,5.72,0.0
20180107:0910,0.0,12.0,0.0,9.75,5.74,5.93,0.0
20180107:1010,0.0,55.0,0.0,14.95,5.95,5.86,0.0
20180107:1110,0.0,70.0,0.0,18.03,6.42,7.17,0.0
20180107:1210,0.0,91.0,0.0,18.69,6.63,6.69,0.0
20180107:1310,0.0,72.0,0.0,16.86,6.89,6.48,0.0
20180107:1410,2.0,72.0,0.0,12.72,7.21,6.83,0.0
20180107:1510,0.0,21.0,0.0,6.66,7.33,5.86,0.0
20180107:1610,0.0,0.0,0.0,0.0,7.0,5.31,0.0
20180107:1710,0.0,0.0,0.0,0.0,6.46,5.17,0.0
20180107:1810,0.0,0.0,0.0,0.0,6.02,5.03,0.0
20180107:1910,0.0,0.0,0.0,0.0,6.1,4.69,0.0
20180107:2010,0.0,0.0,0.0,0.0,5.89,4.41,0.0
20180107:2110,0.0,0.0,0.0,0.0,5.65,4.21,0.0
20180107:2210,0.0,0.0,0.0,0.0,5.53,4.28,0.0
20180107:2310,0.0,0.0,0.0,0.0,5.18,4.07,0.0
20180108:0010,0.0,0.0,0.0,0.0,4.83,4.14,0.0
20180108:0110,0.0,0.0,0.0,0.0,4.56,4.28,0.0
20180108:0210,0.0,0.0,0.0,0.0,4.31,4.34,0.0
20180108:0310,0.0,0.0,0.0,0.0,4.11,4.28,0.0
20180108:0410,0.0,0.0,0.0,0.0,3.88,4.0,0.0
20180108:0510,0.0,0.0,0.0,0.0,3.39,3.72,0.0
20180108:0610,0.0,0.0,0.0,0.0,3.03,3.59,0.0
20180108:0710,0.0,0.0,0.0,0.0,3.11,3.52,0.0
20180108:0810,3.0,15.33,0.0,2.9,3.17,3.24,0.0
20180108:0910,1.0,51.0,0.0,9.82,3.6,3.03,0.0
20180108:1010,190.01,52.0,0.0,15.05,5.0,3.38,0.0
20180108:1110,109.01,130.0,0.0,18.15,6.42,3.52,0.0
20180108:1210,3.0,118.0,0.0,18.83,7.44,3.24,0.0
20180108:1310,144.01,101.0,0.0,17.01,7.88,3.52,0.0
20180108:1410,151.01,48.0,0.0,12.88,8.45,4.07,0.0
20180108:1510,22.0,45.0,0.0,6.82,8.08,3.45,0.0
20180108:1610,0.0,0.0,0.0,0.0,7.06,2.97,0.0
20180108:1710,0.0,0.0,0.0,0.0,6.1,2.9,0.0
20180108:1810,0.0,0.0,0.0,0.0,5.48,2.48,0.0
20180108:1910,0.0,0.0,0.0,0.0,5.08,2.55,0.0
20180108:2010,0.0,0.0,0.0,0.0,4.82,2.48,0.0
20180108:2110,0.0,0.0,0.0,0.0,4.6,2.34,0.0
20180108:2210,0.0,0.0,0.0,0.0,4.38,2.34,0.0
20180108:2310,0.0,0.0,0.0,0.0,4.0,2.14,0.0
20180109:0010,0.0,0.0,0.0,0.0,3.49,1.86,0.0
20180109:0110,0.0,0.0,0.0,0.0,3.1,1.66,0.0
20180109:0210,0.0,0.0,0.0,0.0,2.81,1.72,0.0
20180109:0310,0.0,0.0,0.0,0.0,2.69,1.59,0.0
20180109:0410,0.0,0.0,0.0,0.0,2.46,1.45,0.0
20180109:0510,0.0,0.0,0.0,0.0,2.56,0.9,0.0
20180109:0610,0.0,0.0,0.0,0.0,2.31,0.97,0.0
20180109:0710,0.0,0.0,0.0,0.0,3.09,1.03,0.0
20180109:0810,8.0,14.25,0.0,2.96,3.55,1.59,0.0
20180109:0910,0.0,43.0,0.0,9.91,4.32,1.66,0.0
20180109:1010,0.0,73.0,0.0,15.15,5.0,2.0,0.0
20180109:1110,2.0,108.0,0.0,18.27,5.8,2.62,0.0
20180109:1210,0.0,66.0,0.0,18.97,6.51,3.1,0.0
20180109:1310,0.0,53.0,0.0,17.16,7.36,3.59,0.0
20180109:1410,10.0,92.0,0.0,13.04,7.99,3.79,0.0
20180109:1510,3.0,41.0,0.0,6.99,8.16,2.83,0.0
20180109:1610,0.0,0.0,0.0,0.0,8.07,2.69,0.0
20180109:1710,0.0,0.0,0.0,0.0,7.46,2.97,0.0
20180109:1810,0.0,0.0,0.0,0.0,7.54,3.24,0.0
20180109:1910,0.0,0.0,0.0,0.0,7.75,3.52,0.0
20180109:2010,0.0,0.0,0.0,0.0,7.87,3.66,0.0
20180109:2110,0.0,0.0,0.0,0.0,7.76,3.93,0.0
20180109:2210,0.0,0.0,0.0,0.0,7.65,4.28,0.0
20180109:2310,0.0,0.0,0.0,0.0,7.46,4.14,0.0
20180110:0010,0.0,0.0,0.0,0.0,6.78,3.79,0.0
20180110:0110,0.0,0.0,0.0,0.0,6.07,3.52,0.0
20180110:0210,0.0,0.0,0.0,0.0,5.53,3.52,0.0
20180110:0310,0.0,0.0,0.0,0.0,4.99,3.52,0.0
20180110:0410,0.0,0.0,0.0,0.0,5.36,3.59,0.0
20180110:0510,0.0,0.0,0.0,0.0,5.86,3.59,0.0
20180110:0610,0.0,0.0,0.0,0.0,6.2,3.38,0.0
20180110:0710,0.0,0.0,0.0,0.0,6.57,2.62,0.0
20180110:0810,0.0,12.0,0.0,3.03,6.67,2.21,0.0
20180110:0910,9.0,70.0,0.0,9.99,6.91,2.21,0.0
20180110:1010,2.0,89.0,0.0,15.26,7.95,3.17,0.0
20180110:1110,0.0,87.0,0.0,18.4,8.25,2.83,0.0
20180110:1210,29.0,153.0,0.0,19.12,8.71,2.62,0.0
20180110:1310,13.0,128.0,0.0,17.33,8.95,2.28,0.0
20180110:1410,0.0,28.0,0.0,13.21,9.05,2.41,0.0
20180110:1510,10.0,48.0,0.0,7.16,9.05,2.0,0.0
20180110:1610,0.0,0.0,0.0,0.0,8.51,1.66,0.0
20180110:1710,0.0,0.0,0.0,0.0,8.0,1.45,0.0
20180110:1810,0.0,0.0,0.0,0.0,7.16,1.72,0.0
20180110:1910,0.0,0.0,0.0,0.0,6.09,1.93,0.0
20180110:2010,0.0,0.0,0.0,0.0,5.85,1.79,0.0
20180110:2110,0.0,0.0,0.0,0.0,5.6,1.72,0.0
20180110:2210,0.0,0.0,0.0,0.0,4.9,1.72,0.0
20180110:2310,0.0,0.0,0.0,0.0,4.48,1.66,0.0
20180111:0010,0.0,0.0,0.0,0.0,3.84,1.79,0.0
20180111:0110,0.0,0.0,0.0,0.0,3.17,1.86,0.0
20180111:0210,0.0,0.0,0.0,0.0,2.72,1.66,0.0
20180111:0310,0.0,0.0,0.0,0.0,2.73,1.45,0.0
20180111:0410,0.0,0.0,0.0,0.0,2.7,1.24,0.0
20180111:0510,0.0,0.0,0.0,0.0,2.96,1.1,0.0
20180111:0610,0.0,0.0,0.0,0.0,3.25,1.1,0.0
20180111:0710,0.0,0.0,0.0,0.0,3.41,1.45,0.0
20180111:0810,2.0,14.61,0.0,3.11,3.61,1.1,0.0
20180111:0910,5.0,66.0,0.0,10.09,4.27,1.03,0.0
20180111:1010,9.0,108.0,0.0,15.38,4.85,0.9,0.0
20180111:1110,90.0,142.0,0.0,18.54,5.55,1.52,0.0
20180111:1210,12.0,140.0,0.0,19.27,6.17,2.14,0.0
20180111:1310,4.0,111.0,0.0,17.49,6.66,2.34,0.0
20180111:1410,0.0,67.0,0.0,13.39,6.94,2.55,0.0
20180111:1510,0.0,25.0,0.0,7.34,7.09,2.41,0.0
20180111:1610,0.0,0.0,0.0,0.0,6.67,2.14,0.0
20180111:1710,0.0,0.0,0.0,0.0,6.26,2.34,0.0
20180111:1810,0.0,0.0,0.0,0.0,5.96,2.48,0.0
20180111:1910,0.0,0.0,0.0,0.0,6.12,2.28,0.0
20180111:2010,0.0,0.0,0.0,0.0,5.96,2.21,0.0
20180111:2110,0.0,0.0,0.0,0.0,5.8,2.28,0.0
20180111:2210,0.0,0.0,0.0,0.0,5.57,2.21,0.0
20180111:2310,0.0,0.0,0.0,0.0,5.44,2.21,0.0
20180112:0010,0.0,0.0,0.0,0.0,5.34,2.0,0.0
20180112:0110,0.0,0.0,0.0,0.0,5.07,2.07,0.0
20180112:0210,0.0,0.0,0.0,0.0,5.05,1.93,0.0
20180112:0310,0.0,0.0,0.0,0.0,5.02,1.93,0.0
20180112:0410,0.0,0.0,0.0,0.0,4.86,1.86,0.0
20180112:0510,0.0,0.0,0.0,0.0,4.79,1.86,0.0
20180112:0610,0.0,0.0,0.0,0.0,4.67,1.79,0.0
20180112:0710,0.0,0.0,0.0,0.0,4.78,1.86,0.0
20180112:0810,0.0,9.0,0.0,3.19,4.74,1.79,0.0
20180112:0910,1.0,56.0,0.0,10.19,4.8,1.93,0.0
20180112:1010,0.0,76.0,0.0,15.5,4.89,2.76,0.0
20180112:1110,2.0,113.0,0.0,18.69,5.28,2.55,0.0
20180112:1210,0.0,104.0,0.0,19.44,5.64,2.07,0.0
20180112:1310,5.0,116.0,0.0,17.67,6.12,2.0,0.0
20180112:1410,0.0,67.0,0.0,13.57,6.43,1.86,0.0
20180112:1510,0.0,26.0,0.0,7.52,6.48,1.38,0.0
20180112:1610,0.0,0.0,0.0,0.0,6.39,0.9,0.0
20180112:1710,0.0,0.0,0.0,0.0,6.22,0.83,0.0
20180112:1810,0.0,0.0,0.0,0.0,6.05,1.17,0.0
20180112:1910,0.0,0.0,0.0,0.0,6.1,1.03,0.0
20180112:2010,0.0,0.0,0.0,0.0,6.06,1.03,0.0
20180112:2110,0.0,0.0,0.0,0.0,6.03,1.1,0.0
20180112:2210,0.0,0.0,0.0,0.0,5.8,1.38,0.0
20180112:2310,0.0,0.0,0.0,0.0,5.79,1.45,0.0
20180113:0010,0.0,0.0,0.0,0.0,5.6,1.59,0.0
20180113:0110,0.0,0.0,0.0,0.0,5.51,1.66,0.0
20180113:0210,0.0,0.0,0.0,0.0,4.96,1.72,0.0
20180113:0310,0.0,0.0,0.0,0.0,4.82,1.66,0.0
20180113:0410,0.0,0.0,0.0,0.0,4.7,1.79,0.0
20180113:0510,0.0,0.0,0.0,0.0,4.11,1.93,0.0
20180113:0610,0.0,0.0,0.0,0.0,4.2,2.07,0.0
20180113:0710,0.0,0.0,0.0,0.0,2.61,2.34,0.0
20180113:0810,0.0,10.0,0.0,3.28,2.52,2.41,0.0
20180113:0910,15.0,76.0,0.0,10.3,2.83,2.28,0.0
20180113:1010,11.0,115.0,0.0,15.63,4.19,2.41,0.0
20180113:1110,26.0,151.0,0.0,18.84,5.66,2.62,0.0
20180113:1210,0.0,55.0,0.0,19.61,6.86,3.17,0.0
20180113:1310,8.0,126.0,0.0,17.85,7.49,3.72,0.0
20180113:1410,8.0,96.0,0.0,13.76,7.66,3.66,0.0
20180113:1510,11.0,52.0,0.0,7.71,7.23,2.97,0.0
20180113:1610,0.0,0.0,0.0,0.0,6.07,2.97,0.0
20180113:1710,0.0,0.0,0.0,0.0,4.84,3.03,0.0
20180113:1810,0.0,0.0,0.0,0.0,4.35,2.97,0.0
20180113:1910,0.0,0.0,0.0,0.0,4.49,2.28,0.0
20180113:2010,0.0,0.0,0.0,0.0,3.99,2.41,0.0
20180113:2110,0.0,0.0,0.0,0.0,3.88,2.34,0.0
20180113:2210,0.0,0.0,0.0,0.0,3.77,2.14,0.0
20180113:2310,0.0,0.0,0.0,0.0,3.62,2.0,0.0
20180114:0010,0.0,0.0,0.0,0.0,3.09,1.93,0.0
20180114:0110,0.0,0.0,0.0,0.0,2.79,1.86,0.0
20180114:0210,0.0,0.0,0.0,0.0,2.4,1.86,0.0
20180114:0310,0.0,0.0,0.0,0.0,2.09,1.79,0.0
20180114:0410,0.0,0.0,0.0,0.0,1.72,1.72,0.0
20180114:0510,0.0,0.0,0.0,0.0,1.41,1.66,0.0
20180114:0610,0.0,0.0,0.0,0.0,0.95,1.59,0.0
20180114:0710,0.0,0.0,0.0,0.0,-0.09,0.9,0.0
20180114:0810,7.0,17.4,0.0,3.38,0.4,0.69,0.0
20180114:0910,47.0,74.0,0.0,10.42,0.59,0.48,0.0
20180114:1010,159.01,80.0,0.0,15.77,2.31,0.48,0.0
20180114:1110,265.01,55.0,0.0,19.0,4.04,0.41,0.0
20180114:1210,266.01,65.0,0.0,19.78,5.52,0.28,0.0
20180114:1310,210.01,77.0,0.0,18.04,6.62,0.48,0.0
20180114:1410,94.01,92.0,0.0,13.95,7.25,0.62,0.0
20180114:1510,30.0,54.0,0.0,7.9,7.32,0.48,0.0
20180114:1610,0.0,0.0,0.0,0.0,6.86,0.07,0.0
20180114:1710,0.0,0.0,0.0,0.0,6.07,0.41,0.0
20180114:1810,0.0,0.0,0.0,0.0,5.11,0.76,0.0
20180114:1910,0.0,0.0,0.0,0.0,3.21,1.17,0.0
20180114:2010,0.0,0.0,0.0,0.0,1.24,2.0,0.0
20180114:2110,0.0,0.0,0.0,0.0,1.6,1.93,0.0
20180114:2210,0.0,0.0,0.0,0.0,1.92,2.07,0.0
20180114:2310,0.0,0.0,0.0,0.0,2.09,2.21,0.0
20180115:0010,0.0,0.0,0.0,0.0,3.09,2.28,0.0
20180115:0110,0.0,0.0,0.0,0.0,4.26,2.41,0.0
20180115:0210,0.0,0.0,0.0,0.0,5.07,2.69,0.0
20180115:0310,0.0,0.0,0.0,0.0,5.5,3.1,0.0
20180115:0410,0.0,0.0,0.0,0.0,5.8,3.52,0.0
20180115:0510,0.0,0.0,0.0,0.0,6.05,4.0,0.0
20180115:0610,0.0,0.0,0.0,0.0,6.03,4.41,0.0
20180115:0710,0.0,0.0,0.0,0.0,6.51,4.83,0.0
20180115:0810,7.0,17.45,0.0,3.49,6.52,5.59,0.0
20180115:0910,0.0,23.0,0.0,10.54,6.57,6.0,0.0
20180115:1010,0.0,32.0,0.0,15.92,6.6,6.62,0.0
20180115:1110,26.0,150.0,0.0,19.16,6.59,6.76,0.0
20180115:1210,0.0,28.0,0.0,19.97,6.65,7.86,0.0
20180115:1310,0.0,44.0,0.0,18.23,6.72,8.34,0.0
20180115:1410,0.0,19.0,0.0,14.15,6.89,9.17,0.0
20180115:1510,0.0,9.0,0.0,8.1,7.25,9.24,0.0
20180115:1610,0.0,0.0,0.0,0.0,7.95,8.62,0.0
20180115:1710,0.0,0.0,0.0,0.0,8.71,7.38,0.0
20180115:1810,0.0,0.0,0.0,0.0,9.0,6.76,0.0
20180115:1910,0.0,0.0,0.0,0.0,9.48,6.9,0.0
20180115:2010,0.0,0.0,0.0,0.0,9.06,6.62,0.0
20180115:2110,0.0,0.0,0.0,0.0,8.5,6.21,0.0
20180115:2210,0.0,0.0,0.0,0.0,8.02,6.28,0.0
20180115:2310,0.0,0.0,0.0,0.0,7.89,5.79,0.0
20180116:0010,0.0,0.0,0.0,0.0,8.35,6.28,0.0
20180116:0110,0.0,0.0,0.0,0.0,8.41,6.69,0.0
20180116:0210,0.0,0.0,0.0,0.0,8.2,6.48,0.0
20180116:0310,0.0,0.0,0.0,0.0,8.16,6.55,0.0
20180116:0410,0.0,0.0,0.0,0.0,8.08,6.62,0.0
20180116:0510,0.0,0.0,0.0,0.0,8.06,7.03,0.0
20180116:0610,0.0,0.0,0.0,0.0,7.88,7.24,0.0
20180116:0710,0.0,0.0,0.0,0.0,8.4,6.55,0.0
20180116:0810,0.0,15.0,0.0,3.6,8.11,6.62,0.0
20180116:0910,85.01,61.0,0.0,10.68,8.13,6.41,0.0
20180116:1010,113.01,108.0,0.0,16.07,7.78,6.55,0.0
20180116:1110,139.01,132.0,0.0,19.34,8.03,6.69,0.0
20180116:1210,153.01,134.0,0.0,20.16,8.37,6.34,0.0
20180116:1310,0.0,29.0,0.0,18.43,8.1,6.07,0.0
20180116:1410,7.0,97.0,0.0,14.35,8.22,6.21,0.0
20180116:1510,8.0,55.0,0.0,8.3,7.57,6.9,0.0
20180116:1610,0.0,0.0,0.0,0.0,6.42,7.24,0.0
20180116:1710,0.0,0.0,0.0,0.0,5.76,6.34,0.0
20180116:1810,0.0,0.0,0.0,0.0,5.54,6.21,0.0
20180116:1910,0.0,0.0,0.0,0.0,6.16,4.9,0.0
20180116:2010,0.0,0.0,0.0,0.0,5.87,6.07,0.0
20180116:2110,0.0,0.0,0.0,0.0,5.89,7.03,0.0
20180116:2210,0.0,0.0,0.0,0.0,5.59,6.97,0.0
20180116:2310,0.0,0.0,0.0,0.0,5.25,6.9,0.0
20180117:0010,0.0,0.0,0.0,0.0,4.97,7.17,0.0
20180117:0110,0.0,0.0,0.0,0.0,4.4,8.0,0.0
20180117:0210,0.0,0.0,0.0,0.0,3.65,7.72,0.0
20180117:0310,0.0,0.0,0.0,0.0,3.11,7.31,0.0
20180117:0410,0.0,0.0,0.0,0.0,2.45,6.83,0.0
20180117:0510,0.0,0.0,0.0,0.0,2.57,7.17,0.0
20180117:0610,0.0,0.0,0.0,0.0,2.4,7.17,0.0
20180117:0710,0.0,0.0,0.0,0.0,3.53,6.69,0.0
