Latitude (decimal degrees):	46.951
Longitude (decimal degrees):	7.450
Elevation (m):	510
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180103:1310,0.0,42.0,0.0,16.92,3.83,5.59,0.0
20180103:1410,0.0,43.0,0.0,11.83,3.73,5.31,0.0
20180103:1510,0.0,21.0,0.0,4.92,2.85,4.97,0.0
20180103:1610,0.0,0.0,0.0,0.0,2.53,3.79,0.0
20180103:1710,0.0,0.0,0.0,0.0,2.66,3.86,0.0
20180103:1810,0.0,0.0,0.0,0.0,2.76,3.79,0.0
20180103:1910,0.0,0.0,0.0,0.0,2.74,4.07,0.0
20180103:2010,0.0,0.0,0.0,0.0,2.65,3.79,0.0
20180103:2110,0.0,0.0,0.0,0.0,2.74,3.52,0.0
20180103:2210,0.0,0.0,0.0,0.0,2.56,3.38,0.0
20180103:2310,0.0,0.0,0.0,0.0,2.58,3.66,0.0
20180104:0010,0.0,0.0,0.0,0.0,2.75,3.52,0.0
20180104:0110,0.0,0.0,0.0,0.0,2.59,2.97,0.0
20180104:0210,0.0,0.0,0.0,0.0,2.27,2.62,0.0
20180104:0310,0.0,0.0,0.0,0.0,2.16,2.69,0.0
20180104:0410,0.0,0.0,0.0,0.0,2.67,2.83,0.0
20180104:0510,0.0,0.0,0.0,0.0,3.15,2.76,0.0
20180104:0610,0.0,0.0,0.0,0.0,3.55,2.83,0.0
20180104:0710,0.0,0.0,0.0,0.0,3.4,2.9,0.0
20180104:0810,0.0,40.0,0.0,6.51,4.01,3.24,0.0
20180104:0910,0.0,53.0,0.0,13.1,4.76,3.66,0.0
20180104:1010,0.0,68.0,0.0,17.77,5.85,4.0,0.0
20180104:1110,0.0,94.0,0.0,20.11,6.65,3.93,0.0
20180104:1210,7.0,136.0,0.0,19.85,6.73,4.21,0.0
20180104:1310,9.0,121.0,0.0,17.04,6.94,4.34,0.0
20180104:1410,0.0,55.0,0.0,11.97,7.02,4.48,0.0
20180104:1510,0.0,26.0,0.0,5.06,7.02,4.48,0.0
20180104:1610,0.0,0.0,0.0,0.0,6.97,4.48,0.0
20180104:1710,0.0,0.0,0.0,0.0,6.9,4.41,0.0
20180104:1810,0.0,0.0,0.0,0.0,6.98,4.34,0.0
20180104:1910,0.0,0.0,0.0,0.0,7.92,4.41,0.0
20180104:2010,0.0,0.0,0.0,0.0,7.9,4.34,0.0
20180104:2110,0.0,0.0,0.0,0.0,7.98,4.41,0.0
20180104:2210,0.0,0.0,0.0,0.0,7.85,4.34,0.0
20180104:2310,0.0,0.0,0.0,0.0,7.72,4.21,0.0
20180105:0010,0.0,0.0,0.0,0.0,7.44,3.86,0.0
20180105:0110,0.0,0.0,0.0,0.0,7.13,3.66,0.0
20180105:0210,0.0,0.0,0.0,0.0,6.99,3.52,0.0
20180105:0310,0.0,0.0,0.0,0.0,6.97,3.31,0.0
20180105:0410,0.0,0.0,0.0,0.0,6.76,2.97,0.0
20180105:0510,0.0,0.0,0.0,0.0,6.09,2.55,0.0
20180105:0610,0.0,0.0,0.0,0.0,4.74,2.14,0.0
20180105:0710,0.0,0.0,0.0,0.0,3.63,2.14,0.0
20180105:0810,0.0,22.0,0.0,6.55,2.94,2.07,0.0
20180105:0910,146.01,52.0,0.0,13.16,3.9,1.93,0.0
20180105:1010,24.0,139.0,0.0,17.85,5.82,2.0,0.0
20180105:1110,107.01,151.0,0.0,20.21,7.45,2.41,0.0
20180105:1210,0.0,53.0,0.0,19.97,8.19,2.62,0.0
20180105:1310,0.0,25.0,0.0,17.18,8.45,2.48,0.0
20180105:1410,0.0,86.0,0.0,12.11,8.29,2.55,0.0
20180105:1510,0.0,31.0,0.0,5.21,7.88,2.55,0.0
20180105:1610,0.0,0.0,0.0,0.0,7.21,2.28,0.0
20180105:1710,0.0,0.0,0.0,0.0,6.17,1.72,0.0
20180105:1810,0.0,0.0,0.0,0.0,5.36,1.45,0.0
20180105:1910,0.0,0.0,0.0,0.0,5.8,0.9,0.0
20180105:2010,0.0,0.0,0.0,0.0,5.49,0.69,0.0
20180105:2110,0.0,0.0,0.0,0.0,5.32,0.62,0.0
20180105:2210,0.0,0.0,0.0,0.0,5.28,0.48,0.0
20180105:2310,0.0,0.0,0.0,0.0,5.01,0.48,0.0
20180106:0010,0.0,0.0,0.0,0.0,4.75,0.48,0.0
20180106:0110,0.0,0.0,0.0,0.0,4.31,0.55,0.0
20180106:0210,0.0,0.0,0.0,0.0,4.17,0.55,0.0
20180106:0310,0.0,0.0,0.0,0.0,3.8,0.69,0.0
20180106:0410,0.0,0.0,0.0,0.0,3.44,0.69,0.0
20180106:0510,0.0,0.0,0.0,0.0,2.91,0.83,0.0
20180106:0610,0.0,0.0,0.0,0.0,2.51,0.83,0.0
20180106:0710,0.0,0.0,0.0,0.0,3.12,0.69,0.0
20180106:0810,0.0,42.0,0.0,6.59,2.45,0.62,0.0
20180106:0910,114.01,74.0,0.0,13.22,3.51,0.55,0.0
20180106:1010,167.01,100.0,0.0,17.94,5.25,0.62,0.0
20180106:1110,33.0,164.0,0.0,20.31,7.16,0.69,0.0
20180106:1210,21.0,158.0,0.0,20.1,8.07,0.76,0.0
20180106:1310,4.0,115.0,0.0,17.32,8.47,0.83,0.0
20180106:1410,0.0,85.0,0.0,12.26,8.37,0.9,0.0
20180106:1510,0.0,31.0,0.0,5.36,7.87,0.97,0.0
20180106:1610,0.0,0.0,0.0,0.0,6.31,0.97,0.0
20180106:1710,0.0,0.0,0.0,0.0,5.94,0.83,0.0
20180106:1810,0.0,0.0,0.0,0.0,4.85,0.76,0.0
20180106:1910,0.0,0.0,0.0,0.0,4.57,0.62,0.0
20180106:2010,0.0,0.0,0.0,0.0,3.67,0.76,0.0
20180106:2110,0.0,0.0,0.0,0.0,2.12,0.83,0.0
20180106:2210,0.0,0.0,0.0,0.0,1.14,0.9,0.0
20180106:2310,0.0,0.0,0.0,0.0,0.96,0.9,0.0
20180107:0010,0.0,0.0,0.0,0.0,0.81,0.97,0.0
20180107:0110,0.0,0.0,0.0,0.0,0.93,1.03,0.0
20180107:0210,0.0,0.0,0.0,0.0,0.52,1.03,0.0
20180107:0310,0.0,0.0,0.0,0.0,0.52,1.03,0.0
20180107:0410,0.0,0.0,0.0,0.0,0.6,1.03,0.0
20180107:0510,0.0,0.0,0.0,0.0,0.83,0.97,0.0
20180107:0610,0.0,0.0,0.0,0.0,1.02,0.97,0.0
20180107:0710,0.0,0.0,0.0,0.0,1.61,0.9,0.0
20180107:0810,0.0,42.0,0.0,6.65,1.27,1.03,0.0
20180107:0910,1.0,78.0,0.0,13.29,2.84,0.9,0.0
20180107:1010,0.0,93.0,0.0,18.03,4.92,0.83,0.0
20180107:1110,3.0,133.0,0.0,20.43,6.1,0.83,0.0
20180107:1210,0.0,62.0,0.0,20.23,6.84,0.83,0.0
20180107:1310,0.0,75.0,0.0,17.46,7.35,0.9,0.0
20180107:1410,0.0,83.0,0.0,12.41,6.84,0.97,0.0
20180107:1510,0.0,9.0,0.0,5.52,5.65,1.03,0.0
20180107:1610,0.0,0.0,0.0,0.0,4.48,1.1,0.0
20180107:1710,0.0,0.0,0.0,0.0,3.8,1.03,0.0
20180107:1810,0.0,0.0,0.0,0.0,3.31,0.97,0.0
20180107:1910,0.0,0.0,0.0,0.0,4.33,0.83,0.0
20180107:2010,0.0,0.0,0.0,0.0,3.53,0.9,0.0
20180107:2110,0.0,0.0,0.0,0.0,2.58,0.9,0.0
20180107:2210,0.0,0.0,0.0,0.0,1.61,0.9,0.0
20180107:2310,0.0,0.0,0.0,0.0,1.05,0.9,0.0
20180108:0010,0.0,0.0,0.0,0.0,0.97,0.9,0.0
20180108:0110,0.0,0.0,0.0,0.0,1.08,0.9,0.0
20180108:0210,0.0,0.0,0.0,0.0,1.11,0.9,0.0
20180108:0310,0.0,0.0,0.0,0.0,1.1,0.9,0.0
20180108:0410,0.0,0.0,0.0,0.0,1.02,0.9,0.0
20180108:0510,0.0,0.0,0.0,0.0,1.03,0.9,0.0
20180108:0610,0.0,0.0,0.0,0.0,1.13,0.97,0.0
20180108:0710,0.0,0.0,0.0,0.0,0.69,1.03,0.0
20180108:0810,0.0,17.0,0.0,6.71,0.81,1.03,0.0
20180108:0910,25.0,104.0,0.0,13.37,1.63,0.97,0.0
20180108:1010,57.0,147.0,0.0,18.13,4.31,0.76,0.0
20180108:1110,11.0,151.0,0.0,20.55,5.9,0.69,0.0
20180108:1210,45.0,168.0,0.0,20.37,6.87,0.76,0.0
20180108:1310,30.0,140.0,0.0,17.61,7.05,0.97,0.0
20180108:1410,0.0,88.0,0.0,12.57,7.14,0.83,0.0
20180108:1510,0.0,14.0,0.0,5.68,6.64,0.62,0.0
20180108:1610,0.0,0.0,0.0,0.0,5.81,0.83,0.0
20180108:1710,0.0,0.0,0.0,0.0,4.84,0.97,0.0
20180108:1810,0.0,0.0,0.0,0.0,3.8,1.03,0.0
20180108:1910,0.0,0.0,0.0,0.0,2.38,1.17,0.0
20180108:2010,0.0,0.0,0.0,0.0,2.09,1.1,0.0
20180108:2110,0.0,0.0,0.0,0.0,1.79,1.1,0.0
20180108:2210,0.0,0.0,0.0,0.0,2.07,1.03,0.0
20180108:2310,0.0,0.0,0.0,0.0,2.44,0.69,0.0
20180109:0010,0.0,0.0,0.0,0.0,2.15,0.76,0.0
20180109:0110,0.0,0.0,0.0,0.0,1.09,1.03,0.0
20180109:0210,0.0,0.0,0.0,0.0,1.27,0.97,0.0
20180109:0310,0.0,0.0,0.0,0.0,1.35,0.9,0.0
20180109:0410,0.0,0.0,0.0,0.0,1.03,1.03,0.0
20180109:0510,0.0,0.0,0.0,0.0,0.41,1.17,0.0
20180109:0610,0.0,0.0,0.0,0.0,0.79,1.1,0.0
20180109:0710,0.0,0.0,0.0,0.0,-0.74,0.76,0.0
20180109:0810,0.0,37.0,0.0,6.77,-0.89,0.69,0.0
20180109:0910,2.0,79.0,0.0,13.46,0.69,0.62,0.0
20180109:1010,17.0,140.0,0.0,18.24,2.68,0.76,0.0
20180109:1110,0.0,99.0,0.0,20.68,4.41,0.9,0.0
20180109:1210,4.0,135.0,0.0,20.52,5.26,1.1,0.0
20180109:1310,141.01,111.0,0.0,17.77,5.7,1.31,0.0
20180109:1410,0.0,98.0,0.0,12.73,5.43,1.31,0.0
20180109:1510,0.0,23.0,0.0,5.84,5.0,1.17,0.0
20180109:1610,0.0,0.0,0.0,0.0,4.21,1.1,0.0
20180109:1710,0.0,0.0,0.0,0.0,2.47,1.38,0.0
20180109:1810,0.0,0.0,0.0,0.0,1.29,1.45,0.0
20180109:1910,0.0,0.0,0.0,0.0,0.98,1.31,0.0
20180109:2010,0.0,0.0,0.0,0.0,0.41,1.24,0.0
20180109:2110,0.0,0.0,0.0,0.0,-0.7,1.31,0.0
20180109:2210,0.0,0.0,0.0,0.0,-0.64,0.97,0.0
20180109:2310,0.0,0.0,0.0,0.0,-0.4,0.69,0.0
20180110:0010,0.0,0.0,0.0,0.0,-0.65,0.69,0.0
20180110:0110,0.0,0.0,0.0,0.0,-1.12,0.83,0.0
20180110:0210,0.0,0.0,0.0,0.0,-1.6,0.9,0.0
20180110:0310,0.0,0.0,0.0,0.0,-2.29,0.97,0.0
20180110:0410,0.0,0.0,0.0,0.0,-2.6,0.97,0.0
20180110:0510,0.0,0.0,0.0,0.0,-2.79,0.97,0.0
20180110:0610,0.0,0.0,0.0,0.0,-2.59,0.9,0.0
20180110:0710,0.0,0.0,0.0,0.0,-2.21,0.76,0.0
20180110:0810,0.0,44.0,0.0,6.84,-1.82,0.69,0.0
20180110:0910,82.0,93.0,0.0,13.55,-1.09,0.83,0.0
20180110:1010,183.01,96.0,0.0,18.36,1.82,0.9,0.0
20180110:1110,56.0,171.0,0.0,20.82,3.25,1.1,0.0
20180110:1210,7.0,145.0,0.0,20.67,3.97,1.17,0.0
20180110:1310,74.0,141.0,0.0,17.94,4.35,1.03,0.0
20180110:1410,0.0,89.0,0.0,12.91,4.74,0.76,0.0
20180110:1510,0.0,32.0,0.0,6.02,4.47,0.41,0.0
20180110:1610,0.0,0.0,0.0,0.0,4.29,0.55,0.0
20180110:1710,0.0,0.0,0.0,0.0,3.76,0.9,0.0
20180110:1810,0.0,0.0,0.0,0.0,2.57,1.1,0.0
20180110:1910,0.0,0.0,0.0,0.0,2.08,0.83,0.0
20180110:2010,0.0,0.0,0.0,0.0,1.79,0.69,0.0
20180110:2110,0.0,0.0,0.0,0.0,1.39,0.62,0.0
20180110:2210,0.0,0.0,0.0,0.0,1.0,0.62,0.0
20180110:2310,0.0,0.0,0.0,0.0,0.85,0.62,0.0
20180111:0010,0.0,0.0,0.0,0.0,0.67,0.62,0.0
20180111:0110,0.0,0.0,0.0,0.0,0.86,0.48,0.0
20180111:0210,0.0,0.0,0.0,0.0,0.69,0.48,0.0
20180111:0310,0.0,0.0,0.0,0.0,0.61,0.55,0.0
20180111:0410,0.0,0.0,0.0,0.0,0.62,0.48,0.0
20180111:0510,0.0,0.0,0.0,0.0,0.28,0.48,0.0
20180111:0610,0.0,0.0,0.0,0.0,0.13,0.48,0.0
20180111:0710,0.0,0.0,0.0,0.0,-0.5,0.48,0.0
20180111:0810,0.0,44.0,0.0,6.92,0.15,0.41,0.0
20180111:0910,24.0,106.0,0.0,13.65,0.78,0.41,0.0
20180111:1010,10.0,136.0,0.0,18.48,1.89,0.34,0.0
20180111:1110,10.0,152.0,0.0,20.96,3.0,0.34,0.0
20180111:1210,25.0,166.0,0.0,20.84,3.48,0.55,0.0
20180111:1310,13.0,135.0,0.0,18.11,3.59,0.62,0.0
20180111:1410,0.0,96.0,0.0,13.08,3.45,0.69,0.0
20180111:1510,0.0,40.0,0.0,6.19,3.21,0.62,0.0
20180111:1610,0.0,0.0,0.0,0.0,2.96,0.48,0.0
20180111:1710,0.0,0.0,0.0,0.0,3.0,0.48,0.0
20180111:1810,0.0,0.0,0.0,0.0,2.77,0.62,0.0
20180111:1910,0.0,0.0,0.0,0.0,2.12,0.83,0.0
20180111:2010,0.0,0.0,0.0,0.0,1.8,0.83,0.0
20180111:2110,0.0,0.0,0.0,0.0,1.61,0.83,0.0
20180111:2210,0.0,0.0,0.0,0.0,1.44,0.76,0.0
20180111:2310,0.0,0.0,0.0,0.0,1.25,0.69,0.0
20180112:0010,0.0,0.0,0.0,0.0,1.1,0.55,0.0
20180112:0110,0.0,0.0,0.0,0.0,1.11,0.69,0.0
20180112:0210,0.0,0.0,0.0,0.0,0.5,0.83,0.0
20180112:0310,0.0,0.0,0.0,0.0,0.3,0.9,0.0
20180112:0410,0.0,0.0,0.0,0.0,0.09,1.03,0.0
20180112:0510,0.0,0.0,0.0,0.0,-0.2,1.1,0.0
20180112:0610,0.0,0.0,0.0,0.0,0.0,1.17,0.0
20180112:0710,0.0,0.0,0.0,0.0,-0.27,1.24,0.0
20180112:0810,0.0,49.0,0.0,7.01,-0.09,1.1,0.0
20180112:0910,0.0,29.0,0.0,13.76,1.15,1.59,0.0
20180112:1010,0.0,71.0,0.0,18.61,1.88,1.66,0.0
20180112:1110,1.0,127.0,0.0,21.11,2.51,1.79,0.0
20180112:1210,2.0,129.0,0.0,21.0,2.75,1.86,0.0
20180112:1310,1.0,107.0,0.0,18.29,2.86,1.79,0.0
20180112:1410,0.0,81.0,0.0,13.26,2.81,1.79,0.0
20180112:1510,0.0,38.0,0.0,6.38,2.37,1.59,0.0
20180112:1610,0.0,0.0,0.0,0.0,1.74,1.38,0.0
20180112:1710,0.0,0.0,0.0,0.0,0.97,1.24,0.0
20180112:1810,0.0,0.0,0.0,0.0,0.06,1.17,0.0
20180112:1910,0.0,0.0,0.0,0.0,-0.74,1.31,0.0
20180112:2010,0.0,0.0,0.0,0.0,-0.86,1.24,0.0
20180112:2110,0.0,0.0,0.0,0.0,-1.11,1.1,0.0
20180112:2210,0.0,0.0,0.0,0.0,-1.22,1.03,0.0
20180112:2310,0.0,0.0,0.0,0.0,-1.17,0.76,0.0
20180113:0010,0.0,0.0,0.0,0.0,-1.17,0.48,0.0
20180113:0110,0.0,0.0,0.0,0.0,-1.78,0.28,0.0
20180113:0210,0.0,0.0,0.0,0.0,-2.1,0.48,0.0
20180113:0310,0.0,0.0,0.0,0.0,-2.66,0.55,0.0
20180113:0410,0.0,0.0,0.0,0.0,-3.27,0.69,0.0
20180113:0510,0.0,0.0,0.0,0.0,-3.33,0.76,0.0
20180113:0610,0.0,0.0,0.0,0.0,-3.1,0.83,0.0
20180113:0710,0.0,0.0,0.0,0.0,-2.78,1.03,0.0
20180113:0810,0.0,29.0,0.0,7.1,-2.61,1.03,0.0
20180113:0910,171.01,51.0,0.0,13.87,-1.17,0.9,0.0
20180113:1010,268.01,53.0,0.0,18.75,0.73,0.83,0.0
20180113:1110,280.01,78.0,0.0,21.27,2.42,0.76,0.0
20180113:1210,323.01,49.0,0.0,21.18,2.96,0.69,0.0
20180113:1310,252.01,59.0,0.0,18.47,3.53,0.76,0.0
20180113:1410,0.0,33.0,0.0,13.45,3.79,0.83,0.0
20180113:1510,0.0,36.0,0.0,6.56,3.44,1.03,0.0
20180113:1610,0.0,0.0,0.0,0.0,1.98,1.24,0.0
20180113:1710,0.0,0.0,0.0,0.0,0.29,1.31,0.0
20180113:1810,0.0,0.0,0.0,0.0,-0.45,1.24,0.0
20180113:1910,0.0,0.0,0.0,0.0,-1.42,1.17,0.0
20180113:2010,0.0,0.0,0.0,0.0,-1.66,0.97,0.0
20180113:2110,0.0,0.0,0.0,0.0,-1.85,0.83,0.0
20180113:2210,0.0,0.0,0.0,0.0,-1.64,0.76,0.0
20180113:2310,0.0,0.0,0.0,0.0,-1.46,0.55,0.0
20180114:0010,0.0,0.0,0.0,0.0,-1.44,0.48,0.0
20180114:0110,0.0,0.0,0.0,0.0,-1.61,0.55,0.0
20180114:0210,0.0,0.0,0.0,0.0,-1.66,0.62,0.0
20180114:0310,0.0,0.0,0.0,0.0,-1.58,0.76,0.0
20180114:0410,0.0,0.0,0.0,0.0,-1.74,0.76,0.0
20180114:0510,0.0,0.0,0.0,0.0,-2.69,0.83,0.0
20180114:0610,0.0,0.0,0.0,0.0,-3.47,0.76,0.0
20180114:0710,0.0,0.0,0.0,0.0,-3.51,0.76,0.0
20180114:0810,0.0,50.0,0.0,7.2,-3.37,0.76,0.0
20180114:0910,50.0,110.0,0.0,14.0,-1.86,0.76,0.0
20180114:1010,16.0,146.0,0.0,18.89,-0.03,0.69,0.0
20180114:1110,3.0,137.0,0.0,21.44,1.66,0.76,0.0
20180114:1210,1.0,120.0,0.0,21.36,2.33,0.55,0.0
20180114:1310,0.0,102.0,0.0,18.66,2.87,0.48,0.0
20180114:1410,0.0,85.0,0.0,13.65,2.85,0.55,0.0
20180114:1510,0.0,38.0,0.0,6.75,2.46,0.76,0.0
20180114:1610,0.0,0.0,0.0,0.0,1.6,0.76,0.0
20180114:1710,0.0,0.0,0.0,0.0,1.79,0.83,0.0
20180114:1810,0.0,0.0,0.0,0.0,0.61,0.97,0.0
20180114:1910,0.0,0.0,0.0,0.0,-0.78,0.83,0.0
20180114:2010,0.0,0.0,0.0,0.0,-1.89,0.97,0.0
20180114:2110,0.0,0.0,0.0,0.0,-2.1,0.97,0.0
20180114:2210,0.0,0.0,0.0,0.0,-1.9,0.76,0.0
20180114:2310,0.0,0.0,0.0,0.0,-1.99,0.76,0.0
20180115:0010,0.0,0.0,0.0,0.0,-2.79,0.9,0.0
20180115:0110,0.0,0.0,0.0,0.0,-3.7,0.9,0.0
20180115:0210,0.0,0.0,0.0,0.0,-4.12,0.97,0.0
20180115:0310,0.0,0.0,0.0,0.0,-4.4,1.03,0.0
20180115:0410,0.0,0.0,0.0,0.0,-4.86,1.1,0.0
20180115:0510,0.0,0.0,0.0,0.0,-5.02,1.1,0.0
20180115:0610,0.0,0.0,0.0,0.0,-4.95,1.17,0.0
20180115:0710,0.0,0.0,0.0,0.0,-4.09,1.31,0.0
20180115:0810,0.0,43.0,0.0,7.31,-3.18,1.24,0.0
20180115:0910,22.0,110.0,0.0,14.12,-1.18,1.31,0.0
20180115:1010,76.0,151.0,0.0,19.04,1.57,1.31,0.0
20180115:1110,144.01,153.0,0.0,21.61,4.02,1.52,0.0
20180115:1210,198.01,126.0,0.0,21.55,4.88,1.93,0.0
20180115:1310,243.01,67.0,0.0,18.86,4.99,1.86,0.0
20180115:1410,0.0,108.0,0.0,13.84,4.72,2.28,0.0
20180115:1510,0.0,47.0,0.0,6.95,3.72,2.41,0.0
20180115:1610,0.0,0.0,0.0,0.0,2.51,2.48,0.0
20180115:1710,0.0,0.0,0.0,0.0,1.54,2.55,0.0
20180115:1810,0.0,0.0,0.0,0.0,1.35,3.1,0.0
20180115:1910,0.0,0.0,0.0,0.0,1.39,3.24,0.0
20180115:2010,0.0,0.0,0.0,0.0,1.38,3.66,0.0
20180115:2110,0.0,0.0,0.0,0.0,1.23,3.86,0.0
20180115:2210,0.0,0.0,0.0,0.0,1.3,3.79,0.0
20180115:2310,0.0,0.0,0.0,0.0,1.59,3.93,0.0
20180116:0010,0.0,0.0,0.0,0.0,1.88,3.79,0.0
20180116:0110,0.0,0.0,0.0,0.0,1.84,3.59,0.0
20180116:0210,0.0,0.0,0.0,0.0,1.84,3.59,0.0
20180116:0310,0.0,0.0,0.0,0.0,1.99,3.66,0.0
20180116:0410,0.0,0.0,0.0,0.0,2.14,3.86,0.0
20180116:0510,0.0,0.0,0.0,0.0,2.4,4.07,0.0
20180116:0610,0.0,0.0,0.0,0.0,2.91,4.14,0.0
20180116:0710,0.0,0.0,0.0,0.0,3.57,4.28,0.0
20180116:0810,0.0,46.0,0.0,7.42,3.78,4.21,0.0
20180116:0910,65.0,107.0,0.0,14.26,3.99,4.48,0.0
20180116:1010,42.0,157.0,0.0,19.2,4.39,4.76,0.0
20180116:1110,3.0,139.0,0.0,21.79,5.06,5.24,0.0
20180116:1210,0.0,58.0,0.0,21.74,4.83,5.38,0.0
20180116:1310,0.0,59.0,0.0,19.06,4.66,5.31,0.0
20180116:1410,0.0,31.0,0.0,14.05,4.76,5.52,0.0
20180116:1510,0.0,18.0,0.0,7.15,4.74,5.31,0.0
20180116:1610,0.0,0.0,0.0,0.0,4.11,4.28,0.0
20180116:1710,0.0,0.0,0.0,0.0,3.8,4.0,0.0
20180116:1810,0.0,0.0,0.0,0.0,3.84,4.28,0.0
20180116:1910,0.0,0.0,0.0,0.0,4.34,4.21,0.0
20180116:2010,0.0,0.0,0.0,0.0,4.38,4.48,0.0
20180116:2110,0.0,0.0,0.0,0.0,3.7,4.28,0.0
20180116:2210,0.0,0.0,0.0,0.0,3.27,4.28,0.0
20180116:2310,0.0,0.0,0.0,0.0,3.18,4.62,0.0
20180117:0010,0.0,0.0,0.0,0.0,2.71,4.34,0.0
20180117:0110,0.0,0.0,0.0,0.0,2.25,4.07,0.0
20180117:0210,0.0,0.0,0.0,0.0,1.65,4.07,0.0
20180117:0310,0.0,0.0,0.0,0.0,1.43,4.55,0.0
20180117:0410,0.0,0.0,0.0,0.0,1.07,4.76,0.0
20180117:0510,0.0,0.0,0.0,0.0,0.35,5.38,0.0
